spatial_cell,archetype_id,archetype_name,lifecycle_state,hotspot_text,mean_poi,cis,propagation_score,enforcement_failure_index,final_priority_score,forecast_next_poi,pred_high_risk_prob
cell_12.803_77.704,1,Night Spillovers,Stable,Spatial Cell cell_12.803_77.704. Archetype: Night Spillovers. Lifecycle State: Stable. Average Parking Impact Score 0.75. Congestion Impact Score 24.05. Propagation Score 26.10. Enforcement Failure Index 30.25. Priority Score 26.17. Recommended Action: Night patrol + camera monitoring.,0.7537718023763802,24.048746161719553,26.10030706243603,30.254094165813715,26.168500511770727,0.7537718023763802,0.0
cell_12.805_77.7,0,Junction Choke Points,Stable,Spatial Cell cell_12.805_77.7. Archetype: Junction Choke Points. Lifecycle State: Stable. Average Parking Impact Score 1.48. Congestion Impact Score 68.69. Propagation Score 77.19. Enforcement Failure Index 62.38. Priority Score 72.21. Recommended Action: Immediate patrol + tow readiness.,1.4759065198095778,68.69082650972365,77.1878198567042,62.38318833162744,72.20649948822927,1.4759065198095778,0.0
cell_12.806_77.698,1,Night Spillovers,Stable,Spatial Cell cell_12.806_77.698. Archetype: Night Spillovers. Lifecycle State: Stable. Average Parking Impact Score 0.99. Congestion Impact Score 47.92. Propagation Score 48.72. Enforcement Failure Index 49.23. Priority Score 43.27. Recommended Action: Night patrol + camera monitoring.,0.9886113934537812,47.91997185261003,48.72057318321392,49.23426305015353,43.26688843398158,0.9886113934537812,0.0
cell_12.806_77.699,0,Junction Choke Points,Stable,Spatial Cell cell_12.806_77.699. Archetype: Junction Choke Points. Lifecycle State: Stable. Average Parking Impact Score 1.40. Congestion Impact Score 70.58. Propagation Score 71.78. Enforcement Failure Index 66.10. Priority Score 74.95. Recommended Action: Immediate patrol + tow readiness.,1.403679630959374,70.57606192425794,71.77584442169908,66.0974923234391,74.94687819856703,1.403679630959374,0.0
cell_12.806_77.7,0,Junction Choke Points,Stable,Spatial Cell cell_12.806_77.7. Archetype: Junction Choke Points. Lifecycle State: Stable. Average Parking Impact Score 1.61. Congestion Impact Score 72.28. Propagation Score 81.00. Enforcement Failure Index 64.23. Priority Score 77.18. Recommended Action: Immediate patrol + tow readiness.,1.6081700621651658,72.28473643807575,81.00051177072672,64.2309365404299,77.18137154554758,1.6081700621651658,0.0
cell_12.807_77.697,1,Night Spillovers,Stable,Spatial Cell cell_12.807_77.697. Archetype: Night Spillovers. Lifecycle State: Stable. Average Parking Impact Score 0.71. Congestion Impact Score 30.81. Propagation Score 15.10. Enforcement Failure Index 40.96. Priority Score 29.68. Recommended Action: Night patrol + camera monitoring.,0.7149405994881887,30.805719037871036,15.097236438075742,40.96238485158649,29.679887410440127,0.7149405994881887,0.0
cell_12.807_77.698,0,Junction Choke Points,Stable,Spatial Cell cell_12.807_77.698. Archetype: Junction Choke Points. Lifecycle State: Stable. Average Parking Impact Score 1.22. Congestion Impact Score 63.26. Propagation Score 63.38. Enforcement Failure Index 60.21. Priority Score 67.61. Recommended Action: Immediate patrol + tow readiness.,1.2223448435099313,63.25582139201637,63.38280450358239,60.20777891504606,67.61023541453427,1.2223448435099313,0.0
cell_12.807_77.699,0,Junction Choke Points,Stable,Spatial Cell cell_12.807_77.699. Archetype: Junction Choke Points. Lifecycle State: Stable. Average Parking Impact Score 1.52. Congestion Impact Score 67.87. Propagation Score 78.56. Enforcement Failure Index 60.49. Priority Score 73.67. Recommended Action: Immediate patrol + tow readiness.,1.5151372960078369,67.87359263050153,78.5568065506653,60.488868986693966,73.67241555783009,1.5151372960078369,0.0
cell_12.808_77.697,5,Mixed Risk Zone,Stable,Spatial Cell cell_12.808_77.697. Archetype: Mixed Risk Zone. Lifecycle State: Stable. Average Parking Impact Score 0.75. Congestion Impact Score 20.49. Propagation Score 17.12. Enforcement Failure Index 27.91. Priority Score 23.07. Recommended Action: Routine monitoring.,0.7537718023763802,20.490660184237463,17.11873080859775,27.90736949846469,23.066402251791203,0.7537718023763802,0.0
cell_12.808_77.698,1,Night Spillovers,Stable,Spatial Cell cell_12.808_77.698. Archetype: Night Spillovers. Lifecycle State: Stable. Average Parking Impact Score 1.06. Congestion Impact Score 44.44. Propagation Score 53.15. Enforcement Failure Index 43.66. Priority Score 42.40. Recommended Action: Night patrol + camera monitoring.,1.0560526742493137,44.443129477993864,53.147389969293755,43.65634595701126,42.39943705220062,1.0560526742493137,0.0
cell_12.811_77.694,4,Freight Obstruction Corridors,Stable,Spatial Cell cell_12.811_77.694. Archetype: Freight Obstruction Corridors. Lifecycle State: Stable. Average Parking Impact Score 1.18. Congestion Impact Score 62.39. Propagation Score 62.45. Enforcement Failure Index 60.26. Priority Score 60.71. Recommended Action: Heavy-vehicle enforcement + loading control.,1.1786549963416462,62.38677072671444,62.448822927328564,60.26241044012283,60.7148618219038,1.1786549963416462,0.0
cell_12.811_77.695,4,Freight Obstruction Corridors,Stable,Spatial Cell cell_12.811_77.695. Archetype: Freight Obstruction Corridors. Lifecycle State: Stable. Average Parking Impact Score 0.75. Congestion Impact Score 20.59. Propagation Score 17.39. Enforcement Failure Index 27.99. Priority Score 25.93. Recommended Action: Heavy-vehicle enforcement + loading control.,0.7537718023763802,20.587896622313202,17.387410440122824,27.994882292732854,25.926939611054248,0.7537718023763802,0.0
cell_12.812_77.694,4,Freight Obstruction Corridors,Stable,Spatial Cell cell_12.812_77.694. Archetype: Freight Obstruction Corridors. Lifecycle State: Stable. Average Parking Impact Score 1.23. Congestion Impact Score 59.74. Propagation Score 63.70. Enforcement Failure Index 56.36. Priority Score 59.20. Recommended Action: Heavy-vehicle enforcement + loading control.,1.2322589566316795,59.739636642784035,63.70266120777891,56.36476458546571,59.202088024565,1.2322589566316795,0.0
cell_12.814_77.692,1,Night Spillovers,Stable,Spatial Cell cell_12.814_77.692. Archetype: Night Spillovers. Lifecycle State: Stable. Average Parking Impact Score 1.18. Congestion Impact Score 49.96. Propagation Score 61.08. Enforcement Failure Index 47.23. Priority Score 46.80. Recommended Action: Night patrol + camera monitoring.,1.1786549963416462,49.95905834186284,61.079836233367445,47.228761514841345,46.8043756397134,1.1786549963416462,0.0
cell_12.817_77.69,4,Freight Obstruction Corridors,Stable,Spatial Cell cell_12.817_77.69. Archetype: Freight Obstruction Corridors. Lifecycle State: Stable. Average Parking Impact Score 0.56. Congestion Impact Score 11.57. Propagation Score 5.57. Enforcement Failure Index 21.80. Priority Score 17.63. Recommended Action: Heavy-vehicle enforcement + loading control.,0.5596157879354227,11.574974411463664,5.5655066530194475,21.804247697031727,17.63154554759468,0.5596157879354227,0.0
cell_12.818_77.689,4,Freight Obstruction Corridors,Stable,Spatial Cell cell_12.818_77.689. Archetype: Freight Obstruction Corridors. Lifecycle State: Stable. Average Parking Impact Score 0.85. Congestion Impact Score 46.87. Propagation Score 33.90. Enforcement Failure Index 57.37. Priority Score 55.28. Recommended Action: Heavy-vehicle enforcement + loading control.,0.8513555606494295,46.8746801432958,33.904810644831116,57.3720573183214,55.280655066530194,0.8513555606494295,0.0
cell_12.818_77.69,1,Night Spillovers,Stable,Spatial Cell cell_12.818_77.69. Archetype: Night Spillovers. Lifecycle State: Stable. Average Parking Impact Score 1.02. Congestion Impact Score 54.80. Propagation Score 51.31. Enforcement Failure Index 55.47. Priority Score 60.81. Recommended Action: Night patrol + camera monitoring.,1.022875506637167,54.79625127942681,51.305015353121796,55.470189355168884,60.814738996929385,2.669569793482651,0.01232064203441088
cell_12.819_77.688,1,Night Spillovers,Stable,Spatial Cell cell_12.819_77.688. Archetype: Night Spillovers. Lifecycle State: Stable. Average Parking Impact Score 0.55. Congestion Impact Score 15.86. Propagation Score 3.65. Enforcement Failure Index 31.88. Priority Score 26.19. Recommended Action: Night patrol + camera monitoring.,0.5539254403653125,15.860094677584444,3.646366427840327,31.87576765609007,26.190890481064482,0.5539254403653125,0.0
cell_12.819_77.689,1,Night Spillovers,Stable,Spatial Cell cell_12.819_77.689. Archetype: Night Spillovers. Lifecycle State: Stable. Average Parking Impact Score 1.11. Congestion Impact Score 51.78. Propagation Score 55.85. Enforcement Failure Index 45.87. Priority Score 49.83. Recommended Action: Night patrol + camera monitoring.,1.1051478805846757,51.78064227226202,55.84698055271239,45.86988229273285,49.8277891504606,1.0086395065120541,0.00719884460301795
cell_12.819_77.69,1,Night Spillovers,Stable,Spatial Cell cell_12.819_77.69. Archetype: Night Spillovers. Lifecycle State: Stable. Average Parking Impact Score 0.45. Congestion Impact Score 9.04. Propagation Score 2.46. Enforcement Failure Index 20.20. Priority Score 13.70. Recommended Action: Night patrol + camera monitoring.,0.44628710262841953,9.038190890481063,2.456499488229273,20.198055271238484,13.699078812691914,0.44628710262841953,0.0
cell_12.821_77.687,0,Junction Choke Points,Stable,Spatial Cell cell_12.821_77.687. Archetype: Junction Choke Points. Lifecycle State: Stable. Average Parking Impact Score 1.17. Congestion Impact Score 57.75. Propagation Score 59.44. Enforcement Failure Index 55.95. Priority Score 64.70. Recommended Action: Immediate patrol + tow readiness.,1.172291974847237,57.7478889457523,59.44216990788127,55.945624360286594,64.703582395087,1.172291974847237,0.0
cell_12.821_77.688,1,Night Spillovers,Stable,Spatial Cell cell_12.821_77.688. Archetype: Night Spillovers. Lifecycle State: Stable. Average Parking Impact Score 0.95. Congestion Impact Score 36.93. Propagation Score 42.25. Enforcement Failure Index 38.65. Priority Score 38.48. Recommended Action: Night patrol + camera monitoring.,0.9495725101973939,36.93001535312181,42.24667349027635,38.65276356192425,38.48080859774821,0.9495725101973939,0.0
cell_12.822_77.686,1,Night Spillovers,Stable,Spatial Cell cell_12.822_77.686. Archetype: Night Spillovers. Lifecycle State: Stable. Average Parking Impact Score 1.18. Congestion Impact Score 57.33. Propagation Score 60.26. Enforcement Failure Index 54.95. Priority Score 50.88. Recommended Action: Night patrol + camera monitoring.,1.1786549963416462,57.33303480040942,60.26100307062436,54.95176560900716,50.884211873080865,1.1786549963416462,0.0
cell_12.822_77.687,1,Night Spillovers,Stable,Spatial Cell cell_12.822_77.687. Archetype: Night Spillovers. Lifecycle State: Stable. Average Parking Impact Score 1.18. Congestion Impact Score 49.63. Propagation Score 60.27. Enforcement Failure Index 47.02. Priority Score 46.56. Recommended Action: Night patrol + camera monitoring.,1.1786549963416462,49.62896622313204,60.27379733879222,47.023797338792214,46.557702149437056,1.1786549963416462,0.0
cell_12.823_77.685,1,Night Spillovers,Stable,Spatial Cell cell_12.823_77.685. Archetype: Night Spillovers. Lifecycle State: Stable. Average Parking Impact Score 1.15. Congestion Impact Score 55.31. Propagation Score 57.93. Enforcement Failure Index 54.12. Priority Score 50.45. Recommended Action: Night patrol + camera monitoring.,1.1459930899450446,55.314419140225176,57.932446264073704,54.11629989764586,50.45240532241556,1.1459930899450446,0.0
cell_12.823_77.686,0,Junction Choke Points,Stable,Spatial Cell cell_12.823_77.686. Archetype: Junction Choke Points. Lifecycle State: Stable. Average Parking Impact Score 1.50. Congestion Impact Score 73.58. Propagation Score 78.34. Enforcement Failure Index 67.57. Priority Score 78.94. Recommended Action: Immediate patrol + tow readiness.,1.4970402952134476,73.57759723643808,78.33930399181168,67.56985670419652,78.9365404298874,1.4970402952134476,0.0
cell_12.824_77.684,1,Night Spillovers,Stable,Spatial Cell cell_12.824_77.684. Archetype: Night Spillovers. Lifecycle State: Stable. Average Parking Impact Score 0.92. Congestion Impact Score 35.21. Propagation Score 40.30. Enforcement Failure Index 37.61. Priority Score 34.94. Recommended Action: Night patrol + camera monitoring.,0.9162907318741551,35.21014585465712,40.30194472876151,37.614380757420676,34.938075742067554,0.9162907318741551,0.0
cell_12.824_77.685,0,Junction Choke Points,Stable,Spatial Cell cell_12.824_77.685. Archetype: Junction Choke Points. Lifecycle State: Stable. Average Parking Impact Score 1.89. Congestion Impact Score 78.18. Propagation Score 90.11. Enforcement Failure Index 68.59. Priority Score 81.30. Recommended Action: Immediate patrol + tow readiness.,1.890850371872286,78.18481320368474,90.1100307062436,68.59019959058342,81.29508700102355,1.890850371872286,0.0
cell_12.825_77.683,4,Freight Obstruction Corridors,Stable,Spatial Cell cell_12.825_77.683. Archetype: Freight Obstruction Corridors. Lifecycle State: Stable. Average Parking Impact Score 1.18. Congestion Impact Score 60.21. Propagation Score 59.75. Enforcement Failure Index 58.05. Priority Score 58.95. Recommended Action: Heavy-vehicle enforcement + loading control.,1.1786549963416462,60.205987717502566,59.74923234390993,58.05271238485159,58.95117707267145,1.1786549963416462,0.0
cell_12.825_77.684,4,Freight Obstruction Corridors,Stable,Spatial Cell cell_12.825_77.684. Archetype: Freight Obstruction Corridors. Lifecycle State: Stable. Average Parking Impact Score 1.89. Congestion Impact Score 78.19. Propagation Score 90.12. Enforcement Failure Index 68.59. Priority Score 75.88. Recommended Action: Heavy-vehicle enforcement + loading control.,1.890850371872286,78.18993091095189,90.12282497441146,68.59480552712385,75.88171954964176,1.890850371872286,0.0
cell_12.826_77.682,5,Mixed Risk Zone,Stable,Spatial Cell cell_12.826_77.682. Archetype: Mixed Risk Zone. Lifecycle State: Stable. Average Parking Impact Score 1.02. Congestion Impact Score 46.08. Propagation Score 50.24. Enforcement Failure Index 46.52. Priority Score 44.66. Recommended Action: Routine monitoring.,1.018042128780841,46.07567809621289,50.24309109518935,46.5203428863869,44.65660184237461,1.018042128780841,0.0
cell_12.826_77.683,4,Freight Obstruction Corridors,Stable,Spatial Cell cell_12.826_77.683. Archetype: Freight Obstruction Corridors. Lifecycle State: Stable. Average Parking Impact Score 1.53. Congestion Impact Score 70.72. Propagation Score 79.18. Enforcement Failure Index 63.50. Priority Score 69.23. Recommended Action: Heavy-vehicle enforcement + loading control.,1.534752684106966,70.72223643807574,79.18372569089048,63.497313203684755,69.22562947799386,1.534752684106966,0.0
cell_12.827_77.682,0,Junction Choke Points,Stable,Spatial Cell cell_12.827_77.682. Archetype: Junction Choke Points. Lifecycle State: Stable. Average Parking Impact Score 1.48. Congestion Impact Score 70.74. Propagation Score 77.60. Enforcement Failure Index 64.37. Priority Score 76.28. Recommended Action: Immediate patrol + tow readiness.,1.4838815858547776,70.74238741044012,77.59723643807574,64.37372057318322,76.27768679631525,1.4838815858547776,0.0
cell_12.828_77.682,4,Freight Obstruction Corridors,Stable,Spatial Cell cell_12.828_77.682. Archetype: Freight Obstruction Corridors. Lifecycle State: Stable. Average Parking Impact Score 1.05. Congestion Impact Score 48.18. Propagation Score 52.55. Enforcement Failure Index 47.91. Priority Score 52.88. Recommended Action: Heavy-vehicle enforcement + loading control.,1.0504459135554736,48.18353377686796,52.5460593654043,47.909160696008186,52.87615148413511,1.0504459135554736,0.0
cell_12.828_77.683,1,Night Spillovers,Stable,Spatial Cell cell_12.828_77.683. Archetype: Night Spillovers. Lifecycle State: Stable. Average Parking Impact Score 0.60. Congestion Impact Score 13.88. Propagation Score 8.99. Enforcement Failure Index 23.27. Priority Score 19.04. Recommended Action: Night patrol + camera monitoring.,0.6000294525023999,13.883380245649949,8.994370522006141,23.26714431934493,19.036847492323442,0.6000294525023999,0.0
cell_12.829_77.682,4,Freight Obstruction Corridors,Stable,Spatial Cell cell_12.829_77.682. Archetype: Freight Obstruction Corridors. Lifecycle State: Stable. Average Parking Impact Score 1.24. Congestion Impact Score 60.07. Propagation Score 64.15. Enforcement Failure Index 56.66. Priority Score 59.50. Recommended Action: Heavy-vehicle enforcement + loading control.,1.2372176749603525,60.06557062436029,64.15046059365405,56.66107983623338,59.5044421699079,1.2372176749603525,0.0
cell_12.82_77.687,1,Night Spillovers,Stable,Spatial Cell cell_12.82_77.687. Archetype: Night Spillovers. Lifecycle State: Stable. Average Parking Impact Score 1.18. Congestion Impact Score 57.27. Propagation Score 60.04. Enforcement Failure Index 54.89. Priority Score 50.83. Recommended Action: Night patrol + camera monitoring.,1.1786549963416462,57.26906345957011,60.04350051177073,54.88958546571136,50.83175537359262,1.1786549963416462,0.0
cell_12.82_77.688,0,Junction Choke Points,Growing,Spatial Cell cell_12.82_77.688. Archetype: Junction Choke Points. Lifecycle State: Growing. Average Parking Impact Score 1.11. Congestion Impact Score 60.39. Propagation Score 56.12. Enforcement Failure Index 65.10. Priority Score 72.55. Recommended Action: Immediate patrol + tow readiness.,1.1128163424970476,60.38990532241556,56.115660184237456,65.09864380757422,72.55056294779938,1.1128163424970476,0.0
cell_12.82_77.689,0,Junction Choke Points,Stable,Spatial Cell cell_12.82_77.689. Archetype: Junction Choke Points. Lifecycle State: Stable. Average Parking Impact Score 1.39. Congestion Impact Score 57.72. Propagation Score 71.90. Enforcement Failure Index 52.23. Priority Score 63.79. Recommended Action: Immediate patrol + tow readiness.,1.3862943611198906,57.723899692937565,71.9037871033777,52.230808597748215,63.792528147389966,1.3862943611198906,0.0
cell_12.831_77.681,1,Night Spillovers,Stable,Spatial Cell cell_12.831_77.681. Archetype: Night Spillovers. Lifecycle State: Stable. Average Parking Impact Score 0.92. Congestion Impact Score 35.12. Propagation Score 40.06. Enforcement Failure Index 37.54. Priority Score 37.02. Recommended Action: Night patrol + camera monitoring.,0.9162907318741551,35.12314483111567,40.05885363357216,37.54298874104401,37.02405322415558,0.9162907318741551,0.0
cell_12.832_77.68,4,Freight Obstruction Corridors,Stable,Spatial Cell cell_12.832_77.68. Archetype: Freight Obstruction Corridors. Lifecycle State: Stable. Average Parking Impact Score 0.45. Congestion Impact Score 8.56. Propagation Score 1.13. Enforcement Failure Index 19.85. Priority Score 14.92. Recommended Action: Heavy-vehicle enforcement + loading control.,0.44628710262841953,8.564802968270214,1.1258955987717503,19.85030706243603,14.915946775844425,0.44628710262841953,0.0
cell_12.833_77.68,4,Freight Obstruction Corridors,Stable,Spatial Cell cell_12.833_77.68. Archetype: Freight Obstruction Corridors. Lifecycle State: Stable. Average Parking Impact Score 0.92. Congestion Impact Score 34.36. Propagation Score 38.20. Enforcement Failure Index 36.89. Priority Score 38.35. Recommended Action: Heavy-vehicle enforcement + loading control.,0.9162907318741551,34.363165301944726,38.203684749232345,36.88894575230297,38.34939611054248,0.9162907318741551,0.0
cell_12.833_77.681,4,Freight Obstruction Corridors,Stable,Spatial Cell cell_12.833_77.681. Archetype: Freight Obstruction Corridors. Lifecycle State: Stable. Average Parking Impact Score 0.75. Congestion Impact Score 23.75. Propagation Score 25.36. Enforcement Failure Index 29.93. Priority Score 29.04. Recommended Action: Heavy-vehicle enforcement + loading control.,0.7537718023763802,23.750639713408393,25.358239508700102,29.929375639713406,29.036745138178098,0.7537718023763802,0.0
cell_12.835_77.679,4,Freight Obstruction Corridors,Declining,Spatial Cell cell_12.835_77.679. Archetype: Freight Obstruction Corridors. Lifecycle State: Declining. Average Parking Impact Score 1.04. Congestion Impact Score 44.71. Propagation Score 51.73. Enforcement Failure Index 39.09. Priority Score 46.14. Recommended Action: Heavy-vehicle enforcement + loading control.,1.0363015513020957,44.71244882292733,51.7272262026612,39.09339815762538,46.13523029682703,1.0363015513020957,0.0
cell_12.835_77.68,5,Mixed Risk Zone,Stable,Spatial Cell cell_12.835_77.68. Archetype: Mixed Risk Zone. Lifecycle State: Stable. Average Parking Impact Score 0.60. Congestion Impact Score 13.93. Propagation Score 9.14. Enforcement Failure Index 23.37. Priority Score 19.07. Recommended Action: Routine monitoring.,0.6000294525023999,13.929439611054248,9.13510747185261,23.368474923234388,19.07215967246674,0.6000294525023999,0.0
cell_12.835_77.681,5,Mixed Risk Zone,Stable,Spatial Cell cell_12.835_77.681. Archetype: Mixed Risk Zone. Lifecycle State: Stable. Average Parking Impact Score 0.75. Congestion Impact Score 22.91. Propagation Score 23.29. Enforcement Failure Index 29.42. Priority Score 25.21. Recommended Action: Routine monitoring.,0.7537718023763802,22.913894575230298,23.285568065506652,29.420419651995903,25.208674513817808,0.7537718023763802,0.0
cell_12.836_77.679,1,Night Spillovers,Stable,Spatial Cell cell_12.836_77.679. Archetype: Night Spillovers. Lifecycle State: Stable. Average Parking Impact Score 0.81. Congestion Impact Score 30.17. Propagation Score 28.95. Enforcement Failure Index 30.25. Priority Score 34.69. Recommended Action: Night patrol + camera monitoring.,0.8054504093413107,30.16920419651996,28.953428863868986,30.254094165813715,34.687819856704195,0.7701266014753401,0.005267237057785221
cell_12.836_77.68,4,Freight Obstruction Corridors,Stable,Spatial Cell cell_12.836_77.68. Archetype: Freight Obstruction Corridors. Lifecycle State: Stable. Average Parking Impact Score 0.75. Congestion Impact Score 22.89. Propagation Score 23.20. Enforcement Failure Index 29.40. Priority Score 28.20. Recommended Action: Heavy-vehicle enforcement + loading control.,0.7537718023763802,22.885747185261003,23.196008188331625,29.404298874104402,28.203336745138184,0.7537718023763802,0.0
cell_12.837_77.663,1,Night Spillovers,Stable,Spatial Cell cell_12.837_77.663. Archetype: Night Spillovers. Lifecycle State: Stable. Average Parking Impact Score 0.99. Congestion Impact Score 40.85. Propagation Score 49.21. Enforcement Failure Index 41.44. Priority Score 39.45. Recommended Action: Night patrol + camera monitoring.,0.9886113934537812,40.850498976458546,49.20675537359263,41.43986693961105,39.452917093142275,0.9886113934537812,0.0
cell_12.837_77.678,1,Night Spillovers,Stable,Spatial Cell cell_12.837_77.678. Archetype: Night Spillovers. Lifecycle State: Stable. Average Parking Impact Score 0.32. Congestion Impact Score 7.85. Propagation Score 0.50. Enforcement Failure Index 19.41. Priority Score 12.73. Recommended Action: Night patrol + camera monitoring.,0.3184537311185346,7.845125383828044,0.49897645854657113,19.41171954964176,12.731320368474924,0.3184537311185346,0.0
cell_12.838_77.677,1,Night Spillovers,Stable,Spatial Cell cell_12.838_77.677. Archetype: Night Spillovers. Lifecycle State: Stable. Average Parking Impact Score 0.41. Congestion Impact Score 14.51. Propagation Score 1.01. Enforcement Failure Index 27.53. Priority Score 17.51. Recommended Action: Night patrol + camera monitoring.,0.4143287597509483,14.509659672466736,1.010747185261003,27.53083418628454,17.50870010235415,0.4143287597509483,0.0
cell_12.839_77.651,1,Night Spillovers,Stable,Spatial Cell cell_12.839_77.651. Archetype: Night Spillovers. Lifecycle State: Stable. Average Parking Impact Score 0.75. Congestion Impact Score 21.56. Propagation Score 19.92. Enforcement Failure Index 28.64. Priority Score 23.99. Recommended Action: Night patrol + camera monitoring.,0.7537718023763802,21.560261003070625,19.920675537359266,28.642016376663253,23.992195496417608,0.7537718023763802,0.0
cell_12.839_77.657,5,Mixed Risk Zone,Stable,Spatial Cell cell_12.839_77.657. Archetype: Mixed Risk Zone. Lifecycle State: Stable. Average Parking Impact Score 0.75. Congestion Impact Score 20.80. Propagation Score 17.92. Enforcement Failure Index 28.12. Priority Score 23.33. Recommended Action: Routine monitoring.,0.7537718023763802,20.79772262026612,17.92476970317298,28.123848515864893,23.332523029682704,0.7537718023763802,0.0
cell_12.839_77.678,1,Night Spillovers,Stable,Spatial Cell cell_12.839_77.678. Archetype: Night Spillovers. Lifecycle State: Stable. Average Parking Impact Score 0.74. Congestion Impact Score 32.22. Propagation Score 16.67. Enforcement Failure Index 42.36. Priority Score 32.50. Recommended Action: Night patrol + camera monitoring.,0.7415470295828898,32.2150076765609,16.67093142272262,42.356832139201636,32.49718526100307,0.7415470295828898,0.0
cell_12.83_77.681,4,Freight Obstruction Corridors,Stable,Spatial Cell cell_12.83_77.681. Archetype: Freight Obstruction Corridors. Lifecycle State: Stable. Average Parking Impact Score 1.31. Congestion Impact Score 54.59. Propagation Score 66.62. Enforcement Failure Index 49.81. Priority Score 58.25. Recommended Action: Heavy-vehicle enforcement + loading control.,1.307098646147932,54.5857855680655,66.61975435005118,49.81115660184238,58.24659160696008,1.307098646147932,0.0
cell_12.83_77.682,4,Freight Obstruction Corridors,Stable,Spatial Cell cell_12.83_77.682. Archetype: Freight Obstruction Corridors. Lifecycle State: Stable. Average Parking Impact Score 1.56. Congestion Impact Score 64.03. Propagation Score 79.70. Enforcement Failure Index 55.75. Priority Score 65.34. Recommended Action: Heavy-vehicle enforcement + loading control.,1.55814461804655,64.0263561924258,79.69549641760491,55.75409416581372,65.34145342886387,1.55814461804655,0.0
cell_12.841_77.644,4,Freight Obstruction Corridors,Declining,Spatial Cell cell_12.841_77.644. Archetype: Freight Obstruction Corridors. Lifecycle State: Declining. Average Parking Impact Score 0.88. Congestion Impact Score 37.23. Propagation Score 35.09. Enforcement Failure Index 35.77. Priority Score 44.93. Recommended Action: Heavy-vehicle enforcement + loading control.,0.8838993447250136,37.23100051177073,35.09467758444217,35.76509723643807,44.927533265097246,1.017330761757762,0.007357360609905291
cell_12.841_77.645,1,Night Spillovers,Stable,Spatial Cell cell_12.841_77.645. Archetype: Night Spillovers. Lifecycle State: Stable. Average Parking Impact Score 0.56. Congestion Impact Score 11.98. Propagation Score 6.64. Enforcement Failure Index 22.06. Priority Score 17.49. Recommended Action: Night patrol + camera monitoring.,0.5596157879354227,11.984390992835209,6.640225179119755,22.059877175025587,17.488613101330603,0.5596157879354227,0.0
cell_12.841_77.646,5,Mixed Risk Zone,Stable,Spatial Cell cell_12.841_77.646. Archetype: Mixed Risk Zone. Lifecycle State: Stable. Average Parking Impact Score 0.64. Congestion Impact Score 23.47. Propagation Score 10.40. Enforcement Failure Index 33.86. Priority Score 24.62. Recommended Action: Routine monitoring.,0.6401955933600704,23.46692681678608,10.401740020470829,33.85990276356192,24.624360286591614,0.6401955933600704,0.0
cell_12.841_77.647,1,Night Spillovers,Stable,Spatial Cell cell_12.841_77.647. Archetype: Night Spillovers. Lifecycle State: Stable. Average Parking Impact Score 0.75. Congestion Impact Score 23.75. Propagation Score 25.35. Enforcement Failure Index 29.93. Priority Score 25.92. Recommended Action: Night patrol + camera monitoring.,0.7537718023763802,23.74552200614125,25.345445240532243,29.927072671443195,25.921315250767655,0.7537718023763802,0.0
cell_12.841_77.648,5,Mixed Risk Zone,Stable,Spatial Cell cell_12.841_77.648. Archetype: Mixed Risk Zone. Lifecycle State: Stable. Average Parking Impact Score 0.78. Congestion Impact Score 36.54. Propagation Score 28.29. Enforcement Failure Index 42.84. Priority Score 43.99. Recommended Action: Routine monitoring.,0.7840974344622673,36.54202917093143,28.28812691914023,42.83917604912998,43.989252814739004,1.160430487939152,0.0068117206964878035
cell_12.841_77.649,1,Night Spillovers,Declining,Spatial Cell cell_12.841_77.649. Archetype: Night Spillovers. Lifecycle State: Declining. Average Parking Impact Score 1.02. Congestion Impact Score 48.24. Propagation Score 50.86. Enforcement Failure Index 44.05. Priority Score 51.55. Recommended Action: Night patrol + camera monitoring.,1.0220710676536169,48.23599027635619,50.857215967246674,44.05245649948823,51.54503582395087,1.7423437500973478,0.012649330326969743
cell_12.841_77.65,5,Mixed Risk Zone,Stable,Spatial Cell cell_12.841_77.65. Archetype: Mixed Risk Zone. Lifecycle State: Stable. Average Parking Impact Score 0.79. Congestion Impact Score 32.75. Propagation Score 28.31. Enforcement Failure Index 34.01. Priority Score 35.79. Recommended Action: Routine monitoring.,0.7898532555270422,32.754925793244624,28.313715455475947,34.01087512794268,35.79170931422722,0.8326166101152239,0.0050342925226541865
cell_12.841_77.651,5,Mixed Risk Zone,Stable,Spatial Cell cell_12.841_77.651. Archetype: Mixed Risk Zone. Lifecycle State: Stable. Average Parking Impact Score 0.88. Congestion Impact Score 40.45. Propagation Score 34.44. Enforcement Failure Index 49.31. Priority Score 51.66. Recommended Action: Routine monitoring.,0.8779209911212612,40.44556038894576,34.44216990788127,49.308853633572156,51.65532241555783,0.9900791056223852,0.005689222127493022
cell_12.841_77.652,1,Night Spillovers,Stable,Spatial Cell cell_12.841_77.652. Archetype: Night Spillovers. Lifecycle State: Stable. Average Parking Impact Score 0.70. Congestion Impact Score 21.57. Propagation Score 13.92. Enforcement Failure Index 30.20. Priority Score 29.57. Recommended Action: Night patrol + camera monitoring.,0.6982986553932494,21.57049641760491,13.920163766632548,30.201381780962127,29.569984646878194,0.6782755969589971,0.005816810543670205
