source,target,weight,edge_type
cell_12.993_77.574,cell_13.028_77.543,0.9982871215562882,similarity
cell_12.993_77.576,cell_12.863_77.658,0.9999998775385487,similarity
cell_12.993_77.576,cell_12.922_77.67,0.9999998245309945,similarity
cell_12.993_77.576,cell_12.993_77.659,0.9999995803349203,similarity
cell_12.993_77.576,cell_12.972_77.617,0.9999988456372128,similarity
cell_12.993_77.576,cell_12.906_77.696,0.9999981641968254,similarity
cell_12.993_77.585,cell_12.923_77.56,0.9999999625576126,similarity
cell_12.993_77.585,cell_12.984_77.587,0.9999998608736669,similarity
cell_12.993_77.585,cell_12.987_77.589,0.9999930804343796,similarity
cell_12.993_77.585,cell_12.961_77.55,0.9999776311235202,similarity
cell_12.993_77.585,cell_12.953_77.576,0.9999680431058902,similarity
cell_12.993_77.588,cell_12.962_77.591,0.9999968532871626,similarity
cell_12.993_77.588,cell_12.975_77.555,0.9999946299267135,similarity
cell_12.993_77.588,cell_12.953_77.585,0.9999902183574328,similarity
cell_12.993_77.588,cell_12.973_77.57,0.999982644052298,similarity
cell_12.993_77.588,cell_12.922_77.562,0.9999824056614259,similarity
cell_12.993_77.589,cell_12.936_77.616,0.9993018713326165,similarity
cell_12.993_77.589,cell_12.992_77.589,0.996773396773484,similarity
cell_12.993_77.589,cell_12.954_77.544,0.9946332764918752,similarity
cell_12.993_77.589,cell_12.952_77.541,0.9917034676194965,similarity
cell_12.993_77.589,cell_12.974_77.547,0.9903842219104406,similarity
cell_12.993_77.59,cell_12.969_77.606,0.9992185058805688,similarity
cell_12.993_77.59,cell_13.004_77.594,0.9991080209207625,similarity
cell_12.993_77.59,cell_12.942_77.623,0.9990439849651191,similarity
cell_12.993_77.59,cell_13.099_77.588,0.9987639569994134,similarity
cell_12.993_77.59,cell_13.028_77.543,0.99865865046306,similarity
cell_12.993_77.591,cell_12.899_77.645,0.9999604557744631,similarity
cell_12.993_77.591,cell_13.016_77.592,0.9997085949043076,similarity
cell_12.993_77.591,cell_13.046_77.601,0.9994893443191496,similarity
cell_12.993_77.591,cell_13.036_77.519,0.9993599604461855,similarity
cell_12.993_77.591,cell_12.975_77.655,0.9989433151870484,similarity
cell_12.993_77.592,cell_13.056_77.595,0.9999998229943383,similarity
cell_12.993_77.592,cell_13.024_77.609,0.9999997332560853,similarity
cell_12.993_77.592,cell_12.994_77.612,0.9999990897913693,similarity
cell_12.993_77.592,cell_12.882_77.641,0.9999969561922344,similarity
cell_12.993_77.592,cell_13.023_77.61,0.9999961953820344,similarity
cell_12.993_77.593,cell_12.941_77.565,0.9999999853096488,similarity
cell_12.993_77.593,cell_12.97_77.572,0.9999999441241588,similarity
cell_12.993_77.593,cell_12.962_77.646,0.9999999357997378,similarity
cell_12.993_77.593,cell_12.957_77.735,0.9999998728894633,similarity
cell_12.993_77.593,cell_13.019_77.63,0.999999776701809,similarity
cell_12.993_77.594,cell_12.968_77.648,0.9999960644722636,similarity
cell_12.993_77.594,cell_12.99_77.619,0.9999954316698032,similarity
cell_12.993_77.594,cell_13.066_77.641,0.9999954249363936,similarity
cell_12.993_77.594,cell_12.967_77.607,0.999995390025352,similarity
cell_12.993_77.594,cell_12.987_77.664,0.9999953891909102,similarity
cell_12.993_77.595,cell_12.935_77.622,0.9999997275049418,similarity
cell_12.993_77.595,cell_12.961_77.507,0.9999951902814975,similarity
cell_12.993_77.595,cell_12.936_77.618,0.9999924868347321,similarity
cell_12.993_77.595,cell_13.019_77.643,0.9999917643461544,similarity
cell_12.993_77.595,cell_12.91_77.481,0.9999912162974227,similarity
cell_12.993_77.596,cell_13.022_77.592,0.998704785192935,similarity
cell_12.993_77.596,cell_12.934_77.631,0.9984644844273253,similarity
cell_12.993_77.596,cell_13.006_77.579,0.9980884519192823,similarity
cell_12.993_77.596,cell_12.987_77.568,0.9964992565294445,similarity
cell_12.993_77.596,cell_13.051_77.508,0.9947537400649117,similarity
cell_12.993_77.599,cell_12.981_77.721,0.9999984157123677,similarity
cell_12.993_77.599,cell_12.901_77.71,0.9999841808302036,similarity
cell_12.993_77.599,cell_12.981_77.709,0.9999592954583656,similarity
cell_12.993_77.599,cell_12.87_77.652,0.9998876295887036,similarity
cell_12.993_77.599,cell_12.943_77.749,0.9998125408157512,similarity
cell_12.993_77.605,cell_12.926_77.515,0.9999999944730967,similarity
cell_12.993_77.605,cell_12.94_77.565,0.9999999944700755,similarity
cell_12.993_77.605,cell_12.84_77.65,0.999999979620792,similarity
cell_12.993_77.605,cell_12.97_77.629,0.999999977874257,similarity
cell_12.993_77.605,cell_12.88_77.625,0.9999999058275897,similarity
cell_12.993_77.606,cell_13.028_77.59,0.9999999895763945,similarity
cell_12.993_77.606,cell_12.995_77.606,0.9999999566174177,similarity
cell_12.993_77.606,cell_12.919_77.671,0.9999999540450798,similarity
cell_12.993_77.606,cell_12.96_77.517,0.9999999056001705,similarity
cell_12.993_77.606,cell_13.027_77.592,0.9999999026218224,similarity
cell_12.993_77.607,cell_12.994_77.608,0.9974926965013056,similarity
cell_12.993_77.607,cell_12.901_77.594,0.9918612223632689,similarity
cell_12.993_77.607,cell_13.066_77.594,0.9902920388758762,similarity
cell_12.993_77.607,cell_12.911_77.61,0.9899024634612129,similarity
cell_12.993_77.607,cell_13.007_77.621,0.9895179582014643,similarity
cell_12.993_77.608,cell_12.952_77.499,0.9999977897363452,similarity
cell_12.993_77.608,cell_13.195_77.683,0.9999962954348285,similarity
cell_12.993_77.608,cell_12.979_77.64,0.9999944061306195,similarity
cell_12.993_77.608,cell_12.969_77.569,0.999989005180729,similarity
cell_12.993_77.608,cell_13.058_77.472,0.9999840091661059,similarity
cell_12.993_77.609,cell_12.9_77.676,0.9996640935828747,similarity
cell_12.993_77.609,cell_12.995_77.616,0.9993405752165526,similarity
cell_12.993_77.609,cell_13.028_77.543,0.9992716815851199,similarity
cell_12.993_77.609,cell_12.912_77.652,0.9990552648522286,similarity
cell_12.993_77.609,cell_13.001_77.615,0.9987195063265891,similarity
cell_12.993_77.61,cell_12.883_77.549,0.9971411059584141,similarity
cell_12.993_77.61,cell_13.003_77.724,0.9950124948664488,similarity
cell_12.993_77.61,cell_13.095_77.594,0.9949782208271218,similarity
cell_12.993_77.61,cell_12.997_77.612,0.9949636239265504,similarity
cell_12.993_77.61,cell_13.059_77.466,0.9931341450256497,similarity
cell_12.993_77.612,cell_12.996_77.564,0.970240726839565,similarity
cell_12.993_77.612,cell_13.017_77.592,0.9638595968911945,similarity
cell_12.993_77.612,cell_12.936_77.704,0.9630511398418162,similarity
cell_12.993_77.612,cell_13.013_77.535,0.9622979136129542,similarity
cell_12.993_77.612,cell_12.969_77.647,0.9560844735493681,similarity
cell_12.993_77.613,cell_13.026_77.588,0.9999970245979245,similarity
cell_12.993_77.613,cell_12.936_77.629,0.9999922334527624,similarity
cell_12.993_77.613,cell_13.004_77.583,0.9999833602895658,similarity
cell_12.993_77.613,cell_13.027_77.588,0.9999644231027912,similarity
cell_12.993_77.613,cell_13.196_77.681,0.9998192731392157,similarity
cell_12.993_77.652,cell_12.851_77.658,0.9975238543280124,similarity
cell_12.993_77.652,cell_13.099_77.585,0.99592692108864,similarity
cell_12.993_77.652,cell_13.019_77.592,0.9953885679060507,similarity
cell_12.993_77.652,cell_12.979_77.638,0.9952230394626203,similarity
cell_12.993_77.652,cell_12.94_77.566,0.9936863534376643,similarity
cell_12.993_77.659,cell_12.972_77.617,0.9999998112484357,similarity
cell_12.993_77.659,cell_12.993_77.576,0.9999995803349203,similarity
cell_12.993_77.659,cell_12.906_77.696,0.9999994941808887,similarity
cell_12.993_77.659,cell_12.863_77.658,0.999999005277208,similarity
cell_12.993_77.659,cell_12.922_77.67,0.9999988632949836,similarity
cell_12.993_77.66,cell_12.931_77.623,0.9949250601770597,similarity
cell_12.993_77.66,cell_12.934_77.631,0.9930521349404038,similarity
cell_12.993_77.66,cell_12.987_77.568,0.9925012902696947,similarity
cell_12.993_77.66,cell_13.021_77.592,0.9922670594973594,similarity
cell_12.993_77.66,cell_12.993_77.596,0.9919100118845354,similarity
cell_12.993_77.661,cell_12.973_77.609,0.999432268602967,similarity
cell_12.993_77.661,cell_12.993_77.573,0.9986687926112097,similarity
cell_12.993_77.661,cell_13.038_77.59,0.9911245410562212,similarity
cell_12.993_77.661,cell_12.934_77.63,0.990749916657363,similarity
cell_12.993_77.661,cell_13.022_77.592,0.9896566755042265,similarity
cell_12.993_77.662,cell_12.842_77.648,0.9932967621154972,similarity
cell_12.993_77.662,cell_12.912_77.634,0.9926676383112882,similarity
cell_12.993_77.662,cell_12.988_77.734,0.9907062735958256,similarity
cell_12.993_77.662,cell_13.097_77.6,0.984414951137965,similarity
cell_12.993_77.662,cell_12.965_77.555,0.983796586030114,similarity
cell_12.993_77.663,cell_12.898_77.658,0.9999709204866069,similarity
cell_12.993_77.663,cell_12.956_77.642,0.9999424390647225,similarity
cell_12.993_77.663,cell_12.956_77.716,0.9999335400791414,similarity
cell_12.993_77.663,cell_12.952_77.499,0.9999326724186632,similarity
cell_12.993_77.663,cell_12.952_77.715,0.9999169225357071,similarity
cell_12.993_77.664,cell_13.033_77.627,0.9947642423468382,similarity
cell_12.993_77.664,cell_13.055_77.763,0.9931319616719333,similarity
cell_12.993_77.664,cell_12.942_77.548,0.9899442356614466,similarity
cell_12.993_77.664,cell_13.007_77.622,0.9888820950084407,similarity
cell_12.993_77.664,cell_13.006_77.581,0.9863938850375537,similarity
cell_12.993_77.704,cell_12.98_77.517,0.9990829655647491,similarity
cell_12.993_77.704,cell_12.811_77.694,0.9986233221309613,similarity
cell_12.993_77.704,cell_12.973_77.513,0.9986030384164934,similarity
cell_12.993_77.704,cell_13.034_77.556,0.9982859448001844,similarity
cell_12.993_77.704,cell_12.872_77.655,0.9982763845382505,similarity
cell_12.993_77.705,cell_12.977_77.619,0.9999819519491787,similarity
cell_12.993_77.705,cell_12.891_77.565,0.9999795373934657,similarity
cell_12.993_77.705,cell_12.982_77.64,0.9999784432558464,similarity
cell_12.993_77.705,cell_13.023_77.613,0.9999774773568082,similarity
cell_12.993_77.705,cell_12.992_77.566,0.9999774762532203,similarity
cell_12.993_77.706,cell_12.952_77.652,0.9888006663020098,similarity
cell_12.993_77.706,cell_12.921_77.645,0.986124684797079,similarity
cell_12.993_77.706,cell_13.184_77.692,0.9851849023752414,similarity
cell_12.993_77.706,cell_13.012_77.505,0.9847337225955038,similarity
cell_12.993_77.706,cell_13.02_77.537,0.9813049848925688,similarity
cell_12.993_77.707,cell_12.919_77.737,0.9999999956330831,similarity
cell_12.993_77.707,cell_12.879_77.544,0.9999999951204465,similarity
cell_12.993_77.707,cell_12.921_77.737,0.9999999821292679,similarity
cell_12.993_77.707,cell_12.882_77.547,0.9999999588481491,similarity
cell_12.993_77.707,cell_12.867_77.534,0.9999999394949175,similarity
cell_12.993_77.71,cell_12.979_77.734,0.9999914755330873,similarity
cell_12.993_77.71,cell_12.972_77.636,0.9999820669082262,similarity
cell_12.993_77.71,cell_13.094_77.597,0.9999735326344501,similarity
cell_12.993_77.71,cell_13.059_77.52,0.9999498140454924,similarity
cell_12.993_77.71,cell_12.916_77.571,0.999945960860334,similarity
cell_12.993_77.716,cell_12.922_77.67,0.9999728199733796,similarity
cell_12.993_77.716,cell_12.863_77.658,0.9999720967371605,similarity
cell_12.993_77.716,cell_12.993_77.576,0.9999682888743012,similarity
cell_12.993_77.716,cell_12.993_77.659,0.9999606379710978,similarity
cell_12.993_77.716,cell_12.972_77.617,0.9999551515327701,similarity
cell_12.993_77.717,cell_13.005_77.581,0.999736739717269,similarity
cell_12.993_77.717,cell_12.938_77.534,0.9996972591640941,similarity
cell_12.993_77.717,cell_12.979_77.751,0.9995486270232785,similarity
cell_12.993_77.717,cell_13.007_77.593,0.9990640987858526,similarity
cell_12.993_77.717,cell_12.939_77.585,0.9989821221120807,similarity
cell_12.993_77.757,cell_12.992_77.687,0.9987534235143861,similarity
cell_12.993_77.757,cell_12.975_77.614,0.9956526360250444,similarity
cell_12.993_77.757,cell_12.96_77.654,0.9942106064809747,similarity
cell_12.993_77.757,cell_12.988_77.568,0.9926228296672063,similarity
cell_12.993_77.757,cell_13.041_77.589,0.9923398896378861,similarity
cell_12.994_77.539,cell_13.003_77.554,0.9999163653138731,similarity
cell_12.994_77.539,cell_12.983_77.599,0.999902054131975,similarity
cell_12.994_77.539,cell_12.984_77.601,0.9998581578965001,similarity
cell_12.994_77.539,cell_13.006_77.554,0.9998198255965858,similarity
cell_12.994_77.539,cell_12.977_77.572,0.9997661252280898,similarity
cell_12.994_77.54,cell_12.96_77.579,0.9999468418518661,similarity
cell_12.994_77.54,cell_12.959_77.575,0.9999463788079686,similarity
cell_12.994_77.54,cell_12.959_77.58,0.9999437352915016,similarity
cell_12.994_77.54,cell_12.959_77.582,0.9999434466206181,similarity
cell_12.994_77.54,cell_12.974_77.543,0.9998524452539492,similarity
cell_12.994_77.552,cell_12.981_77.576,0.9973357968106357,similarity
cell_12.994_77.552,cell_12.99_77.552,0.9957853546633973,similarity
cell_12.994_77.552,cell_12.982_77.597,0.9949030706077893,similarity
cell_12.994_77.552,cell_12.981_77.574,0.9935591230570682,similarity
cell_12.994_77.552,cell_13.019_77.585,0.9921806954743673,similarity
cell_12.994_77.553,cell_12.967_77.536,0.9992253772390463,similarity
cell_12.994_77.553,cell_12.99_77.556,0.9989412774843248,similarity
cell_12.994_77.553,cell_12.998_77.545,0.9982916896747056,similarity
cell_12.994_77.553,cell_12.98_77.572,0.9980568176788077,similarity
cell_12.994_77.553,cell_12.993_77.555,0.9980232993961774,similarity
cell_12.994_77.554,cell_12.962_77.577,0.9994878986616023,similarity
cell_12.994_77.554,cell_12.989_77.551,0.9986628911285246,similarity
cell_12.994_77.554,cell_12.975_77.578,0.998522940100069,similarity
cell_12.994_77.554,cell_12.993_77.539,0.9980416645480613,similarity
cell_12.994_77.554,cell_12.976_77.532,0.9975903689842179,similarity
cell_12.994_77.555,cell_12.989_77.55,0.9969774268819227,similarity
cell_12.994_77.555,cell_12.975_77.571,0.9945132337608028,similarity
cell_12.994_77.555,cell_12.98_77.555,0.9937033099724117,similarity
cell_12.994_77.555,cell_12.981_77.607,0.9932700823608376,similarity
cell_12.994_77.555,cell_12.937_77.602,0.9927463797560828,similarity
cell_12.994_77.556,cell_12.985_77.545,0.999414356223702,similarity
cell_12.994_77.556,cell_12.96_77.537,0.9983046648474359,similarity
cell_12.994_77.556,cell_12.916_77.574,0.9907102242864564,similarity
cell_12.994_77.556,cell_12.975_77.531,0.9898783113667977,similarity
cell_12.994_77.556,cell_13.0_77.548,0.9897294188947874,similarity
cell_12.994_77.564,cell_13.07_77.556,0.9999054592214612,similarity
cell_12.994_77.564,cell_13.077_77.593,0.9998964314586382,similarity
cell_12.994_77.564,cell_12.913_77.633,0.9998917220224661,similarity
cell_12.994_77.564,cell_13.08_77.58,0.9998640143638815,similarity
cell_12.994_77.564,cell_13.122_77.615,0.9997675726170865,similarity
cell_12.994_77.567,cell_12.844_77.649,0.9999769488709912,similarity
cell_12.994_77.567,cell_12.806_77.698,0.9997009605404439,similarity
cell_12.994_77.567,cell_13.059_77.582,0.9992806519367056,similarity
cell_12.994_77.567,cell_13.059_77.58,0.9992306729927946,similarity
cell_12.994_77.567,cell_12.934_77.563,0.9992275063238528,similarity
cell_12.994_77.568,cell_12.971_77.508,0.9988863949747465,similarity
cell_12.994_77.568,cell_12.909_77.644,0.9986296048220492,similarity
cell_12.994_77.568,cell_13.005_77.66,0.9986053430852341,similarity
cell_12.994_77.568,cell_12.937_77.619,0.9978486460642525,similarity
cell_12.994_77.568,cell_12.999_77.676,0.9976427316492459,similarity
cell_12.994_77.571,cell_12.998_77.571,0.9989848861083575,similarity
cell_12.994_77.571,cell_13.011_77.554,0.9965535012977453,similarity
cell_12.994_77.571,cell_13.001_77.571,0.9937618712427582,similarity
cell_12.994_77.571,cell_12.995_77.571,0.9923903568060736,similarity
cell_12.994_77.571,cell_12.997_77.571,0.9917931253781606,similarity
cell_12.994_77.572,cell_12.961_77.702,0.9972782696572406,similarity
cell_12.994_77.572,cell_12.934_77.689,0.9951536066564206,similarity
cell_12.994_77.572,cell_12.999_77.572,0.9897916883268619,similarity
cell_12.994_77.572,cell_12.949_77.7,0.9878638721341879,similarity
cell_12.994_77.572,cell_13.002_77.569,0.98736951637624,similarity
cell_12.994_77.573,cell_13.038_77.625,0.999942267117533,similarity
cell_12.994_77.573,cell_12.976_77.647,0.9995741570250049,similarity
cell_12.994_77.573,cell_12.984_77.692,0.9989214515752809,similarity
cell_12.994_77.573,cell_12.98_77.727,0.9985524705840135,similarity
cell_12.994_77.573,cell_12.999_77.607,0.9985099713871288,similarity
cell_12.994_77.574,cell_13.071_77.585,0.9969028892230704,similarity
cell_12.994_77.574,cell_12.965_77.544,0.9957875890743434,similarity
cell_12.994_77.574,cell_12.975_77.605,0.9950372729664245,similarity
cell_12.994_77.574,cell_13.039_77.589,0.9914164890411429,similarity
cell_12.994_77.574,cell_12.966_77.544,0.9910222850491521,similarity
cell_12.994_77.577,cell_12.992_77.595,0.9999555141556256,similarity
cell_12.994_77.577,cell_12.879_77.545,0.999907011195633,similarity
cell_12.994_77.577,cell_12.971_77.646,0.9997752146460663,similarity
cell_12.994_77.577,cell_13.036_77.515,0.9997694370141043,similarity
cell_12.994_77.577,cell_12.98_77.654,0.9997282967549809,similarity
cell_12.994_77.578,cell_13.057_77.627,0.9999886564818282,similarity
cell_12.994_77.578,cell_12.999_77.62,0.9999749271062262,similarity
cell_12.994_77.578,cell_12.903_77.662,0.9999452409572411,similarity
cell_12.994_77.578,cell_12.972_77.605,0.9999344847240987,similarity
cell_12.994_77.578,cell_12.952_77.61,0.9999266035572143,similarity
cell_12.994_77.585,cell_12.976_77.563,0.9999997678158794,similarity
cell_12.994_77.585,cell_12.971_77.583,0.9999927140396886,similarity
cell_12.994_77.585,cell_12.92_77.585,0.9999873063750447,similarity
cell_12.994_77.585,cell_12.962_77.592,0.9999871480628942,similarity
cell_12.994_77.585,cell_12.962_77.593,0.9999864724814337,similarity
cell_12.994_77.586,cell_12.93_77.615,0.9999999588284436,similarity
cell_12.994_77.586,cell_12.984_77.594,0.9999998563274878,similarity
cell_12.994_77.586,cell_12.93_77.614,0.999999586773676,similarity
cell_12.994_77.586,cell_12.994_77.588,0.9999992859572113,similarity
cell_12.994_77.586,cell_12.946_77.574,0.9999989699896775,similarity
cell_12.994_77.588,cell_12.921_77.572,0.9999999588676276,similarity
cell_12.994_77.588,cell_12.93_77.614,0.9999999588579469,similarity
cell_12.994_77.588,cell_12.926_77.583,0.9999998354898968,similarity
cell_12.994_77.588,cell_12.943_77.577,0.9999996298959254,similarity
cell_12.994_77.588,cell_12.93_77.615,0.9999995868671706,similarity
cell_12.994_77.589,cell_12.962_77.599,0.9994598801864655,similarity
cell_12.994_77.589,cell_12.991_77.589,0.9946243387504524,similarity
cell_12.994_77.589,cell_12.973_77.551,0.9805194920077568,similarity
cell_12.994_77.589,cell_12.993_77.589,0.9796192317362732,similarity
cell_12.994_77.589,cell_12.974_77.546,0.9765363986498172,similarity
cell_12.994_77.59,cell_13.006_77.527,0.9950637853537729,similarity
cell_12.994_77.59,cell_13.037_77.574,0.9936587438973808,similarity
cell_12.994_77.59,cell_13.047_77.575,0.991241174422909,similarity
cell_12.994_77.59,cell_13.037_77.575,0.9878626718239782,similarity
cell_12.994_77.59,cell_12.908_77.628,0.9870130581687987,similarity
cell_12.994_77.594,cell_12.989_77.506,0.9999999378398207,similarity
cell_12.994_77.594,cell_12.879_77.595,0.9999997318945874,similarity
cell_12.994_77.594,cell_12.91_77.483,0.999999415972635,similarity
cell_12.994_77.594,cell_12.944_77.639,0.9999992928877752,similarity
cell_12.994_77.594,cell_12.989_77.713,0.9999989266502481,similarity
cell_12.994_77.595,cell_12.966_77.549,0.9995020342103194,similarity
cell_12.994_77.595,cell_12.969_77.559,0.9994863051093731,similarity
cell_12.994_77.595,cell_12.983_77.568,0.9993669967988907,similarity
cell_12.994_77.595,cell_12.88_77.545,0.9993447010633523,similarity
cell_12.994_77.595,cell_12.913_77.679,0.9993322281680811,similarity
cell_12.994_77.596,cell_13.195_77.683,0.9999753041414557,similarity
cell_12.994_77.596,cell_12.979_77.64,0.9999751263518623,similarity
cell_12.994_77.596,cell_13.014_77.627,0.9999738289989059,similarity
cell_12.994_77.596,cell_12.969_77.569,0.9999719700669815,similarity
cell_12.994_77.596,cell_12.993_77.608,0.9999714426721389,similarity
cell_12.994_77.597,cell_12.962_77.511,0.9999996203302272,similarity
cell_12.994_77.597,cell_12.896_77.582,0.999999162993252,similarity
cell_12.994_77.597,cell_12.897_77.582,0.999998498248542,similarity
cell_12.994_77.597,cell_12.991_77.593,0.9999787526184543,similarity
cell_12.994_77.597,cell_12.986_77.616,0.9999624281788958,similarity
cell_12.994_77.606,cell_13.059_77.559,0.9999945275056925,similarity
cell_12.994_77.606,cell_12.982_77.531,0.9999937421761608,similarity
cell_12.994_77.606,cell_12.954_77.622,0.9999934686490685,similarity
cell_12.994_77.606,cell_12.936_77.492,0.9999933645578352,similarity
cell_12.994_77.606,cell_12.847_77.672,0.999992450643871,similarity
cell_12.994_77.607,cell_13.027_77.721,0.9997900145277414,similarity
cell_12.994_77.607,cell_12.937_77.518,0.9997375056395774,similarity
cell_12.994_77.607,cell_12.933_77.623,0.9996757649516707,similarity
cell_12.994_77.607,cell_12.94_77.585,0.9996746466458023,similarity
cell_12.994_77.607,cell_12.933_77.516,0.9996237313632546,similarity
cell_12.994_77.608,cell_12.993_77.607,0.9974926965013056,similarity
cell_12.994_77.608,cell_12.961_77.51,0.9924579949746913,similarity
cell_12.994_77.608,cell_12.911_77.61,0.9869379165742169,similarity
cell_12.994_77.608,cell_13.001_77.613,0.9867240053277141,similarity
cell_12.994_77.608,cell_12.981_77.646,0.985627112682117,similarity
cell_12.994_77.609,cell_12.974_77.647,0.9995406471898809,similarity
cell_12.994_77.609,cell_12.982_77.709,0.9993664538322458,similarity
cell_12.994_77.609,cell_12.966_77.659,0.9989812271609567,similarity
cell_12.994_77.609,cell_12.918_77.564,0.9989652783300976,similarity
cell_12.994_77.609,cell_13.058_77.586,0.998641678180716,similarity
cell_12.994_77.61,cell_12.961_77.527,0.9912635010053735,similarity
cell_12.994_77.61,cell_13.009_77.697,0.9861277228831983,similarity
cell_12.994_77.61,cell_12.87_77.654,0.9848994540025279,similarity
cell_12.994_77.61,cell_13.034_77.589,0.9838142695654993,similarity
cell_12.994_77.61,cell_13.072_77.593,0.9829188227654955,similarity
cell_12.994_77.611,cell_12.984_77.709,0.9998933845798211,similarity
cell_12.994_77.611,cell_12.914_77.547,0.9991988007461389,similarity
cell_12.994_77.611,cell_13.053_77.486,0.9989983854509985,similarity
cell_12.994_77.611,cell_12.934_77.692,0.997828412884072,similarity
cell_12.994_77.611,cell_12.986_77.604,0.9975873629500122,similarity
cell_12.994_77.612,cell_13.024_77.609,0.9999997904064739,similarity
cell_12.994_77.612,cell_12.993_77.592,0.9999990897913693,similarity
cell_12.994_77.612,cell_13.023_77.61,0.999998941171065,similarity
cell_12.994_77.612,cell_13.056_77.595,0.9999981245021244,similarity
cell_12.994_77.612,cell_12.97_77.568,0.9999965653240789,similarity
cell_12.994_77.613,cell_13.031_77.503,0.9999983459559869,similarity
cell_12.994_77.613,cell_12.909_77.549,0.999997931335213,similarity
cell_12.994_77.613,cell_12.856_77.663,0.9999979212126311,similarity
cell_12.994_77.613,cell_12.895_77.556,0.9999914896085998,similarity
cell_12.994_77.613,cell_12.908_77.692,0.9999829387205534,similarity
cell_12.994_77.615,cell_12.917_77.624,0.9999878022243457,similarity
cell_12.994_77.615,cell_12.909_77.513,0.999984755594983,similarity
cell_12.994_77.615,cell_13.01_77.648,0.9999843191928515,similarity
cell_12.994_77.615,cell_13.024_77.633,0.9999841275706972,similarity
cell_12.994_77.615,cell_12.963_77.732,0.9999837827499818,similarity
cell_12.994_77.616,cell_12.995_77.615,0.9983168518049812,similarity
cell_12.994_77.616,cell_12.969_77.648,0.9953334673016466,similarity
cell_12.994_77.616,cell_12.901_77.676,0.9951466995536571,similarity
cell_12.994_77.616,cell_12.914_77.678,0.9928061163560069,similarity
cell_12.994_77.616,cell_12.905_77.63,0.9914472946913446,similarity
cell_12.994_77.627,cell_13.041_77.516,0.9999999902309133,similarity
cell_12.994_77.627,cell_12.916_77.674,0.9999999642856502,similarity
cell_12.994_77.627,cell_12.991_77.687,0.9999999560259774,similarity
cell_12.994_77.627,cell_12.991_77.502,0.9999999197306844,similarity
cell_12.994_77.627,cell_13.002_77.662,0.9999999053740762,similarity
cell_12.994_77.629,cell_13.045_77.524,0.9996232710993865,similarity
cell_12.994_77.629,cell_12.985_77.749,0.9995427786288511,similarity
cell_12.994_77.629,cell_13.249_77.715,0.9991224563685785,similarity
cell_12.994_77.629,cell_13.199_77.707,0.9989466800052603,similarity
cell_12.994_77.629,cell_12.998_77.49,0.9988169229596444,similarity
cell_12.994_77.652,cell_13.074_77.593,0.9999198585997258,similarity
cell_12.994_77.652,cell_13.01_77.507,0.999608892130092,similarity
cell_12.994_77.652,cell_13.012_77.508,0.9995933925282919,similarity
cell_12.994_77.652,cell_12.951_77.487,0.9992017994154624,similarity
cell_12.994_77.652,cell_12.926_77.679,0.9991814779864107,similarity
cell_12.994_77.661,cell_13.008_77.642,0.9999999933046602,similarity
cell_12.994_77.661,cell_13.015_77.593,0.9999999933006445,similarity
cell_12.994_77.661,cell_13.031_77.631,0.9999999753841187,similarity
cell_12.994_77.661,cell_13.198_77.681,0.9999999453389997,similarity
cell_12.994_77.661,cell_13.081_77.502,0.9999999434153395,similarity
cell_12.994_77.662,cell_12.964_77.552,0.9997067273388982,similarity
cell_12.994_77.662,cell_12.975_77.621,0.99768960767845,similarity
cell_12.994_77.662,cell_12.989_77.574,0.99760777510929,similarity
cell_12.994_77.662,cell_12.978_77.641,0.9965635722830882,similarity
cell_12.994_77.662,cell_12.959_77.657,0.9962595258723378,similarity
cell_12.994_77.663,cell_12.842_77.647,0.9984264202305954,similarity
cell_12.994_77.663,cell_13.001_77.677,0.9945070307754986,similarity
cell_12.994_77.663,cell_13.0_77.676,0.9915240587918317,similarity
cell_12.994_77.663,cell_13.07_77.587,0.9887430684064649,similarity
cell_12.994_77.663,cell_12.97_77.641,0.9874189428408904,similarity
cell_12.994_77.664,cell_12.907_77.546,0.9948073388491502,similarity
cell_12.994_77.664,cell_12.997_77.611,0.9931109803090943,similarity
cell_12.994_77.664,cell_12.988_77.572,0.9845363006110687,similarity
cell_12.994_77.664,cell_12.988_77.735,0.9824412694333063,similarity
cell_12.994_77.664,cell_12.906_77.629,0.9824026935276223,similarity
cell_12.994_77.667,cell_12.952_77.716,0.9999607545309995,similarity
cell_12.994_77.667,cell_12.906_77.547,0.9999591802745261,similarity
cell_12.994_77.667,cell_12.936_77.562,0.999931766853134,similarity
cell_12.994_77.667,cell_12.906_77.628,0.9999180459011564,similarity
cell_12.994_77.667,cell_13.001_77.574,0.9998082412430933,similarity
cell_12.994_77.685,cell_12.996_77.579,0.9999999173412276,similarity
cell_12.994_77.685,cell_12.819_77.69,0.9999999004359968,similarity
cell_12.994_77.685,cell_13.005_77.712,0.9999998806989733,similarity
cell_12.994_77.685,cell_13.043_77.6,0.9999998323900051,similarity
cell_12.994_77.685,cell_12.9_77.651,0.9999997385894225,similarity
cell_12.994_77.695,cell_12.931_77.605,0.9999304186537715,similarity
cell_12.994_77.695,cell_12.89_77.564,0.9998899616736379,similarity
cell_12.994_77.695,cell_12.974_77.626,0.9998844943431623,similarity
cell_12.994_77.695,cell_13.084_77.635,0.9997463906183088,similarity
