source,target,weight,edge_type
cell_12.887_77.563,cell_13.025_77.535,0.999999944567124,similarity
cell_12.887_77.563,cell_13.195_77.684,0.999999881224034,similarity
cell_12.887_77.563,cell_13.019_77.654,0.9999998753201601,similarity
cell_12.887_77.565,cell_12.958_77.52,0.9998496854909821,similarity
cell_12.887_77.565,cell_12.94_77.564,0.99984615214291,similarity
cell_12.887_77.565,cell_12.979_77.644,0.9995281350293265,similarity
cell_12.887_77.565,cell_12.861_77.59,0.9992698974256866,similarity
cell_12.887_77.565,cell_12.902_77.632,0.9991902563363473,similarity
cell_12.887_77.566,cell_13.014_77.617,0.9999999862779355,similarity
cell_12.887_77.566,cell_12.957_77.645,0.999999945088677,similarity
cell_12.887_77.566,cell_12.874_77.618,0.9999999403759244,similarity
cell_12.887_77.566,cell_12.897_77.599,0.9999997750391719,similarity
cell_12.887_77.566,cell_12.933_77.489,0.9999997687913708,similarity
cell_12.887_77.596,cell_12.912_77.68,0.999997313040196,similarity
cell_12.887_77.596,cell_13.018_77.707,0.9999961817480514,similarity
cell_12.887_77.596,cell_13.069_77.558,0.9999960949766832,similarity
cell_12.887_77.596,cell_12.924_77.485,0.9999960575573159,similarity
cell_12.887_77.596,cell_12.839_77.657,0.999996053679105,similarity
cell_12.887_77.597,cell_12.959_77.663,0.9999870143538544,similarity
cell_12.887_77.597,cell_13.015_77.575,0.999965109948183,similarity
cell_12.887_77.597,cell_13.029_77.631,0.999964581397398,similarity
cell_12.887_77.597,cell_12.98_77.751,0.9999639412835207,similarity
cell_12.887_77.597,cell_13.049_77.646,0.9999577461928849,similarity
cell_12.887_77.64,cell_12.871_77.538,0.9972021257468064,similarity
cell_12.887_77.64,cell_12.879_77.637,0.9949883483951902,similarity
cell_12.887_77.64,cell_12.96_77.506,0.9937952023983829,similarity
cell_12.887_77.64,cell_12.992_77.718,0.9934948794173815,similarity
cell_12.887_77.64,cell_12.986_77.645,0.9923243008015827,similarity
cell_12.887_77.641,cell_13.19_77.681,0.9913173422742484,similarity
cell_12.887_77.641,cell_13.046_77.75,0.9800652556536197,similarity
cell_12.887_77.641,cell_13.184_77.686,0.9699513737345057,similarity
cell_12.887_77.641,cell_13.01_77.697,0.9680876130645277,similarity
cell_12.887_77.641,cell_12.987_77.574,0.9640773293818327,similarity
cell_12.887_77.642,cell_12.878_77.655,0.9999999877924138,similarity
cell_12.887_77.642,cell_12.945_77.588,0.9999999869881258,similarity
cell_12.887_77.642,cell_12.956_77.722,0.9999999508605114,similarity
cell_12.887_77.642,cell_12.913_77.606,0.9999998879692721,similarity
cell_12.887_77.642,cell_13.033_77.622,0.9999998828104312,similarity
cell_12.887_77.649,cell_12.911_77.645,0.9946056841363283,similarity
cell_12.887_77.649,cell_13.064_77.572,0.9912552304495973,similarity
cell_12.887_77.649,cell_13.037_77.625,0.9904594649423918,similarity
cell_12.887_77.649,cell_13.016_77.551,0.9870163887858722,similarity
cell_12.887_77.649,cell_12.888_77.64,0.9805121459274707,similarity
cell_12.887_77.65,cell_13.023_77.696,0.9999999929325817,similarity
cell_12.887_77.65,cell_12.935_77.625,0.999999991127035,similarity
cell_12.887_77.65,cell_13.042_77.519,0.999999783173018,similarity
cell_12.887_77.65,cell_12.927_77.622,0.9999996331335759,similarity
cell_12.887_77.65,cell_12.958_77.732,0.999999469311183,similarity
cell_12.887_77.651,cell_12.823_77.686,0.9991918378108157,similarity
cell_12.887_77.651,cell_13.025_77.547,0.9981875484074305,similarity
cell_12.887_77.651,cell_13.004_77.527,0.9970795829223538,similarity
cell_12.887_77.651,cell_12.968_77.713,0.9970656046996482,similarity
cell_12.887_77.651,cell_12.956_77.709,0.996742663253894,similarity
cell_12.887_77.738,cell_12.915_77.482,0.9954313079332872,similarity
cell_12.887_77.738,cell_13.047_77.75,0.9945240822971217,similarity
cell_12.887_77.738,cell_12.992_77.713,0.9913852776628336,similarity
cell_12.887_77.738,cell_13.019_77.708,0.9861280825736144,similarity
cell_12.887_77.738,cell_12.992_77.715,0.98397444089592,similarity
cell_12.887_77.739,cell_12.888_77.738,0.9999530226577406,similarity
cell_12.887_77.739,cell_12.935_77.63,0.9999513672011074,similarity
cell_12.887_77.739,cell_13.007_77.758,0.999950035821356,similarity
cell_12.887_77.739,cell_13.199_77.704,0.99994769895714,similarity
cell_12.887_77.739,cell_13.197_77.706,0.9999377487182939,similarity
cell_12.888_77.562,cell_12.978_77.639,0.9893333079429267,similarity
cell_12.888_77.562,cell_12.912_77.635,0.9877189641727796,similarity
cell_12.888_77.562,cell_12.972_77.618,0.9795687544979607,similarity
cell_12.888_77.562,cell_12.941_77.567,0.977343695533178,similarity
cell_12.888_77.562,cell_13.054_77.593,0.9662265832469105,similarity
cell_12.888_77.563,cell_12.933_77.632,0.9980698459430397,similarity
cell_12.888_77.563,cell_12.959_77.657,0.9976813319229744,similarity
cell_12.888_77.563,cell_12.971_77.658,0.9976512998548884,similarity
cell_12.888_77.563,cell_12.978_77.641,0.9974428354321379,similarity
cell_12.888_77.563,cell_12.904_77.676,0.9972334786597635,similarity
cell_12.888_77.564,cell_12.98_77.64,0.9999999722659644,similarity
cell_12.888_77.564,cell_13.019_77.707,0.9999999413847802,similarity
cell_12.888_77.564,cell_12.995_77.604,0.9999999227265411,similarity
cell_12.888_77.564,cell_12.927_77.62,0.999999895370696,similarity
cell_12.888_77.564,cell_12.995_77.612,0.9999998403150436,similarity
cell_12.888_77.571,cell_12.982_77.566,0.999999989164016,similarity
cell_12.888_77.571,cell_12.874_77.543,0.9999999891564694,similarity
cell_12.888_77.571,cell_12.948_77.619,0.9999999566711472,similarity
cell_12.888_77.571,cell_12.886_77.651,0.9999999094643318,similarity
cell_12.888_77.571,cell_12.897_77.721,0.9999999073600956,similarity
cell_12.888_77.582,cell_12.928_77.678,0.9999978299860537,similarity
cell_12.888_77.582,cell_13.071_77.651,0.9999951408491179,similarity
cell_12.888_77.582,cell_13.042_77.611,0.9999951345606641,similarity
cell_12.888_77.582,cell_12.904_77.45,0.9999949612161262,similarity
cell_12.888_77.582,cell_12.803_77.704,0.9999947633457543,similarity
cell_12.888_77.592,cell_13.063_77.652,0.9999999949372996,similarity
cell_12.888_77.592,cell_12.893_77.569,0.9999999919475591,similarity
cell_12.888_77.592,cell_12.86_77.66,0.9999999787987827,similarity
cell_12.888_77.592,cell_13.197_77.711,0.9999999544936335,similarity
cell_12.888_77.592,cell_12.971_77.749,0.9999999527969865,similarity
cell_12.888_77.597,cell_12.923_77.657,0.999999995755117,similarity
cell_12.888_77.597,cell_13.103_77.615,0.9999999806831207,similarity
cell_12.888_77.597,cell_13.075_77.588,0.9999999579713004,similarity
cell_12.888_77.597,cell_12.986_77.477,0.9999999284546949,similarity
cell_12.888_77.597,cell_12.9_77.651,0.999999887726367,similarity
cell_12.888_77.639,cell_13.246_77.713,0.9999999863332361,similarity
cell_12.888_77.639,cell_12.872_77.65,0.9999999453909209,similarity
cell_12.888_77.639,cell_12.91_77.664,0.9999999453136027,similarity
cell_12.888_77.639,cell_13.246_77.712,0.9999998771730179,similarity
cell_12.888_77.639,cell_12.959_77.496,0.9999996587301566,similarity
cell_12.888_77.64,cell_13.0_77.682,0.9827548104189091,similarity
cell_12.888_77.64,cell_12.921_77.666,0.9807154957475943,similarity
cell_12.888_77.64,cell_13.037_77.625,0.9806783292568799,similarity
cell_12.888_77.64,cell_12.887_77.649,0.9805121459274707,similarity
cell_12.888_77.64,cell_12.911_77.645,0.979494359451391,similarity
cell_12.888_77.641,cell_12.877_77.647,0.9959320386844369,similarity
cell_12.888_77.641,cell_12.979_77.641,0.9932414363561399,similarity
cell_12.888_77.641,cell_12.998_77.689,0.9858522096104075,similarity
cell_12.888_77.641,cell_13.004_77.595,0.9814348781942904,similarity
cell_12.888_77.641,cell_12.998_77.671,0.9814039663608406,similarity
cell_12.888_77.642,cell_12.885_77.602,0.9999797214472592,similarity
cell_12.888_77.642,cell_12.877_77.646,0.9994203323993618,similarity
cell_12.888_77.642,cell_13.175_77.635,0.9991467727249,similarity
cell_12.888_77.642,cell_13.0_77.692,0.9990223259113985,similarity
cell_12.888_77.642,cell_12.999_77.693,0.9990169780891826,similarity
cell_12.888_77.646,cell_12.976_77.698,0.9999994029304776,similarity
cell_12.888_77.646,cell_13.033_77.554,0.9997593807190288,similarity
cell_12.888_77.646,cell_13.122_77.612,0.9993689080391106,similarity
cell_12.888_77.646,cell_12.957_77.697,0.9991989271977197,similarity
cell_12.888_77.646,cell_13.018_77.553,0.9974857837556312,similarity
cell_12.888_77.65,cell_12.945_77.49,0.9994120139702806,similarity
cell_12.888_77.65,cell_13.056_77.589,0.9988002762354983,similarity
cell_12.888_77.65,cell_12.936_77.697,0.9981378104146678,similarity
cell_12.888_77.65,cell_12.827_77.682,0.9976334069249894,similarity
cell_12.888_77.65,cell_12.956_77.708,0.9975211823354774,similarity
cell_12.888_77.738,cell_13.007_77.758,0.9999633053003918,similarity
cell_12.888_77.738,cell_12.935_77.63,0.9999606477220102,similarity
cell_12.888_77.738,cell_12.939_77.632,0.9999596533776064,similarity
cell_12.888_77.738,cell_12.968_77.607,0.9999537722797055,similarity
cell_12.888_77.738,cell_12.887_77.739,0.9999530226577406,similarity
cell_12.888_77.739,cell_12.988_77.754,0.9999978266521625,similarity
cell_12.888_77.739,cell_12.894_77.569,0.9999945155806015,similarity
cell_12.888_77.739,cell_12.972_77.641,0.9999944998971503,similarity
cell_12.888_77.739,cell_12.833_77.68,0.9999934760620014,similarity
cell_12.888_77.739,cell_13.057_77.626,0.99998962561399,similarity
cell_12.889_77.562,cell_12.905_77.705,0.9999697597669529,similarity
cell_12.889_77.562,cell_12.897_77.453,0.9997750799930745,similarity
cell_12.889_77.562,cell_12.913_77.645,0.999689678390923,similarity
cell_12.889_77.562,cell_13.098_77.574,0.9996447063438268,similarity
cell_12.889_77.562,cell_12.992_77.606,0.9996384344614059,similarity
cell_12.889_77.563,cell_12.975_77.604,0.9996212517092699,similarity
cell_12.889_77.563,cell_13.021_77.593,0.9991933377493327,similarity
cell_12.889_77.563,cell_13.049_77.594,0.9974004737523179,similarity
cell_12.889_77.563,cell_12.933_77.632,0.996893740656508,similarity
cell_12.889_77.563,cell_13.009_77.759,0.9964595627527414,similarity
cell_12.889_77.564,cell_12.931_77.593,0.9999535064215332,similarity
cell_12.889_77.564,cell_13.049_77.55,0.999952453361268,similarity
cell_12.889_77.564,cell_12.938_77.626,0.9999476024188023,similarity
cell_12.889_77.564,cell_12.981_77.694,0.9998681183832527,similarity
cell_12.889_77.564,cell_12.972_77.65,0.9998338572122003,similarity
cell_12.889_77.611,cell_12.969_77.645,0.9999991025385173,similarity
cell_12.889_77.611,cell_12.925_77.696,0.9999977246713451,similarity
cell_12.889_77.611,cell_13.038_77.665,0.9999953637340613,similarity
cell_12.889_77.611,cell_12.899_77.622,0.9999911379614003,similarity
cell_12.889_77.611,cell_13.184_77.642,0.9999480065345903,similarity
cell_12.889_77.626,cell_12.999_77.602,0.9999991030119039,similarity
cell_12.889_77.626,cell_12.912_77.625,0.9999982974422379,similarity
cell_12.889_77.626,cell_12.932_77.506,0.9999972362251547,similarity
cell_12.889_77.626,cell_13.023_77.597,0.999994462247829,similarity
cell_12.889_77.626,cell_12.877_77.626,0.9999888117992994,similarity
cell_12.889_77.636,cell_12.899_77.465,0.9999999835239923,similarity
cell_12.889_77.636,cell_12.879_77.645,0.9999999719312814,similarity
cell_12.889_77.636,cell_13.032_77.536,0.9999998430181167,similarity
cell_12.889_77.636,cell_12.958_77.732,0.9999996064836522,similarity
cell_12.889_77.636,cell_13.013_77.594,0.9999995987752955,similarity
cell_12.889_77.639,cell_12.924_77.674,0.9995134161540034,similarity
cell_12.889_77.639,cell_12.99_77.593,0.9993625947372391,similarity
cell_12.889_77.639,cell_13.068_77.629,0.9989700152166505,similarity
cell_12.889_77.639,cell_12.914_77.652,0.9989108409544246,similarity
cell_12.889_77.639,cell_12.943_77.747,0.9988985005091853,similarity
cell_12.889_77.64,cell_13.035_77.567,0.9992360750612733,similarity
cell_12.889_77.64,cell_13.02_77.619,0.9988257358890652,similarity
cell_12.889_77.64,cell_13.058_77.546,0.9985296638185527,similarity
cell_12.889_77.64,cell_13.033_77.589,0.9982252957751371,similarity
cell_12.889_77.64,cell_13.009_77.58,0.9979218068474424,similarity
cell_12.889_77.641,cell_12.971_77.626,0.9998764114024421,similarity
cell_12.889_77.641,cell_13.035_77.516,0.9998316070800374,similarity
cell_12.889_77.641,cell_12.92_77.685,0.9996608304508791,similarity
cell_12.889_77.641,cell_12.939_77.689,0.9995376899340748,similarity
cell_12.889_77.641,cell_12.94_77.687,0.999525014615338,similarity
cell_12.889_77.65,cell_12.99_77.725,0.9999999887954772,similarity
cell_12.889_77.65,cell_12.865_77.533,0.9999999609814401,similarity
cell_12.889_77.65,cell_12.912_77.556,0.9999999592125223,similarity
cell_12.889_77.65,cell_12.986_77.729,0.9999998398983547,similarity
cell_12.889_77.65,cell_12.941_77.627,0.9999998339295766,similarity
cell_12.889_77.671,cell_12.901_77.689,0.9999121388350919,similarity
cell_12.889_77.671,cell_12.906_77.476,0.99936128015003,similarity
cell_12.889_77.671,cell_12.999_77.605,0.9990765538611928,similarity
cell_12.889_77.671,cell_12.942_77.696,0.9990738115447648,similarity
cell_12.889_77.671,cell_12.958_77.518,0.9990075172809205,similarity
cell_12.889_77.672,cell_13.008_77.593,0.9998625025062718,similarity
cell_12.889_77.672,cell_12.956_77.713,0.9994489027818617,similarity
cell_12.889_77.672,cell_12.909_77.652,0.999403488947214,similarity
cell_12.889_77.672,cell_12.883_77.637,0.999105836531299,similarity
cell_12.889_77.672,cell_12.997_77.672,0.9989931995754778,similarity
cell_12.889_77.673,cell_12.994_77.705,0.9999044474857934,similarity
cell_12.889_77.673,cell_12.996_77.615,0.999901558546142,similarity
cell_12.889_77.673,cell_12.983_77.769,0.9998632793088835,similarity
cell_12.889_77.673,cell_13.029_77.561,0.9997140597368193,similarity
cell_12.889_77.673,cell_13.014_77.627,0.9996655840691271,similarity
cell_12.88_77.544,cell_12.899_77.648,0.9999999869044565,similarity
cell_12.88_77.544,cell_12.894_77.619,0.9999999504517917,similarity
cell_12.88_77.544,cell_12.943_77.586,0.9999999473934567,similarity
cell_12.88_77.544,cell_13.025_77.631,0.9999998869683129,similarity
cell_12.88_77.544,cell_12.912_77.606,0.9999998823269765,similarity
cell_12.88_77.545,cell_12.969_77.559,0.9999763024318501,similarity
cell_12.88_77.545,cell_12.966_77.549,0.9998178542086126,similarity
cell_12.88_77.545,cell_13.053_77.646,0.9997190160372856,similarity
cell_12.88_77.545,cell_12.974_77.626,0.9996986534862086,similarity
cell_12.88_77.545,cell_12.89_77.564,0.9996865527801161,similarity
cell_12.88_77.546,cell_12.937_77.62,0.9993125700442436,similarity
cell_12.88_77.546,cell_12.985_77.572,0.9993099050801314,similarity
cell_12.88_77.546,cell_12.906_77.638,0.9991423429929609,similarity
cell_12.88_77.546,cell_13.057_77.474,0.9988141593360373,similarity
cell_12.88_77.546,cell_13.052_77.488,0.9982626115250114,similarity
cell_12.88_77.552,cell_12.881_77.552,0.9999999508035906,similarity
cell_12.88_77.552,cell_12.97_77.569,0.9999998111237982,similarity
cell_12.88_77.552,cell_13.013_77.637,0.9999997027177839,similarity
cell_12.88_77.552,cell_13.053_77.512,0.9999995705433197,similarity
cell_12.88_77.552,cell_13.096_77.584,0.9999994144434693,similarity
cell_12.88_77.595,cell_12.947_77.553,0.9999989073304586,similarity
cell_12.88_77.595,cell_12.985_77.567,0.9999916065941908,similarity
cell_12.88_77.595,cell_13.004_77.593,0.9999911505343485,similarity
cell_12.88_77.595,cell_12.877_77.615,0.9999822497703512,similarity
cell_12.88_77.595,cell_12.964_77.505,0.999978507105572,similarity
cell_12.88_77.625,cell_12.883_77.607,0.9999999944582596,similarity
cell_12.88_77.625,cell_12.957_77.643,0.999999977826979,similarity
cell_12.88_77.625,cell_12.97_77.629,0.9999999746828353,similarity
cell_12.88_77.625,cell_12.96_77.659,0.9999999530188219,similarity
cell_12.88_77.625,cell_12.94_77.565,0.9999999457819442,similarity
cell_12.88_77.639,cell_13.051_77.495,0.9999997014588718,similarity
cell_12.88_77.639,cell_12.957_77.736,0.9999991739677125,similarity
cell_12.88_77.639,cell_13.194_77.681,0.9999988207874718,similarity
cell_12.88_77.639,cell_12.87_77.538,0.9999978766180901,similarity
cell_12.88_77.639,cell_12.957_77.744,0.999995955068607,similarity
cell_12.88_77.64,cell_12.978_77.698,0.9999997224561464,similarity
cell_12.88_77.64,cell_13.002_77.599,0.9999983336136351,similarity
cell_12.88_77.64,cell_13.007_77.695,0.9999616464465375,similarity
cell_12.88_77.64,cell_13.067_77.45,0.9999386822806436,similarity
cell_12.88_77.64,cell_12.872_77.652,0.9999258569970776,similarity
cell_12.88_77.641,cell_12.979_77.71,0.9931819637278526,similarity
cell_12.88_77.641,cell_12.968_77.702,0.9926249430148988,similarity
cell_12.88_77.641,cell_12.898_77.634,0.990090746340455,similarity
cell_12.88_77.641,cell_12.998_77.605,0.9871133858538795,similarity
cell_12.88_77.641,cell_12.976_77.626,0.9865648027266033,similarity
cell_12.88_77.644,cell_12.95_77.524,0.9999816456238737,similarity
cell_12.88_77.644,cell_12.936_77.514,0.9999472418188861,similarity
cell_12.88_77.644,cell_12.976_77.621,0.9992337410610568,similarity
cell_12.88_77.644,cell_13.044_77.748,0.9979835934092207,similarity
cell_12.88_77.644,cell_13.107_77.602,0.9963110928696622,similarity
cell_12.88_77.645,cell_13.003_77.526,0.9928569192994567,similarity
cell_12.88_77.645,cell_13.034_77.557,0.992731801479838,similarity
cell_12.88_77.645,cell_13.005_77.594,0.9829430575858021,similarity
cell_12.88_77.645,cell_13.061_77.587,0.9749057747046892,similarity
cell_12.88_77.645,cell_13.049_77.547,0.9486530580827044,similarity
cell_12.88_77.646,cell_13.0_77.681,1.0,similarity
cell_12.88_77.646,cell_13.021_77.556,1.0,similarity
cell_12.88_77.646,cell_13.004_77.618,1.0,similarity
cell_12.88_77.646,cell_13.196_77.71,1.0,similarity
cell_12.88_77.646,cell_12.892_77.599,1.0,similarity
cell_12.88_77.672,cell_13.012_77.596,0.9999999820333463,similarity
cell_12.88_77.672,cell_13.027_77.623,0.9999999790435896,similarity
cell_12.88_77.672,cell_13.07_77.555,0.9999999261783453,similarity
cell_12.88_77.672,cell_12.886_77.562,0.9999998840189561,similarity
cell_12.88_77.672,cell_13.103_77.615,0.9999998768744767,similarity
cell_12.891_77.564,cell_12.977_77.641,0.999999995551281,similarity
cell_12.891_77.564,cell_12.9_77.573,0.9999999819897213,similarity
cell_12.891_77.564,cell_12.985_77.571,0.9999999624623506,similarity
cell_12.891_77.564,cell_12.918_77.483,0.9999999597980247,similarity
cell_12.891_77.564,cell_12.96_77.655,0.999999932692283,similarity
cell_12.891_77.565,cell_12.992_77.566,0.9999989690651891,similarity
cell_12.891_77.565,cell_12.982_77.64,0.9999981929313788,similarity
cell_12.891_77.565,cell_13.023_77.613,0.9999970289468453,similarity
cell_12.891_77.565,cell_13.022_77.613,0.9999969925954997,similarity
cell_12.891_77.565,cell_12.988_77.473,0.9999963811366782,similarity
cell_12.891_77.571,cell_12.938_77.532,0.9999999891098549,similarity
cell_12.891_77.571,cell_12.939_77.62,0.9999999891022668,similarity
cell_12.891_77.571,cell_12.876_77.543,0.9999999564545857,similarity
cell_12.891_77.571,cell_13.195_77.702,0.9999999553233813,similarity
cell_12.891_77.571,cell_12.938_77.492,0.9999998322643927,similarity
cell_12.891_77.572,cell_12.853_77.588,0.9999999424455782,similarity
cell_12.891_77.572,cell_12.971_77.659,0.9999999387197752,similarity
cell_12.891_77.572,cell_13.036_77.614,0.9999998932431683,similarity
cell_12.891_77.572,cell_12.978_77.645,0.9999997690840293,similarity
cell_12.891_77.572,cell_12.995_77.604,0.9999997653903433,similarity
cell_12.891_77.582,cell_13.051_77.525,0.999988499508955,similarity
cell_12.891_77.582,cell_12.917_77.669,0.9999816175245405,similarity
cell_12.891_77.582,cell_13.051_77.631,0.9999786765795219,similarity
cell_12.891_77.582,cell_12.891_77.596,0.9999720202932059,similarity
cell_12.891_77.582,cell_12.989_77.733,0.999968890608092,similarity
cell_12.891_77.594,cell_12.938_77.718,0.9999999585609538,similarity
cell_12.891_77.594,cell_13.034_77.569,0.9999977023167699,similarity
cell_12.891_77.594,cell_13.069_77.627,0.999957331106229,similarity
cell_12.891_77.594,cell_13.05_77.492,0.9999356528977235,similarity
cell_12.891_77.594,cell_12.956_77.729,0.9999319336135002,similarity
cell_12.891_77.595,cell_13.0_77.575,0.999999989861178,similarity
cell_12.891_77.595,cell_12.894_77.598,0.9999999608849427,similarity
cell_12.891_77.595,cell_13.095_77.6,0.9999999137309442,similarity
cell_12.891_77.595,cell_12.988_77.687,0.9999998509484128,similarity
cell_12.891_77.595,cell_12.876_77.612,0.9999998488310942,similarity
cell_12.891_77.596,cell_12.84_77.653,0.9999893027049336,similarity
cell_12.891_77.596,cell_13.051_77.631,0.99997705205494,similarity
cell_12.891_77.596,cell_12.991_77.721,0.9999723318124633,similarity
cell_12.891_77.596,cell_12.891_77.582,0.9999720202932059,similarity
cell_12.891_77.596,cell_12.972_77.632,0.9999452276123679,similarity
cell_12.891_77.598,cell_13.197_77.709,0.9999971578342313,similarity
cell_12.891_77.598,cell_13.012_77.613,0.9999971578342313,similarity
cell_12.891_77.598,cell_12.914_77.644,0.9999654719069963,similarity
cell_12.891_77.598,cell_12.992_77.606,0.9999363860756606,similarity
cell_12.891_77.598,cell_12.905_77.701,0.9998966413556027,similarity
cell_12.891_77.599,cell_12.833_77.68,0.9999765496762727,similarity
cell_12.891_77.599,cell_12.972_77.641,0.9999744917515863,similarity
cell_12.891_77.599,cell_12.888_77.739,0.9999453518676605,similarity
cell_12.891_77.599,cell_13.057_77.626,0.9999352734229625,similarity
cell_12.891_77.599,cell_12.988_77.754,0.9999214723811108,similarity
cell_12.891_77.607,cell_12.938_77.523,0.9999988584939878,similarity
cell_12.891_77.607,cell_13.002_77.611,0.9999962334268203,similarity
cell_12.891_77.607,cell_13.005_77.62,0.999995262969087,similarity
cell_12.891_77.607,cell_12.929_77.592,0.9999675542245933,similarity
cell_12.891_77.607,cell_12.951_77.529,0.9999672559520507,similarity
cell_12.891_77.638,cell_12.929_77.609,0.9823503927579079,similarity
cell_12.891_77.638,cell_12.886_77.641,0.9763600538402959,similarity
cell_12.891_77.638,cell_12.996_77.693,0.9720426773944945,similarity
cell_12.891_77.638,cell_12.928_77.609,0.9637590691299645,similarity
cell_12.891_77.638,cell_12.875_77.648,0.9606906784133044,similarity
cell_12.891_77.639,cell_13.096_77.6,0.989246189310123,similarity
cell_12.891_77.639,cell_12.926_77.619,0.9795382294454005,similarity
cell_12.891_77.639,cell_13.009_77.697,0.9760267754842656,similarity
cell_12.891_77.639,cell_13.034_77.589,0.9737900995154545,similarity
cell_12.891_77.639,cell_12.886_77.642,0.9736268916307178,similarity
cell_12.891_77.645,cell_13.029_77.593,0.99991924931475,similarity
cell_12.891_77.645,cell_13.069_77.56,0.9998922589344584,similarity
cell_12.891_77.645,cell_12.977_77.655,0.9998659788082667,similarity
cell_12.891_77.645,cell_12.955_77.649,0.9998367911738361,similarity
cell_12.891_77.645,cell_12.951_77.64,0.9997653343522862,similarity
cell_12.891_77.668,cell_12.9_77.618,0.9999999848252359,similarity
cell_12.891_77.668,cell_12.976_77.514,0.9999998690055111,similarity
cell_12.891_77.668,cell_12.901_77.468,0.9999998195695652,similarity
cell_12.891_77.668,cell_13.047_77.499,0.9999996345172408,similarity
cell_12.891_77.668,cell_12.955_77.718,0.9999995406778062,similarity
cell_12.892_77.564,cell_12.979_77.512,0.999823290749065,similarity
cell_12.892_77.564,cell_13.032_77.624,0.9993903719051178,similarity
cell_12.892_77.564,cell_13.031_77.623,0.999032919199377,similarity
cell_12.892_77.564,cell_12.987_77.609,0.9983872972665854,similarity
cell_12.892_77.564,cell_13.02_77.596,0.9980650815164908,similarity
cell_12.892_77.572,cell_12.983_77.568,0.9999788781473615,similarity
cell_12.892_77.572,cell_12.927_77.633,0.9996146525472916,similarity
cell_12.892_77.572,cell_12.992_77.572,0.9995091709267592,similarity
cell_12.892_77.572,cell_12.913_77.679,0.9993716648566345,similarity
cell_12.892_77.572,cell_12.969_77.559,0.999321719557382,similarity
cell_12.892_77.573,cell_12.934_77.562,0.9999983596315034,similarity
cell_12.892_77.573,cell_13.244_77.716,0.9999917428960029,similarity
cell_12.892_77.573,cell_13.033_77.63,0.9999867410546142,similarity
cell_12.892_77.573,cell_12.877_77.544,0.999977131547702,similarity
cell_12.892_77.573,cell_13.067_77.45,0.9999728152643793,similarity
cell_12.892_77.58,cell_12.975_77.615,0.9924381144769552,similarity
cell_12.892_77.58,cell_13.01_77.571,0.9910745302713512,similarity
cell_12.892_77.58,cell_13.121_77.62,0.9897380711743085,similarity
cell_12.892_77.58,cell_12.928_77.677,0.9895058559401111,similarity
cell_12.892_77.58,cell_12.969_77.51,0.9890050743598835,similarity
cell_12.892_77.581,cell_12.915_77.554,0.999979349877846,similarity
cell_12.892_77.581,cell_12.952_77.477,0.9999760282825155,similarity
cell_12.892_77.581,cell_12.97_77.57,0.9999640117693196,similarity
cell_12.892_77.581,cell_12.986_77.526,0.9998763336780855,similarity
cell_12.892_77.581,cell_12.953_77.717,0.9998580733992517,similarity
cell_12.892_77.582,cell_12.939_77.524,0.9998324679472409,similarity
cell_12.892_77.582,cell_13.033_77.57,0.999728220576273,similarity
cell_12.892_77.582,cell_12.924_77.676,0.9996109613339406,similarity
cell_12.892_77.582,cell_13.071_77.586,0.9995719723396984,similarity
cell_12.892_77.582,cell_13.037_77.588,0.9993875845770037,similarity
cell_12.892_77.598,cell_13.01_77.614,0.9999999949347839,similarity
cell_12.892_77.598,cell_12.927_77.569,0.9999999797336583,similarity
cell_12.892_77.598,cell_13.004_77.716,0.999999979209765,similarity
cell_12.892_77.598,cell_13.029_77.519,0.9999999220263951,similarity
cell_12.892_77.598,cell_13.005_77.715,0.9999998811365042,similarity
cell_12.892_77.599,cell_13.0_77.681,1.0,similarity
cell_12.892_77.599,cell_13.021_77.556,1.0,similarity
cell_12.892_77.599,cell_13.004_77.618,1.0,similarity
cell_12.892_77.599,cell_13.196_77.71,1.0,similarity
cell_12.892_77.605,cell_13.01_77.706,0.9999999950892184,similarity
cell_12.892_77.605,cell_12.952_77.611,0.9999999950865732,similarity
cell_12.892_77.605,cell_12.982_77.627,0.9999999803621611,similarity
cell_12.892_77.605,cell_12.887_77.538,0.9999999803409995,similarity
cell_12.892_77.605,cell_12.924_77.566,0.999999955826755,similarity
cell_12.892_77.631,cell_12.969_77.713,0.9991934945009533,similarity
cell_12.892_77.631,cell_12.957_77.698,0.996848491448102,similarity
cell_12.892_77.631,cell_13.017_77.59,0.996641012291966,similarity
cell_12.892_77.631,cell_12.956_77.712,0.9964694998493462,similarity
cell_12.892_77.631,cell_12.951_77.599,0.9963703519713434,similarity
cell_12.892_77.632,cell_12.986_77.746,0.999609789688868,similarity
cell_12.892_77.632,cell_13.055_77.765,0.9991654899871127,similarity
cell_12.892_77.632,cell_12.986_77.745,0.9986857539236841,similarity
cell_12.892_77.632,cell_12.885_77.635,0.9983556260243264,similarity
cell_12.892_77.632,cell_12.902_77.639,0.9982507784622346,similarity
cell_12.892_77.637,cell_12.973_77.603,0.986303396086191,similarity
cell_12.892_77.637,cell_12.886_77.64,0.9848432889027027,similarity
cell_12.892_77.637,cell_13.034_77.53,0.9786478669022458,similarity
cell_12.892_77.637,cell_13.064_77.578,0.9783029304867551,similarity
cell_12.892_77.637,cell_12.988_77.736,0.9778522711152033,similarity
