spatial_cell,date,daily_poi,daily_violations
cell_12.964_77.583,2023-12-22,2.6624424676240777,3
cell_12.964_77.583,2023-12-24,2.291271333093772,1
cell_12.964_77.583,2023-12-25,1.9351380520734023,1
cell_12.964_77.583,2023-12-26,2.7187745761313895,9
cell_12.964_77.583,2023-12-27,1.376875139203399,1
cell_12.964_77.583,2023-12-31,2.6624424676240777,1
cell_12.964_77.583,2024-01-02,2.036746048464717,2
cell_12.964_77.583,2024-01-03,2.455309846647926,13
cell_12.964_77.583,2024-01-04,2.1132046925835875,2
cell_12.964_77.583,2024-01-05,2.991260086500623,2
cell_12.964_77.583,2024-01-06,2.6624424676240777,2
cell_12.964_77.583,2024-01-09,3.126301951513683,2
cell_12.964_77.583,2024-01-10,3.1009316158307376,10
cell_12.964_77.583,2024-01-12,2.932526197650198,1
cell_12.964_77.583,2024-01-16,2.825446187506183,4
cell_12.964_77.583,2024-01-17,1.6944681616186759,2
cell_12.964_77.583,2024-01-19,2.291271333093772,4
cell_12.964_77.583,2024-01-20,2.6624424676240777,2
cell_12.964_77.583,2024-01-21,2.628423799790611,6
cell_12.964_77.583,2024-01-23,2.920928974881758,4
cell_12.964_77.583,2024-01-25,2.6887652727951536,9
cell_12.964_77.583,2024-01-27,1.6944681616186759,1
cell_12.964_77.583,2024-01-30,2.3204327955690847,4
cell_12.964_77.583,2024-01-31,2.8534080423752277,2
cell_12.964_77.583,2024-02-02,2.6624424676240777,2
cell_12.964_77.583,2024-02-03,2.9118405568580554,31
cell_12.964_77.583,2024-02-04,2.291271333093772,2
cell_12.964_77.583,2024-02-06,2.291271333093772,1
cell_12.964_77.583,2024-02-08,1.9351380520734023,1
cell_12.964_77.583,2024-02-09,2.6624424676240777,3
cell_12.964_77.583,2024-02-10,1.9351380520734023,1
cell_12.964_77.583,2024-02-11,2.840918359856423,7
cell_12.964_77.583,2024-02-13,1.9351380520734023,1
cell_12.964_77.583,2024-02-14,2.4443197642764045,7
cell_12.964_77.583,2024-02-16,2.7480128791306146,16
cell_12.964_77.583,2024-02-20,2.9023225190274506,12
cell_12.964_77.583,2024-02-22,2.932526197650198,4
cell_12.964_77.583,2024-02-25,2.5139740138119557,5
cell_12.964_77.583,2024-02-28,2.6624424676240777,2
cell_12.964_77.583,2024-03-03,2.553343811341229,4
cell_12.964_77.583,2024-03-07,1.9351380520734023,1
cell_12.964_77.583,2024-03-11,2.291271333093772,1
cell_12.964_77.583,2024-03-13,2.291271333093772,1
cell_12.964_77.583,2024-03-14,2.291271333093772,1
cell_12.964_77.583,2024-03-15,2.6624424676240777,2
cell_12.964_77.583,2024-03-16,2.053849145746859,3
cell_12.964_77.583,2024-03-18,1.9351380520734023,1
cell_12.964_77.583,2024-03-21,2.34727522491862,3
cell_12.964_77.583,2024-03-27,2.291271333093772,3
cell_12.964_77.583,2024-03-29,2.3878235801038326,4
cell_12.964_77.583,2024-03-31,2.6910864324047443,5
cell_12.964_77.583,2024-04-02,1.9351380520734023,1
cell_12.964_77.583,2024-04-04,2.553343811341229,1
cell_12.964_77.583,2024-04-05,1.9351380520734023,1
cell_12.964_77.583,2024-04-07,2.932526197650198,4
cell_12.964_77.584,2023-11-11,2.9995805229030394,2
cell_12.964_77.584,2023-11-12,2.485614146167012,2
cell_12.964_77.584,2023-11-13,3.1362324616685453,1
cell_12.964_77.584,2023-11-14,3.6260156628999574,25
cell_12.964_77.584,2023-11-15,3.053138112026513,5
cell_12.964_77.584,2023-11-16,3.124378489070219,4
cell_12.964_77.584,2023-11-17,3.08432226370677,3
cell_12.964_77.584,2023-11-18,3.195019103491388,2
cell_12.964_77.584,2023-11-19,3.0277960757516227,6
cell_12.964_77.584,2023-11-21,2.485614146167012,1
cell_12.964_77.584,2023-11-22,3.401704751386673,11
cell_12.964_77.584,2023-11-23,3.2130715540733923,3
cell_12.964_77.584,2023-11-25,3.5231128611729474,12
cell_12.964_77.584,2023-11-26,3.249176455237399,2
cell_12.964_77.584,2023-11-27,3.753224046544011,6
cell_12.964_77.584,2023-11-28,3.5547002769956273,45
cell_12.964_77.584,2023-11-29,3.5859531518785963,2
cell_12.964_77.584,2023-12-01,2.7874656965434292,5
cell_12.964_77.584,2023-12-02,2.9931667800257125,6
cell_12.964_77.584,2023-12-03,3.3837693038155034,8
cell_12.964_77.584,2023-12-04,2.8629285841375336,2
cell_12.964_77.584,2023-12-05,3.356976779712875,9
cell_12.964_77.584,2023-12-06,3.50529774952066,16
cell_12.964_77.584,2023-12-08,3.8589622936023695,17
cell_12.964_77.584,2023-12-09,2.8673953007022055,4
cell_12.964_77.584,2023-12-10,3.3188105275095965,5
cell_12.964_77.584,2023-12-11,2.8629285841375336,1
cell_12.964_77.584,2023-12-12,3.8662812583933954,2
cell_12.964_77.584,2023-12-13,4.605934260459529,2
cell_12.964_77.584,2023-12-15,3.4498828035094737,5
cell_12.964_77.584,2023-12-16,3.5341907390395413,2
cell_12.964_77.584,2023-12-18,3.0679064922857924,8
cell_12.964_77.584,2023-12-21,3.763128457116916,10
cell_12.964_77.584,2023-12-22,3.5663386422008116,3
cell_12.964_77.584,2023-12-23,3.3057159432760064,3
cell_12.964_77.584,2023-12-24,3.587216550529053,35
cell_12.964_77.584,2023-12-25,3.5271096228452428,4
cell_12.964_77.584,2023-12-26,3.650486582203996,10
cell_12.964_77.584,2023-12-27,3.195019103491388,6
cell_12.964_77.584,2023-12-29,3.6485526084011184,9
cell_12.964_77.584,2023-12-31,3.594943949954873,10
cell_12.964_77.584,2024-01-01,4.035867076167472,4
cell_12.964_77.584,2024-01-02,3.749861899740348,14
cell_12.964_77.584,2024-01-03,3.5930625279390433,21
cell_12.964_77.584,2024-01-05,3.5341907390395413,2
cell_12.964_77.584,2024-01-09,3.7184499406800877,34
cell_12.964_77.584,2024-01-10,3.2658867901182287,11
cell_12.964_77.584,2024-01-11,3.9227298485197934,1
cell_12.964_77.584,2024-01-13,3.1362324616685453,1
cell_12.964_77.584,2024-01-16,3.249176455237399,5
cell_12.964_77.584,2024-01-17,3.6597813443724116,6
cell_12.964_77.584,2024-01-18,3.249176455237399,2
cell_12.964_77.584,2024-01-19,3.4489341906099034,5
cell_12.964_77.584,2024-01-21,3.8662812583933954,4
cell_12.964_77.584,2024-01-22,3.5271096228452428,1
cell_12.964_77.584,2024-01-23,2.8629285841375336,2
cell_12.964_77.584,2024-01-24,2.8327793050597556,3
cell_12.964_77.584,2024-01-25,3.4980682591545507,18
cell_12.964_77.584,2024-01-30,3.201378655197995,6
cell_12.964_77.584,2024-02-02,3.1362324616685453,1
cell_12.964_77.584,2024-02-03,4.082117753742221,11
cell_12.964_77.584,2024-02-05,3.5271096228452428,1
cell_12.964_77.584,2024-02-06,4.2054528939415485,15
cell_12.964_77.584,2024-02-07,3.3707587583745635,5
cell_12.964_77.584,2024-02-09,4.149534200674832,12
cell_12.964_77.584,2024-02-10,3.4058359642782405,16
cell_12.964_77.584,2024-02-11,3.7786658479958337,48
cell_12.964_77.584,2024-02-12,3.5271096228452428,1
cell_12.964_77.584,2024-02-14,3.8155048266997107,9
cell_12.964_77.584,2024-02-15,3.771020016680555,9
cell_12.964_77.584,2024-02-16,3.9565401864579655,25
cell_12.964_77.584,2024-02-17,4.041687880381079,21
cell_12.964_77.584,2024-02-18,3.9227298485197934,2
cell_12.964_77.584,2024-02-19,3.9227298485197934,3
cell_12.964_77.584,2024-02-20,4.014638843021352,8
cell_12.964_77.584,2024-02-22,4.156999803148955,14
cell_12.964_77.584,2024-02-23,4.086042166193678,10
cell_12.964_77.584,2024-02-25,3.7441475952604604,7
cell_12.964_77.584,2024-02-26,3.8737564279752426,6
cell_12.964_77.584,2024-02-29,3.807417134781981,1
cell_12.964_77.584,2024-03-01,4.1426255505144916,9
cell_12.964_77.584,2024-03-03,3.9456410383190152,13
cell_12.964_77.584,2024-03-05,3.1362324616685453,1
cell_12.964_77.584,2024-03-07,3.807417134781981,10
cell_12.964_77.584,2024-03-08,3.5271096228452428,1
cell_12.964_77.584,2024-03-09,3.870766360142504,10
cell_12.964_77.584,2024-03-10,3.175423556217107,3
cell_12.964_77.584,2024-03-11,3.7134735850010085,7
cell_12.964_77.584,2024-03-12,3.673180200159294,5
cell_12.964_77.584,2024-03-13,3.3043406545037923,10
cell_12.964_77.584,2024-03-15,3.175423556217107,3
cell_12.964_77.584,2024-03-16,3.5271096228452428,2
cell_12.964_77.584,2024-03-17,3.1362324616685453,1
cell_12.964_77.584,2024-03-19,3.735202342898106,43
cell_12.964_77.584,2024-03-20,4.070680284249014,18
cell_12.964_77.584,2024-03-21,3.955800936317362,21
cell_12.964_77.584,2024-03-23,3.1362324616685453,1
cell_12.964_77.584,2024-03-24,3.5271096228452428,2
cell_12.964_77.584,2024-03-25,3.429390332551068,4
cell_12.964_77.584,2024-03-27,3.5271096228452428,3
cell_12.964_77.584,2024-03-28,3.1362324616685453,1
cell_12.964_77.584,2024-03-29,3.990177087890374,20
cell_12.964_77.584,2024-03-30,4.152381459386939,30
cell_12.964_77.584,2024-04-02,3.1362324616685453,1
cell_12.964_77.584,2024-04-03,4.158625157569835,17
cell_12.964_77.584,2024-04-06,3.8036004070913134,8
cell_12.964_77.584,2024-04-07,4.2054528939415485,7
cell_12.964_77.584,2024-04-08,3.5271096228452428,1
cell_12.964_77.585,2023-11-13,0.7537718023763802,1
cell_12.964_77.585,2023-11-16,1.3953668248586915,2
cell_12.964_77.585,2023-11-25,1.8021222562636017,1
cell_12.964_77.585,2023-11-26,1.4759065198095778,1
cell_12.964_77.585,2023-11-30,1.1815018173645877,3
cell_12.964_77.585,2023-12-02,0.9886113934537812,2
cell_12.964_77.585,2023-12-21,0.7537718023763802,1
cell_12.964_77.585,2023-12-24,1.6390143880365897,2
cell_12.964_77.585,2024-01-02,1.902853202194654,6
cell_12.964_77.585,2024-01-21,0.7537718023763802,1
cell_12.964_77.585,2024-01-24,1.1745702463581926,5
cell_12.964_77.585,2024-02-06,1.1786549963416462,2
cell_12.964_77.585,2024-02-11,1.6189325025776076,8
cell_12.964_77.585,2024-02-13,1.4759065198095778,1
cell_12.964_77.585,2024-02-14,1.1786549963416462,1
cell_12.964_77.585,2024-02-15,1.4759065198095778,1
cell_12.964_77.585,2024-02-20,1.7205683221500956,4
cell_12.964_77.585,2024-02-22,1.4759065198095778,1
cell_12.964_77.585,2024-02-23,1.4759065198095778,2
cell_12.964_77.585,2024-02-28,1.1786549963416462,1
cell_12.964_77.585,2024-02-29,1.1786549963416462,1
cell_12.964_77.585,2024-03-05,1.1786549963416462,1
cell_12.964_77.585,2024-03-08,1.4759065198095778,1
cell_12.964_77.585,2024-03-12,1.4759065198095778,4
cell_12.964_77.585,2024-03-13,1.4759065198095778,3
cell_12.964_77.585,2024-03-17,1.4759065198095778,1
cell_12.964_77.585,2024-03-19,1.7047480922384253,1
cell_12.964_77.585,2024-03-30,2.0476928433652555,7
cell_12.964_77.585,2024-04-06,1.1786549963416462,1
cell_12.964_77.588,2024-03-22,1.1786549963416462,1
cell_12.964_77.589,2023-12-29,1.1786549963416462,1
cell_12.964_77.59,2023-12-29,1.1786549963416462,1
cell_12.964_77.603,2023-12-11,1.7047480922384253,1
cell_12.964_77.604,2023-11-30,1.4759065198095778,1
cell_12.964_77.604,2023-12-05,1.4759065198095778,1
cell_12.964_77.604,2024-03-05,0.7537718023763802,1
cell_12.964_77.606,2024-01-02,0.8599926008676967,4
cell_12.964_77.606,2024-02-03,0.9886113934537812,2
cell_12.964_77.615,2023-11-20,0.9886113934537812,1
cell_12.964_77.639,2024-04-08,1.9249075498144286,2
cell_12.964_77.64,2024-01-05,2.6741486494265287,5
cell_12.964_77.64,2024-01-13,2.0476928433652555,1
cell_12.964_77.64,2024-02-26,1.7047480922384253,1
cell_12.964_77.64,2024-03-14,2.409194828052304,2
cell_12.964_77.64,2024-04-08,2.302585092994046,4
cell_12.964_77.641,2023-12-07,1.4759065198095778,1
cell_12.964_77.641,2023-12-10,2.0476928433652555,1
cell_12.964_77.641,2023-12-12,1.890850371872286,1
cell_12.964_77.641,2023-12-28,1.6014272895672097,4
cell_12.964_77.641,2023-12-29,0.7537718023763802,1
cell_12.964_77.641,2024-01-05,1.7514272511569864,17
cell_12.964_77.641,2024-01-07,2.0888702690300582,5
cell_12.964_77.641,2024-01-11,1.5181521184095184,2
cell_12.964_77.641,2024-01-13,2.1796548041948247,2
cell_12.964_77.641,2024-01-14,2.0476928433652555,1
cell_12.964_77.641,2024-01-28,1.7617996815874166,2
cell_12.964_77.641,2024-02-05,1.4759065198095778,2
cell_12.964_77.641,2024-02-10,1.1786549963416462,1
cell_12.964_77.641,2024-02-26,1.1786549963416462,1
cell_12.964_77.642,2023-11-12,1.2381053010352325,5
cell_12.964_77.642,2023-11-14,1.4759065198095778,1
cell_12.964_77.642,2023-11-19,1.4222133898423202,3
cell_12.964_77.642,2023-12-10,1.6325255748579477,20
cell_12.964_77.642,2023-12-19,1.4759065198095778,1
cell_12.964_77.642,2023-12-22,1.4759065198095778,1
cell_12.964_77.642,2023-12-28,1.7047480922384253,1
cell_12.964_77.642,2024-01-05,1.8692766102564604,6
cell_12.964_77.642,2024-01-07,2.056614425517288,5
cell_12.964_77.642,2024-01-11,1.7063435553897293,2
cell_12.964_77.642,2024-01-13,2.409194828052304,2
cell_12.964_77.642,2024-01-15,1.8762204678018404,4
cell_12.964_77.642,2024-01-20,1.4759065198095778,1
cell_12.964_77.642,2024-01-23,0.7537718023763802,1
cell_12.964_77.642,2024-01-25,1.8021222562636017,2
cell_12.964_77.642,2024-01-28,1.452672104967861,3
cell_12.964_77.642,2024-02-01,1.8021222562636017,2
cell_12.964_77.642,2024-02-03,1.1786549963416462,1
cell_12.964_77.642,2024-02-05,1.802122256263602,3
cell_12.964_77.642,2024-02-07,1.7047480922384253,1
cell_12.964_77.642,2024-02-10,1.7819609689255091,4
cell_12.964_77.642,2024-02-26,1.4759065198095778,3
cell_12.964_77.642,2024-02-27,0.9662133993590132,2
cell_12.964_77.642,2024-03-05,1.1786549963416462,1
cell_12.964_77.642,2024-03-16,1.4759065198095778,1
cell_12.964_77.642,2024-03-17,1.5903273060240015,2
cell_12.964_77.642,2024-03-18,1.4759065198095778,1
cell_12.964_77.642,2024-04-03,1.4759065198095778,1
cell_12.964_77.642,2024-04-07,1.1786549963416462,1
cell_12.964_77.644,2024-01-04,1.4759065198095778,1
cell_12.964_77.702,2023-11-13,1.9215613911583154,1
cell_12.964_77.702,2024-02-09,1.1590349652812755,1
cell_12.964_77.711,2023-12-12,1.1590349652812755,1
cell_12.964_77.713,2024-03-20,1.1590349652812755,1
cell_12.964_77.714,2024-01-01,0.8993090531450396,1
cell_12.964_77.716,2024-01-20,1.6815190531099742,1
cell_12.964_77.717,2024-01-12,1.778408544350468,2
cell_12.964_77.717,2024-01-15,1.2400247195704626,3
cell_12.964_77.717,2024-01-20,1.4540194903241057,1
cell_12.964_77.717,2024-02-08,1.1590349652812755,1
cell_12.964_77.718,2023-12-09,1.5996081224176284,1
cell_12.964_77.718,2023-12-10,2.1019955687644587,9
cell_12.964_77.718,2023-12-12,1.7804800389621427,10
cell_12.964_77.718,2023-12-13,2.5169791529951535,11
cell_12.964_77.718,2023-12-15,1.9353745199149817,3
cell_12.964_77.718,2023-12-24,2.291519757368817,2
cell_12.964_77.718,2023-12-26,2.54732767465081,13
cell_12.964_77.718,2023-12-27,2.1495843536371386,3
cell_12.964_77.718,2024-01-01,2.6628032577268606,8
cell_12.964_77.718,2024-01-02,2.3217757622340356,31
cell_12.964_77.718,2024-01-03,2.46927422024648,16
cell_12.964_77.718,2024-01-04,2.482789631461978,15
cell_12.964_77.718,2024-01-05,2.1826641835508296,5
cell_12.964_77.718,2024-01-06,2.2231686898131193,10
cell_12.964_77.718,2024-01-08,2.6055304277984837,13
cell_12.964_77.718,2024-01-09,2.4661578774932917,39
cell_12.964_77.718,2024-01-10,2.1727424414283636,15
cell_12.964_77.718,2024-01-12,2.3696218924634036,6
cell_12.964_77.718,2024-01-15,2.735602396822515,21
cell_12.964_77.718,2024-01-16,2.1849888269898687,9
cell_12.964_77.718,2024-01-17,2.391550524120857,7
cell_12.964_77.718,2024-01-18,2.3534039815309398,6
cell_12.964_77.718,2024-01-20,2.4602863536321204,15
cell_12.964_77.718,2024-01-21,2.6018497768124584,15
cell_12.964_77.718,2024-01-22,2.0365875103692272,13
cell_12.964_77.718,2024-01-23,2.292186968357986,6
cell_12.964_77.718,2024-01-24,2.207428440000958,7
cell_12.964_77.718,2024-01-29,2.398077336749093,6
cell_12.964_77.718,2024-01-30,2.214326067558107,6
cell_12.964_77.718,2024-01-31,2.609858073531307,6
cell_12.964_77.718,2024-02-01,1.0904275217076953,1
cell_12.964_77.718,2024-02-02,2.186296599966879,6
cell_12.964_77.718,2024-02-03,1.5996081224176284,1
cell_12.964_77.718,2024-02-05,1.8234523874158637,3
cell_12.964_77.718,2024-02-06,1.9387696863546169,11
cell_12.964_77.718,2024-02-07,2.186296599966879,4
cell_12.964_77.718,2024-02-09,1.9709205649618036,5
cell_12.964_77.718,2024-02-10,2.186296599966879,5
cell_12.964_77.718,2024-02-11,2.1728046782175388,3
cell_12.964_77.718,2024-02-18,1.5996081224176284,1
cell_12.964_77.718,2024-02-27,2.1777077651400107,10
cell_12.964_77.718,2024-02-28,1.644474495342773,3
cell_12.964_77.718,2024-03-09,1.5996081224176284,1
cell_12.964_77.718,2024-03-10,2.3810861562617003,6
cell_12.964_77.718,2024-03-16,1.5996081224176284,1
cell_12.964_77.718,2024-03-21,2.186296599966879,4
cell_12.964_77.718,2024-03-22,1.9353745199149817,3
cell_12.964_77.719,2023-12-26,1.1786549963416462,1
cell_12.964_77.733,2023-12-16,0.9662133993590132,2
cell_12.964_77.733,2023-12-28,1.5619515284283036,6
cell_12.964_77.733,2024-01-02,1.0268894459212305,3
cell_12.964_77.733,2024-01-04,0.5596157879354227,1
cell_12.964_77.733,2024-01-06,1.0670630826803502,19
cell_12.964_77.733,2024-01-10,1.0283496877742953,9
cell_12.964_77.733,2024-01-11,1.33828514193353,1
cell_12.964_77.733,2024-01-13,0.8922861222809748,2
cell_12.964_77.733,2024-01-31,1.069870792253004,4
cell_12.964_77.733,2024-02-03,1.3032386152085929,5
cell_12.964_77.733,2024-02-22,1.1786549963416462,5
cell_12.964_77.733,2024-02-24,0.5596157879354227,1
cell_12.964_77.733,2024-02-27,1.0560526742493137,1
cell_12.964_77.733,2024-03-31,1.339979727322006,24
cell_12.964_77.733,2024-04-02,0.7537718023763802,1
cell_12.964_77.749,2023-11-15,1.4759065198095778,2
cell_12.964_77.749,2024-01-17,0.7537718023763802,1
cell_12.964_77.749,2024-04-05,0.5596157879354227,1
cell_12.965_77.505,2024-03-10,0.9886113934537812,1
cell_12.965_77.505,2024-03-23,0.5596157879354227,1
cell_12.965_77.505,2024-03-31,0.5596157879354227,1
cell_12.965_77.509,2024-02-19,0.7537718023763802,1
cell_12.965_77.534,2024-02-26,1.7258330759608702,1
cell_12.965_77.534,2024-02-29,1.7258330759608702,1
cell_12.965_77.535,2024-01-15,2.070123002550612,2
cell_12.965_77.537,2023-11-15,1.405639144107023,1
cell_12.965_77.537,2023-11-18,1.7258330759608702,1
cell_12.965_77.537,2023-11-20,1.4957985494127144,2
cell_12.965_77.537,2023-11-26,2.070123002550612,1
cell_12.965_77.537,2023-11-29,2.070123002550612,1
cell_12.965_77.537,2023-12-04,2.070123002550612,1
cell_12.965_77.537,2023-12-05,2.3257543281114574,1
cell_12.965_77.537,2023-12-09,2.43262136590008,2
cell_12.965_77.537,2023-12-16,2.43262136590008,2
cell_12.965_77.537,2023-12-19,1.8705276760076608,5
cell_12.965_77.537,2023-12-20,2.3257543281114574,1
cell_12.965_77.537,2023-12-21,1.9642099576563972,2
cell_12.965_77.537,2023-12-23,1.196524932785067,1
cell_12.965_77.537,2023-12-28,2.529162468813422,1
cell_12.965_77.537,2023-12-30,2.43262136590008,2
cell_12.965_77.537,2024-01-14,2.070123002550612,1
cell_12.965_77.537,2024-01-16,2.0171664801035045,4
cell_12.965_77.537,2024-01-19,2.5036524773180675,5
cell_12.965_77.537,2024-01-20,2.698107327657367,5
cell_12.965_77.537,2024-01-28,2.5653643467787237,2
cell_12.965_77.537,2024-01-30,2.3182310775228183,9
cell_12.965_77.537,2024-02-03,2.070123002550612,2
cell_12.965_77.537,2024-02-06,1.7258330759608702,2
cell_12.965_77.537,2024-02-08,1.7258330759608702,1
cell_12.965_77.537,2024-02-10,1.9679881752415174,1
cell_12.965_77.537,2024-02-18,2.070123002550612,2
cell_12.965_77.537,2024-03-14,2.1077910709408716,4
cell_12.965_77.537,2024-03-17,2.070123002550612,2
cell_12.965_77.537,2024-03-20,2.070123002550612,2
cell_12.965_77.537,2024-04-08,1.9679881752415174,6
cell_12.965_77.538,2023-11-09,2.6171984589026542,1
cell_12.965_77.538,2023-11-11,2.432392445959171,2
cell_12.965_77.538,2023-11-12,2.3744214104739636,11
cell_12.965_77.538,2023-11-13,2.3290198639776007,3
cell_12.965_77.538,2023-11-15,1.7383560532841098,4
cell_12.965_77.538,2023-11-17,2.791970082296611,4
cell_12.965_77.538,2023-11-18,2.18389881474023,5
cell_12.965_77.538,2023-11-20,2.6578155234773133,5
cell_12.965_77.538,2023-11-22,1.6548761950960258,1
cell_12.965_77.538,2023-11-24,1.9512313140558568,2
cell_12.965_77.538,2023-11-25,2.660655302707839,14
cell_12.965_77.538,2023-11-26,2.247586433015688,1
cell_12.965_77.538,2023-11-27,2.3290198639776007,3
cell_12.965_77.538,2023-11-29,2.13603732699934,2
cell_12.965_77.538,2023-11-30,1.6548761950960258,1
cell_12.965_77.538,2023-12-03,2.748955099686629,7
cell_12.965_77.538,2023-12-04,2.9980268572800868,2
cell_12.965_77.538,2023-12-05,3.157603985724095,5
cell_12.965_77.538,2023-12-06,2.247586433015688,1
cell_12.965_77.538,2023-12-09,2.8900377936882315,6
cell_12.965_77.538,2023-12-11,1.9945163673263573,2
cell_12.965_77.538,2023-12-12,1.6548761950960258,1
cell_12.965_77.538,2023-12-15,1.9945163673263575,3
cell_12.965_77.538,2023-12-16,2.748955099686629,7
cell_12.965_77.538,2023-12-19,2.8629300687081254,5
cell_12.965_77.538,2023-12-20,2.478655596221927,6
cell_12.965_77.538,2023-12-21,3.273159159169751,2
cell_12.965_77.538,2023-12-22,2.6171984589026542,1
cell_12.965_77.538,2023-12-23,2.437638990862151,11
cell_12.965_77.538,2023-12-30,2.3058574131145058,6
cell_12.965_77.538,2024-01-10,2.9980268572800868,2
cell_12.965_77.538,2024-01-14,2.496271612303222,2
cell_12.965_77.538,2024-01-16,2.4506052251048986,7
cell_12.965_77.538,2024-01-19,2.9980268572800868,3
cell_12.965_77.538,2024-01-20,2.2453939898147897,4
cell_12.965_77.538,2024-01-22,1.6548761950960258,1
cell_12.965_77.538,2024-01-24,2.9980268572800868,2
cell_12.965_77.538,2024-01-26,1.6548761950960258,1
cell_12.965_77.538,2024-01-28,3.273159159169751,5
cell_12.965_77.538,2024-01-30,2.614683955913786,7
cell_12.965_77.538,2024-02-02,2.3681256222721356,5
cell_12.965_77.538,2024-02-03,2.7450811781942934,16
cell_12.965_77.538,2024-02-05,2.247586433015688,1
cell_12.965_77.538,2024-02-06,2.5432760537252608,5
cell_12.965_77.538,2024-02-07,2.247586433015688,2
cell_12.965_77.538,2024-02-08,2.4096377617105555,3
cell_12.965_77.538,2024-02-10,2.5578640395826175,10
cell_12.965_77.538,2024-02-12,2.8076126580913705,2
cell_12.965_77.538,2024-02-14,2.3681256222721356,5
cell_12.965_77.538,2024-02-18,2.247586433015688,1
cell_12.965_77.538,2024-03-14,2.1598625242911287,12
cell_12.965_77.538,2024-03-17,2.247586433015688,1
cell_12.965_77.538,2024-03-18,2.7182605561395508,7
cell_12.965_77.538,2024-03-20,2.574191166366659,7
cell_12.965_77.538,2024-04-08,2.247586433015688,2
cell_12.965_77.539,2023-11-09,4.280848354948347,18
cell_12.965_77.539,2023-11-10,3.7176626491579627,17
cell_12.965_77.539,2023-11-11,4.199557752165569,50
cell_12.965_77.539,2023-11-12,4.144540088137989,24
cell_12.965_77.539,2023-11-13,4.262740508945694,15
cell_12.965_77.539,2023-11-14,3.3353868445917687,1
cell_12.965_77.539,2023-11-15,3.7919077763579505,38
cell_12.965_77.539,2023-11-16,4.012883742338012,6
cell_12.965_77.539,2023-11-17,3.8826621809254878,11
cell_12.965_77.539,2023-11-18,4.1985089029733285,29
cell_12.965_77.539,2023-11-19,3.7289140413561728,3
cell_12.965_77.539,2023-11-20,4.270117177047938,24
cell_12.965_77.539,2023-11-22,4.316384022870178,25
cell_12.965_77.539,2023-11-23,4.157161192663438,11
cell_12.965_77.539,2023-11-24,3.8980422129635444,6
cell_12.965_77.539,2023-11-25,4.188007722436869,105
cell_12.965_77.539,2023-11-26,4.0105732866379,5
cell_12.965_77.539,2023-11-27,4.176987394476127,9
cell_12.965_77.539,2023-11-28,3.7494524581488955,14
cell_12.965_77.539,2023-11-29,4.165011466964506,50
cell_12.965_77.539,2023-11-30,3.949355932619459,8
cell_12.965_77.539,2023-12-02,4.4099790732186985,1
cell_12.965_77.539,2023-12-03,3.9882825960142116,7
cell_12.965_77.539,2023-12-04,4.089737407437428,3
cell_12.965_77.539,2023-12-05,4.412959072998323,11
cell_12.965_77.539,2023-12-06,4.191032073225252,24
cell_12.965_77.539,2023-12-08,4.181747195172528,7
cell_12.965_77.539,2023-12-09,4.6186127303286515,9
cell_12.965_77.539,2023-12-11,4.178888604310377,16
cell_12.965_77.539,2023-12-12,4.262763155130526,23
cell_12.965_77.539,2023-12-13,3.6935842541340786,3
cell_12.965_77.539,2023-12-15,4.524152597217769,13
cell_12.965_77.539,2023-12-16,4.144706196806793,18
cell_12.965_77.539,2023-12-19,4.180604716299194,44
cell_12.965_77.539,2023-12-20,4.122413868635618,21
cell_12.965_77.539,2023-12-21,4.0105732866379,13
cell_12.965_77.539,2023-12-22,4.614160345690728,9
cell_12.965_77.539,2023-12-23,4.173267499547905,72
cell_12.965_77.539,2023-12-28,3.9594756640037607,14
cell_12.965_77.539,2023-12-30,4.187190081659699,25
cell_12.965_77.539,2024-01-01,3.7289140413561728,2
cell_12.965_77.539,2024-01-02,3.3353868445917687,1
cell_12.965_77.539,2024-01-03,3.8805767118924877,13
cell_12.965_77.539,2024-01-04,4.0105732866379,4
cell_12.965_77.539,2024-01-07,3.3353868445917687,2
cell_12.965_77.539,2024-01-09,4.811384139599939,2
cell_12.965_77.539,2024-01-10,4.064026014334645,15
cell_12.965_77.539,2024-01-11,3.812351078699277,2
cell_12.965_77.539,2024-01-13,4.071923622668294,18
cell_12.965_77.539,2024-01-14,3.7289140413561728,2
cell_12.965_77.539,2024-01-15,4.0676312561494425,7
cell_12.965_77.539,2024-01-16,4.052561659912192,17
cell_12.965_77.539,2024-01-18,4.3419682860140725,9
cell_12.965_77.539,2024-01-19,4.197913441436303,18
cell_12.965_77.539,2024-01-20,4.088710841397063,18
cell_12.965_77.539,2024-01-21,4.147535550515173,11
cell_12.965_77.539,2024-01-22,3.3353868445917687,1
cell_12.965_77.539,2024-01-23,3.938389161855094,7
cell_12.965_77.539,2024-01-24,4.109629301917942,13
cell_12.965_77.539,2024-01-25,4.171767291286955,4
cell_12.965_77.539,2024-01-26,4.081336497757082,29
cell_12.965_77.539,2024-01-29,4.033037050047733,26
cell_12.965_77.539,2024-01-30,4.309119020004962,31
cell_12.965_77.539,2024-02-01,4.13724817074014,27
cell_12.965_77.539,2024-02-02,4.600729217278923,51
cell_12.965_77.539,2024-02-03,4.600618555008494,66
cell_12.965_77.539,2024-02-04,3.3353868445917687,1
cell_12.965_77.539,2024-02-05,4.466792820235335,8
