spatial_cell,embedding_row,archetype_name
cell_12.901_77.593,618,Night Spillovers
cell_12.901_77.594,619,Night Spillovers
cell_12.901_77.601,620,Night Spillovers
cell_12.901_77.608,621,Night Spillovers
cell_12.901_77.633,622,Night Spillovers
cell_12.901_77.639,623,Junction Choke Points
cell_12.901_77.66,624,Night Spillovers
cell_12.901_77.661,625,Freight Obstruction Corridors
cell_12.901_77.675,626,Night Spillovers
cell_12.901_77.676,627,Night Spillovers
cell_12.901_77.688,628,Night Spillovers
cell_12.901_77.689,629,Junction Choke Points
cell_12.901_77.709,630,Night Spillovers
cell_12.901_77.71,631,Night Spillovers
cell_12.902_77.544,632,Night Spillovers
cell_12.902_77.567,633,Night Spillovers
cell_12.902_77.582,634,Night Spillovers
cell_12.902_77.586,635,Junction Choke Points
cell_12.902_77.594,636,Freight Obstruction Corridors
cell_12.902_77.601,637,Junction Choke Points
cell_12.902_77.628,638,Night Spillovers
cell_12.902_77.632,639,Night Spillovers
cell_12.902_77.639,640,Junction Choke Points
cell_12.902_77.641,641,Mixed Risk Zone
cell_12.902_77.651,642,Night Spillovers
cell_12.902_77.66,643,Night Spillovers
cell_12.902_77.661,644,Night Spillovers
cell_12.902_77.676,645,Night Spillovers
cell_12.902_77.688,646,Night Spillovers
cell_12.902_77.707,647,Night Spillovers
cell_12.902_77.708,648,Night Spillovers
cell_12.902_77.709,649,Night Spillovers
cell_12.903_77.519,650,Night Spillovers
cell_12.903_77.545,651,Freight Obstruction Corridors
cell_12.903_77.573,652,Night Spillovers
cell_12.903_77.578,653,Junction Choke Points
cell_12.903_77.586,654,Junction Choke Points
cell_12.903_77.595,655,Junction Choke Points
cell_12.903_77.624,656,Night Spillovers
cell_12.903_77.625,657,Night Spillovers
cell_12.903_77.626,658,Night Spillovers
cell_12.903_77.627,659,Night Spillovers
cell_12.903_77.628,660,Night Spillovers
cell_12.903_77.631,661,Night Spillovers
cell_12.903_77.632,662,Night Spillovers
cell_12.903_77.633,663,Night Spillovers
cell_12.903_77.642,664,Night Spillovers
cell_12.903_77.651,665,Night Spillovers
cell_12.903_77.661,666,Night Spillovers
cell_12.903_77.662,667,Night Spillovers
cell_12.903_77.676,668,Night Spillovers
cell_12.903_77.704,669,Mixed Risk Zone
cell_12.903_77.705,670,Mixed Risk Zone
cell_12.903_77.709,671,Freight Obstruction Corridors
cell_12.904_77.45,672,Night Spillovers
cell_12.904_77.511,673,Night Spillovers
cell_12.904_77.512,674,Freight Obstruction Corridors
cell_12.904_77.533,675,Night Spillovers
cell_12.904_77.565,676,Mixed Risk Zone
cell_12.904_77.573,677,Junction Choke Points
cell_12.904_77.586,678,Junction Choke Points
cell_12.904_77.595,679,Junction Choke Points
cell_12.904_77.601,680,Junction Choke Points
cell_12.904_77.626,681,Night Spillovers
cell_12.904_77.627,682,Night Spillovers
cell_12.904_77.631,683,Night Spillovers
cell_12.904_77.642,684,Night Spillovers
cell_12.904_77.65,685,Mixed Risk Zone
cell_12.904_77.651,686,Freight Obstruction Corridors
cell_12.904_77.676,687,Night Spillovers
cell_12.904_77.702,688,Night Spillovers
cell_12.904_77.703,689,Night Spillovers
cell_12.904_77.704,690,Night Spillovers
cell_12.905_77.53,691,Night Spillovers
cell_12.905_77.543,692,Night Spillovers
cell_12.905_77.573,693,Junction Choke Points
cell_12.905_77.585,694,Junction Choke Points
cell_12.905_77.586,695,Junction Choke Points
cell_12.905_77.611,696,Freight Obstruction Corridors
cell_12.905_77.628,697,Freight Obstruction Corridors
cell_12.905_77.63,698,Night Spillovers
cell_12.905_77.631,699,Night Spillovers
cell_12.905_77.639,700,Night Spillovers
cell_12.905_77.676,701,Mixed Risk Zone
cell_12.905_77.701,702,Night Spillovers
cell_12.905_77.702,703,Junction Choke Points
cell_12.905_77.703,704,Night Spillovers
cell_12.905_77.704,705,Night Spillovers
cell_12.905_77.705,706,Night Spillovers
cell_12.906_77.476,707,Junction Choke Points
cell_12.906_77.533,708,Night Spillovers
cell_12.906_77.54,709,Mixed Risk Zone
cell_12.906_77.542,710,Night Spillovers
cell_12.906_77.543,711,Mixed Risk Zone
cell_12.906_77.544,712,Mixed Risk Zone
cell_12.906_77.546,713,Mixed Risk Zone
cell_12.906_77.547,714,Night Spillovers
cell_12.906_77.558,715,Freight Obstruction Corridors
cell_12.906_77.573,716,Junction Choke Points
cell_12.906_77.574,717,Junction Choke Points
cell_12.906_77.575,718,Junction Choke Points
cell_12.906_77.576,719,Junction Choke Points
cell_12.906_77.578,720,Junction Choke Points
cell_12.906_77.579,721,Junction Choke Points
cell_12.906_77.58,722,Junction Choke Points
cell_12.906_77.581,723,Junction Choke Points
cell_12.906_77.582,724,Junction Choke Points
cell_12.906_77.583,725,Junction Choke Points
cell_12.906_77.585,726,Junction Choke Points
cell_12.906_77.586,727,Junction Choke Points
cell_12.906_77.587,728,Junction Choke Points
cell_12.906_77.588,729,Junction Choke Points
cell_12.906_77.589,730,Junction Choke Points
cell_12.906_77.59,731,Junction Choke Points
cell_12.906_77.591,732,Junction Choke Points
cell_12.906_77.592,733,Junction Choke Points
cell_12.906_77.593,734,Junction Choke Points
cell_12.906_77.595,735,Freight Obstruction Corridors
cell_12.906_77.602,736,Junction Choke Points
cell_12.906_77.604,737,Junction Choke Points
cell_12.906_77.613,738,Freight Obstruction Corridors
cell_12.906_77.628,739,Mixed Risk Zone
cell_12.906_77.629,740,Night Spillovers
cell_12.906_77.63,741,Junction Choke Points
cell_12.906_77.631,742,Mixed Risk Zone
cell_12.906_77.632,743,Night Spillovers
cell_12.906_77.637,744,Night Spillovers
cell_12.906_77.638,745,Night Spillovers
cell_12.906_77.639,746,Night Spillovers
cell_12.906_77.644,747,Night Spillovers
cell_12.906_77.676,748,Night Spillovers
cell_12.906_77.696,749,Night Spillovers
cell_12.906_77.697,750,Night Spillovers
cell_12.906_77.698,751,Night Spillovers
cell_12.906_77.699,752,Night Spillovers
cell_12.906_77.7,753,Junction Choke Points
cell_12.907_77.532,754,Night Spillovers
cell_12.907_77.533,755,Night Spillovers
cell_12.907_77.534,756,Night Spillovers
cell_12.907_77.535,757,Night Spillovers
cell_12.907_77.54,758,Night Spillovers
cell_12.907_77.541,759,Mixed Risk Zone
cell_12.907_77.542,760,Mixed Risk Zone
cell_12.907_77.545,761,Junction Choke Points
cell_12.907_77.546,762,Mixed Risk Zone
cell_12.907_77.547,763,Mixed Risk Zone
cell_12.907_77.571,764,Junction Choke Points
cell_12.907_77.572,765,Junction Choke Points
cell_12.907_77.573,766,Junction Choke Points
cell_12.907_77.574,767,Junction Choke Points
cell_12.907_77.576,768,Junction Choke Points
cell_12.907_77.577,769,Junction Choke Points
cell_12.907_77.578,770,Junction Choke Points
cell_12.907_77.579,771,Junction Choke Points
cell_12.907_77.58,772,Junction Choke Points
cell_12.907_77.581,773,Junction Choke Points
cell_12.907_77.585,774,Junction Choke Points
cell_12.907_77.586,775,Junction Choke Points
cell_12.907_77.588,776,Junction Choke Points
cell_12.907_77.59,777,Junction Choke Points
cell_12.907_77.591,778,Junction Choke Points
cell_12.907_77.592,779,Junction Choke Points
cell_12.907_77.595,780,Junction Choke Points
cell_12.907_77.599,781,Junction Choke Points
cell_12.907_77.6,782,Junction Choke Points
cell_12.907_77.601,783,Junction Choke Points
cell_12.907_77.602,784,Junction Choke Points
cell_12.907_77.603,785,Junction Choke Points
cell_12.907_77.628,786,Mixed Risk Zone
cell_12.907_77.629,787,Junction Choke Points
cell_12.907_77.63,788,Night Spillovers
cell_12.907_77.631,789,Mixed Risk Zone
cell_12.907_77.632,790,Mixed Risk Zone
cell_12.907_77.633,791,Night Spillovers
cell_12.907_77.634,792,Night Spillovers
cell_12.907_77.635,793,Night Spillovers
cell_12.907_77.636,794,Night Spillovers
cell_12.907_77.637,795,Night Spillovers
cell_12.907_77.639,796,Freight Obstruction Corridors
cell_12.907_77.645,797,Mixed Risk Zone
cell_12.907_77.676,798,Night Spillovers
cell_12.907_77.694,799,Junction Choke Points
cell_12.907_77.695,800,Night Spillovers
cell_12.907_77.696,801,Night Spillovers
cell_12.907_77.697,802,Night Spillovers
cell_12.907_77.698,803,Night Spillovers
cell_12.908_77.533,804,Night Spillovers
cell_12.908_77.538,805,Mixed Risk Zone
cell_12.908_77.539,806,Mixed Risk Zone
cell_12.908_77.54,807,Night Spillovers
cell_12.908_77.548,808,Mixed Risk Zone
cell_12.908_77.57,809,Junction Choke Points
cell_12.908_77.571,810,Junction Choke Points
cell_12.908_77.573,811,Junction Choke Points
cell_12.908_77.586,812,Mixed Risk Zone
cell_12.908_77.599,813,Junction Choke Points
cell_12.908_77.6,814,Junction Choke Points
cell_12.908_77.601,815,Junction Choke Points
cell_12.908_77.602,816,Junction Choke Points
cell_12.908_77.614,817,Night Spillovers
cell_12.908_77.628,818,Night Spillovers
cell_12.908_77.629,819,Freight Obstruction Corridors
cell_12.908_77.633,820,Freight Obstruction Corridors
cell_12.908_77.635,821,Night Spillovers
cell_12.908_77.644,822,Mixed Risk Zone
cell_12.908_77.645,823,Night Spillovers
cell_12.908_77.649,824,Night Spillovers
cell_12.908_77.676,825,Night Spillovers
cell_12.908_77.692,826,Night Spillovers
cell_12.908_77.693,827,Night Spillovers
cell_12.908_77.694,828,Night Spillovers
cell_12.909_77.513,829,Night Spillovers
cell_12.909_77.533,830,Night Spillovers
cell_12.909_77.549,831,Night Spillovers
cell_12.909_77.55,832,Mixed Risk Zone
cell_12.909_77.551,833,Junction Choke Points
cell_12.909_77.558,834,Freight Obstruction Corridors
cell_12.909_77.565,835,Freight Obstruction Corridors
cell_12.909_77.57,836,Junction Choke Points
cell_12.909_77.573,837,Junction Choke Points
cell_12.909_77.577,838,Junction Choke Points
cell_12.909_77.588,839,Junction Choke Points
cell_12.909_77.595,840,Junction Choke Points
cell_12.909_77.6,841,Junction Choke Points
cell_12.909_77.601,842,Junction Choke Points
cell_12.909_77.602,843,Junction Choke Points
cell_12.909_77.628,844,Night Spillovers
cell_12.909_77.632,845,Night Spillovers
cell_12.909_77.633,846,Freight Obstruction Corridors
cell_12.909_77.635,847,Night Spillovers
cell_12.909_77.638,848,Night Spillovers
cell_12.909_77.639,849,Night Spillovers
cell_12.909_77.64,850,Mixed Risk Zone
cell_12.909_77.641,851,Mixed Risk Zone
cell_12.909_77.643,852,Night Spillovers
cell_12.909_77.644,853,Night Spillovers
cell_12.909_77.645,854,Night Spillovers
cell_12.909_77.652,855,Mixed Risk Zone
cell_12.909_77.676,856,Night Spillovers
cell_12.909_77.681,857,Mixed Risk Zone
cell_12.909_77.687,858,Night Spillovers
cell_12.909_77.688,859,Junction Choke Points
cell_12.909_77.689,860,Night Spillovers
cell_12.909_77.69,861,Night Spillovers
cell_12.909_77.691,862,Mixed Risk Zone
cell_12.909_77.705,863,Mixed Risk Zone
cell_12.911_77.48,864,Night Spillovers
cell_12.911_77.484,865,Night Spillovers
cell_12.911_77.485,866,Night Spillovers
cell_12.911_77.551,867,Night Spillovers
cell_12.911_77.552,868,Mixed Risk Zone
cell_12.911_77.558,869,Night Spillovers
cell_12.911_77.559,870,Night Spillovers
cell_12.911_77.573,871,Junction Choke Points
cell_12.911_77.574,872,Junction Choke Points
cell_12.911_77.575,873,Junction Choke Points
cell_12.911_77.576,874,Junction Choke Points
cell_12.911_77.577,875,Junction Choke Points
cell_12.911_77.578,876,Junction Choke Points
cell_12.911_77.579,877,Junction Choke Points
cell_12.911_77.58,878,Junction Choke Points
cell_12.911_77.581,879,Junction Choke Points
cell_12.911_77.582,880,Junction Choke Points
cell_12.911_77.583,881,Junction Choke Points
cell_12.911_77.584,882,Junction Choke Points
cell_12.911_77.585,883,Junction Choke Points
cell_12.911_77.586,884,Junction Choke Points
cell_12.911_77.587,885,Junction Choke Points
cell_12.911_77.588,886,Junction Choke Points
cell_12.911_77.599,887,Freight Obstruction Corridors
cell_12.911_77.6,888,Junction Choke Points
cell_12.911_77.61,889,Night Spillovers
cell_12.911_77.626,890,Night Spillovers
cell_12.911_77.627,891,Night Spillovers
cell_12.911_77.632,892,Freight Obstruction Corridors
cell_12.911_77.633,893,Freight Obstruction Corridors
cell_12.911_77.635,894,Night Spillovers
cell_12.911_77.638,895,Junction Choke Points
cell_12.911_77.642,896,Night Spillovers
cell_12.911_77.644,897,Night Spillovers
cell_12.911_77.645,898,Night Spillovers
cell_12.911_77.652,899,Night Spillovers
cell_12.911_77.677,900,Freight Obstruction Corridors
cell_12.911_77.682,901,Freight Obstruction Corridors
cell_12.911_77.683,902,Night Spillovers
cell_12.911_77.684,903,Night Spillovers
cell_12.911_77.685,904,Night Spillovers
cell_12.911_77.686,905,Night Spillovers
cell_12.911_77.698,906,Night Spillovers
cell_12.912_77.48,907,Night Spillovers
cell_12.912_77.481,908,Night Spillovers
cell_12.912_77.485,909,Night Spillovers
cell_12.912_77.552,910,Junction Choke Points
cell_12.912_77.556,911,Freight Obstruction Corridors
cell_12.912_77.558,912,Freight Obstruction Corridors
cell_12.912_77.559,913,Night Spillovers
cell_12.912_77.567,914,Junction Choke Points
cell_12.912_77.568,915,Night Spillovers
cell_12.912_77.573,916,Junction Choke Points
cell_12.912_77.578,917,Night Spillovers
cell_12.912_77.579,918,Junction Choke Points
cell_12.912_77.585,919,Junction Choke Points
cell_12.912_77.586,920,Junction Choke Points
cell_12.912_77.587,921,Junction Choke Points
cell_12.912_77.588,922,Junction Choke Points
cell_12.912_77.59,923,Freight Obstruction Corridors
cell_12.912_77.599,924,Freight Obstruction Corridors
cell_12.912_77.6,925,Junction Choke Points
cell_12.912_77.602,926,Night Spillovers
cell_12.912_77.606,927,Mixed Risk Zone
cell_12.912_77.61,928,Junction Choke Points
cell_12.912_77.625,929,Night Spillovers
cell_12.912_77.626,930,Junction Choke Points
cell_12.912_77.627,931,Mixed Risk Zone
cell_12.912_77.632,932,Freight Obstruction Corridors
cell_12.912_77.633,933,Night Spillovers
cell_12.912_77.634,934,Mixed Risk Zone
cell_12.912_77.635,935,Mixed Risk Zone
cell_12.912_77.636,936,Mixed Risk Zone
cell_12.912_77.637,937,Night Spillovers
cell_12.912_77.638,938,Junction Choke Points
cell_12.912_77.639,939,Night Spillovers
cell_12.912_77.64,940,Night Spillovers
cell_12.912_77.641,941,Night Spillovers
cell_12.912_77.642,942,Night Spillovers
cell_12.912_77.643,943,Night Spillovers
cell_12.912_77.644,944,Mixed Risk Zone
cell_12.912_77.645,945,Night Spillovers
cell_12.912_77.646,946,Night Spillovers
cell_12.912_77.647,947,Night Spillovers
cell_12.912_77.648,948,Night Spillovers
cell_12.912_77.649,949,Night Spillovers
cell_12.912_77.65,950,Night Spillovers
cell_12.912_77.651,951,Night Spillovers
cell_12.912_77.652,952,Night Spillovers
cell_12.912_77.677,953,Night Spillovers
cell_12.912_77.68,954,Night Spillovers
cell_12.912_77.681,955,Night Spillovers
cell_12.912_77.682,956,Night Spillovers
cell_12.912_77.683,957,Night Spillovers
cell_12.913_77.481,958,Night Spillovers
cell_12.913_77.485,959,Night Spillovers
cell_12.913_77.486,960,Mixed Risk Zone
cell_12.913_77.514,961,Junction Choke Points
cell_12.913_77.546,962,Freight Obstruction Corridors
cell_12.913_77.553,963,Freight Obstruction Corridors
cell_12.913_77.566,964,Freight Obstruction Corridors
cell_12.913_77.567,965,Junction Choke Points
cell_12.913_77.573,966,Junction Choke Points
cell_12.913_77.579,967,Junction Choke Points
cell_12.913_77.586,968,Junction Choke Points
cell_12.913_77.599,969,Freight Obstruction Corridors
cell_12.913_77.603,970,Night Spillovers
cell_12.913_77.604,971,Night Spillovers
cell_12.913_77.605,972,Night Spillovers
cell_12.913_77.606,973,Night Spillovers
cell_12.913_77.61,974,Junction Choke Points
cell_12.913_77.611,975,Junction Choke Points
cell_12.913_77.625,976,Night Spillovers
cell_12.913_77.626,977,Junction Choke Points
cell_12.913_77.632,978,Night Spillovers
cell_12.913_77.633,979,Night Spillovers
cell_12.913_77.634,980,Mixed Risk Zone
cell_12.913_77.635,981,Mixed Risk Zone
cell_12.913_77.636,982,Night Spillovers
cell_12.913_77.638,983,Night Spillovers
cell_12.913_77.644,984,Night Spillovers
cell_12.913_77.645,985,Night Spillovers
cell_12.913_77.652,986,Night Spillovers
cell_12.913_77.677,987,Night Spillovers
cell_12.913_77.678,988,Mixed Risk Zone
cell_12.913_77.679,989,Night Spillovers
cell_12.913_77.68,990,Night Spillovers
cell_12.913_77.681,991,Night Spillovers
cell_12.914_77.481,992,Night Spillovers
cell_12.914_77.485,993,Mixed Risk Zone
cell_12.914_77.486,994,Night Spillovers
cell_12.914_77.487,995,Night Spillovers
cell_12.914_77.547,996,Night Spillovers
cell_12.914_77.554,997,Mixed Risk Zone
cell_12.914_77.56,998,Freight Obstruction Corridors
cell_12.914_77.567,999,Junction Choke Points
cell_12.914_77.568,1000,Junction Choke Points
cell_12.914_77.572,1001,Junction Choke Points
cell_12.914_77.573,1002,Junction Choke Points
cell_12.914_77.579,1003,Night Spillovers
cell_12.914_77.586,1004,Junction Choke Points
cell_12.914_77.594,1005,Freight Obstruction Corridors
cell_12.914_77.599,1006,Freight Obstruction Corridors
cell_12.914_77.6,1007,Junction Choke Points
cell_12.914_77.604,1008,Night Spillovers
cell_12.914_77.605,1009,Night Spillovers
cell_12.914_77.606,1010,Night Spillovers
cell_12.914_77.607,1011,Junction Choke Points
cell_12.914_77.608,1012,Junction Choke Points
cell_12.914_77.609,1013,Junction Choke Points
cell_12.914_77.61,1014,Junction Choke Points
cell_12.914_77.624,1015,Freight Obstruction Corridors
cell_12.914_77.626,1016,Night Spillovers
cell_12.914_77.632,1017,Night Spillovers
cell_12.914_77.635,1018,Mixed Risk Zone
cell_12.914_77.638,1019,Night Spillovers
cell_12.914_77.644,1020,Night Spillovers
cell_12.914_77.645,1021,Night Spillovers
cell_12.914_77.652,1022,Night Spillovers
cell_12.914_77.666,1023,Night Spillovers
cell_12.914_77.667,1024,Night Spillovers
cell_12.914_77.677,1025,Night Spillovers
cell_12.914_77.678,1026,Night Spillovers
cell_12.914_77.679,1027,Night Spillovers
cell_12.915_77.481,1028,Night Spillovers
cell_12.915_77.482,1029,Night Spillovers
cell_12.915_77.488,1030,Mixed Risk Zone
cell_12.915_77.515,1031,Night Spillovers
cell_12.915_77.553,1032,Freight Obstruction Corridors
cell_12.915_77.554,1033,Mixed Risk Zone
cell_12.915_77.56,1034,Mixed Risk Zone
cell_12.915_77.566,1035,Junction Choke Points
cell_12.915_77.569,1036,Mixed Risk Zone
cell_12.915_77.573,1037,Junction Choke Points
cell_12.915_77.574,1038,Junction Choke Points
cell_12.915_77.575,1039,Junction Choke Points
cell_12.915_77.579,1040,Junction Choke Points
cell_12.915_77.586,1041,Junction Choke Points
cell_12.915_77.606,1042,Mixed Risk Zone
cell_12.915_77.608,1043,Junction Choke Points
cell_12.915_77.61,1044,Junction Choke Points
cell_12.915_77.615,1045,Junction Choke Points
cell_12.915_77.616,1046,Junction Choke Points
cell_12.915_77.624,1047,Freight Obstruction Corridors
cell_12.915_77.632,1048,Night Spillovers
cell_12.915_77.635,1049,Night Spillovers
cell_12.915_77.638,1050,Night Spillovers
cell_12.915_77.643,1051,Night Spillovers
cell_12.915_77.651,1052,Night Spillovers
cell_12.915_77.652,1053,Night Spillovers
cell_12.915_77.667,1054,Night Spillovers
cell_12.915_77.676,1055,Night Spillovers
