spatial_cell,hour,avg_poi,avg_violations
cell_12.865_77.657,1.0,0.9162907318741551,1
cell_12.866_77.534,2.0,0.5596157879354227,1
cell_12.866_77.534,22.0,0.7537718023763802,1
cell_12.866_77.534,23.0,0.9162907318741551,1
cell_12.866_77.535,1.0,0.9162907318741551,1
cell_12.866_77.535,5.0,0.9524510626639682,2
cell_12.866_77.535,6.0,0.9662133993590132,2
cell_12.866_77.535,21.0,1.1786549963416462,1
cell_12.866_77.535,22.0,1.196182817099975,3
cell_12.866_77.535,23.0,0.5596157879354227,1
cell_12.866_77.536,0.0,0.7537718023763802,1
cell_12.866_77.536,6.0,0.7537718023763802,1
cell_12.866_77.536,21.0,0.7537718023763802,1
cell_12.866_77.592,5.0,0.9886113934537812,1
cell_12.866_77.592,6.0,0.4390347595269786,2
cell_12.866_77.592,22.0,0.7537718023763802,1
cell_12.867_77.534,8.0,0.5596157879354227,1
cell_12.867_77.535,1.0,0.9886113934537812,1
cell_12.867_77.535,5.0,1.046028472154955,2
cell_12.867_77.535,6.0,0.7537718023763802,1
cell_12.867_77.535,21.0,1.2322589566316795,2
cell_12.867_77.581,6.0,0.9886113934537812,1
cell_12.867_77.655,0.0,0.7537718023763802,1
cell_12.867_77.656,0.0,0.5596157879354227,1
cell_12.868_77.535,6.0,1.3687792178610958,2
cell_12.868_77.536,6.0,0.7537718023763802,1
cell_12.868_77.536,21.0,1.33828514193353,1
cell_12.868_77.536,22.0,0.9162907318741551,1
