spatial_cell,lat,lon,archetype_name,mean_poi,cis,propagation_score,enforcement_failure_index,heavy_vehicle_ratio,junction_ratio,violations,degree,pagerank,betweenness,community_id
cell_12.923_77.575,12.92345838,77.57516000000001,Junction Choke Points,1.6716359616819922,78.31595445240531,84.42937563971341,67.92745649948824,0.0,1.0,5,6,0.0001295670889806981,0.00047011114620951194,3
cell_12.923_77.578,12.9234896,77.5780102,Junction Choke Points,1.1786549963416462,52.7389329580348,61.73234390992835,47.36463664278403,0.0,1.0,1,7,0.00014263708556413112,0.0015911529759158923,29
cell_12.923_77.579,12.922787539577463,77.5788173750337,Junction Choke Points,1.8021222562636017,79.46072159672465,88.5747185261003,67.81256397134085,0.0,1.0,2,5,0.00010069406016518953,5.89522128449994e-07,3
cell_12.923_77.581,12.922699549999999,77.58074911666667,Junction Choke Points,1.5001563327230112,78.02584442169909,77.89150460593655,69.70675537359263,0.0,1.0,18,7,0.00014606965220330476,0.0005114759488890865,1
cell_12.923_77.582,12.9230817,77.581765,Junction Choke Points,1.4759065198095778,63.597748208802464,76.29222108495394,54.18116683725691,0.0,1.0,1,5,0.00010630788122508316,0.0,17
cell_12.923_77.583,12.923342677777777,77.58340971111112,Junction Choke Points,1.1611960072808936,55.9659672466735,58.84083930399181,51.75396622313204,0.0,1.0,9,7,0.00013706740322517606,0.0001508521624244818,9
cell_12.923_77.584,12.923242876363892,77.58369398575667,Junction Choke Points,1.3723333895434584,65.63715455475946,70.48362333674514,62.8074462640737,0.0,1.0,12,7,0.00012783752709727056,6.943260623966597e-06,1
cell_12.923_77.585,12.923334922222223,77.58509926666666,Junction Choke Points,1.69842750014542,76.06128454452406,84.99232343909928,65.01714431934495,0.0,1.0,9,6,0.00011710076608061825,0.00022310137438896443,3
cell_12.923_77.586,12.922993005555556,77.58583888333334,Junction Choke Points,1.7532220041769793,76.25,86.70675537359263,60.16159160696009,0.0,1.0,18,6,0.00012650107582036252,0.004431044824806305,1
cell_12.923_77.6,12.922527,77.6004481,Freight Obstruction Corridors,1.1786549963416462,52.77987461617195,61.83469805527124,47.39687819856704,0.0,1.0,1,7,0.00014008354156757962,0.0018134683208002567,29
cell_12.923_77.61,12.923053574999999,77.6099984125,Junction Choke Points,1.2068093871752241,56.814547082906856,62.93500511770726,53.61745138178097,0.25,0.0,8,6,0.00011535144718461083,9.70418925887407e-05,0
cell_12.923_77.615,12.923444,77.6146173,Night Spillovers,0.5596157879354227,12.29145342886387,7.4462640736949846,22.30399181166837,0.0,0.0,1,5,0.00010755639311125111,4.2576598165832905e-07,27
cell_12.923_77.619,12.923018967857143,77.61903955357143,Junction Choke Points,1.394962658402068,72.19165813715455,71.51995905834187,70.59378198567042,0.03571428571428571,1.0,28,5,0.00010116585089761591,0.00012000050436893212,1
cell_12.923_77.622,12.922767050000001,77.62241405,Freight Obstruction Corridors,1.534752684106966,65.92342630501534,79.06857727737973,55.3068065506653,0.5,1.0,2,7,0.00013229104163353943,1.179044256899988e-06,1
cell_12.923_77.623,12.922623733333333,77.6227827627451,Junction Choke Points,1.6489697839332425,81.66773285568065,83.73848515864893,79.17195496417607,0.0392156862745098,1.0,51,6,0.00011959733406030154,0.0010130282752825982,1
cell_12.923_77.651,12.922846651543509,77.65143706234058,Night Spillovers,0.9764598450369083,44.0068449334698,44.07625383828045,41.400460593654046,0.021739130434782608,0.0,46,6,0.00012369753719283094,0.0011494698967894135,2
cell_12.923_77.652,12.923094696969697,77.65156744545455,Night Spillovers,0.955454011622873,43.088856192425794,42.8863868986694,40.37218526100307,0.06060606060606061,0.0,33,7,0.00014057299239759525,0.11173491285962284,2
cell_12.923_77.657,12.9230219,77.6566549,Night Spillovers,0.44628710262841953,9.004925793244626,2.3541453428863868,20.17732855680655,0.0,0.0,1,5,0.00010766166766945207,0.0,19
cell_12.923_77.665,12.92280335,77.6653177,Freight Obstruction Corridors,0.9662133993590132,37.84096724667349,43.59007164790174,39.251791197543504,0.5,0.0,2,6,0.00011268371151074411,0.0,58
cell_12.923_77.668,12.922864839999999,77.66772642,Night Spillovers,1.1657891235220414,57.73189611054247,58.54657113613101,55.98682190378711,0.6,0.0,5,8,0.00015249225844485108,0.013667219016149796,0
cell_12.923_77.669,12.922629166666667,77.66867977777777,Night Spillovers,0.7296527962895121,22.435069089048106,15.928863868986696,30.900332650972363,0.0,0.0,9,7,0.00014536638731531065,4.454167192733288e-06,4
cell_12.923_77.67,12.922942909090908,77.67009312272727,Night Spillovers,0.8318724342950201,33.3364252814739,32.446264073694984,32.13868986693961,0.36363636363636365,0.0,22,7,0.0001287095138474517,3.144118018399968e-06,2
cell_12.923_77.671,12.92306395,77.67099141363636,Night Spillovers,1.01365245179873,48.40871289662231,50.422210849539404,43.82267144319344,0.22727272727272727,0.0,22,6,0.00011749796259304307,0.001091500220825164,0
cell_12.923_77.673,12.9228842,77.673336,Night Spillovers,0.9162907318741551,34.81608239508701,39.30399181166837,37.328812691914024,0.0,0.0,1,7,0.00014234467445775763,0.002259933079413052,15
cell_12.923_77.674,12.923035107142857,77.67403894285714,Freight Obstruction Corridors,0.9064557218815719,40.98483879222109,38.3828045035824,44.908776867963155,0.0,0.0,14,5,0.00010568974447390391,3.520757156020798e-05,16
cell_12.923_77.676,12.922865344444444,77.67568813333334,Mixed Risk Zone,0.9549028342799626,47.32759723643808,42.31064483111566,49.8050153531218,0.0,0.0,9,8,0.00015413179914373253,0.0004651657105764037,2
cell_12.923_77.695,12.9226205,77.6953282,Night Spillovers,0.6118015411059929,21.258636131013308,9.199078812691914,31.234518935516885,0.0,0.0,2,6,0.00010715550605191452,0.00022650750224223104,51
cell_12.924_77.485,12.9238959,77.4848068,Mixed Risk Zone,0.7537718023763802,20.825870010235413,18.014329580348004,28.142272262026612,0.0,0.0,1,6,0.00013182514554495778,0.0004524254823560121,20
cell_12.924_77.518,12.92443245,77.5181154,Night Spillovers,0.44628710262841953,15.39630245649949,2.546059365404299,28.204324462640734,0.0,0.0,2,8,0.00013404988781226776,3.2751229358333004e-08,38
cell_12.924_77.553,12.924150377620455,77.55328446526494,Junction Choke Points,1.9085788765462957,79.74411463664278,90.5962128966223,67.37039406345957,0.0,1.0,7,7,0.00013455678841476016,0.0002614530639675724,3
cell_12.924_77.554,12.923528,77.554375,Junction Choke Points,1.4759065198095778,63.89969293756397,76.97031729785057,54.38382804503582,0.0,1.0,1,6,0.00013022952493737226,0.00045127918932847045,17
cell_12.924_77.561,12.924121266666667,77.56062306666666,Junction Choke Points,1.4855612574716084,69.27616427840329,77.26458546571136,59.509083930399186,0.0,1.0,3,8,0.00014235890603280657,9.497856513916571e-07,1
cell_12.924_77.564,12.9240684,77.564084675,Mixed Risk Zone,1.6462554412831127,76.27111054247698,83.90481064483112,65.74040429887411,0.0,1.0,4,9,0.00016670141974001654,0.0004450237045210289,1
cell_12.924_77.566,12.9241479,77.5661114,Night Spillovers,0.5596157879354227,10.994114636642784,4.094165813715456,21.477226202661203,0.0,0.0,1,5,0.00011369016045376649,1.3591760183708197e-05,21
cell_12.924_77.57,12.924315799999999,77.57040685,Junction Choke Points,1.327280758075612,57.911015864892526,68.06550665301944,50.48311156601842,0.0,1.0,2,5,0.0001082084651018794,0.0,9
cell_12.924_77.573,12.923753566666667,77.57313479999999,Junction Choke Points,1.2777388374976233,56.66485414534288,66.46622313203684,49.84083930399181,0.0,1.0,3,9,0.00015663176069793624,7.205270458833261e-07,9
cell_12.924_77.574,12.9235177,77.57425535714286,Junction Choke Points,1.8053647137134903,82.93180655066531,88.71545547594678,72.06704196519959,0.0,1.0,7,7,0.0001310876313134253,0.00017728240451665654,3
cell_12.924_77.575,12.92353455,77.5749739,Freight Obstruction Corridors,1.8021222562636017,79.44025076765608,88.52354145342886,67.80335209825998,0.0,1.0,2,8,0.00015226283211741213,0.00045353902415419544,3
cell_12.924_77.576,12.923665318181817,77.57618501818182,Junction Choke Points,1.9058343780391078,80.14265609007164,90.85209825997953,67.8224155578301,0.0,1.0,11,6,0.00011729507347752695,1.3428004036916532e-06,3
cell_12.924_77.578,12.923674649999999,77.57809335,Junction Choke Points,1.205456976486663,54.008124360286594,62.87103377686797,47.743858751279426,0.0,1.0,4,6,0.00012129480240343449,0.01576657281801894,29
cell_12.924_77.58,12.9235021,77.5803499,Junction Choke Points,1.7047480922384253,70.40046059365403,85.36335721596726,58.4145342886387,0.0,1.0,1,7,0.00013698616073714041,0.0029457438221765454,26
cell_12.924_77.581,12.9235125,77.5807127,Mixed Risk Zone,1.4759065198095778,63.66427840327533,76.43295803480041,54.22952917093142,0.0,1.0,1,6,0.00012144842196130527,0.0,17
cell_12.924_77.583,12.923712683582327,77.58321230224053,Junction Choke Points,1.6854656556306475,78.87474411463664,84.67246673490277,68.42911975435007,0.0,1.0,8,5,0.00011585176703319689,0.0,3
cell_12.924_77.584,12.923775500116454,77.58367555514586,Junction Choke Points,1.6423367543032852,76.98055271238485,83.50818833162744,66.64227226202661,0.0,1.0,11,6,0.00011857125067622448,0.0004211153070894458,1
cell_12.924_77.586,12.924147536363636,77.58594618181819,Junction Choke Points,2.0740718991421527,86.93577277379734,93.92272262026611,75.47466734902764,0.0,1.0,22,6,0.00011751267396195814,0.00021170394657226454,3
cell_12.924_77.597,12.924396,77.5971532,Night Spillovers,0.9886113934537812,47.7843526100307,48.37512794268168,49.07766120777892,0.0,0.0,2,7,0.00013821708476581497,0.0003207000378767968,24
cell_12.924_77.609,12.924328745,77.60937511,Junction Choke Points,1.4989272628131611,72.13312436028659,77.87871033776868,65.63651484135107,0.5,0.0,20,5,0.00010153711996872377,0.0,0
cell_12.924_77.61,12.923782357142857,77.60963107142857,Junction Choke Points,1.1728745546818427,53.43749999999999,60.00511770726714,51.52661207778916,0.2857142857142857,0.0,7,10,0.00016824643330565312,0.0012277453349558293,0
cell_12.924_77.612,12.9235894,77.6119929,Mixed Risk Zone,1.3862943611198906,57.35030706243602,70.76509723643808,51.712640736949844,1.0,0.0,1,5,0.00010910780303184162,0.0,40
cell_12.924_77.615,12.9236314,77.6146403,Mixed Risk Zone,0.9162907318741551,35.60292988741045,41.41504605936541,38.19703172978506,0.0,0.0,1,6,0.00012023758852780774,6.550245871666601e-08,15
cell_12.924_77.618,12.924383149417663,77.61815719771428,Junction Choke Points,1.4711832952470636,65.13433981576253,74.69293756397134,52.30130501535313,0.11428571428571428,1.0,35,6,0.00012263110163623057,0.0006580377002676268,1
cell_12.924_77.619,12.9242101,77.6186768,Junction Choke Points,1.1786549963416462,52.38069344933469,60.85593654042989,47.164278403275326,0.0,1.0,1,6,0.0001412635986719321,0.0011349938534130303,12
cell_12.924_77.627,12.9238426,77.6269183,Freight Obstruction Corridors,0.5596157879354227,11.73618219037871,5.987717502558853,21.88945752302968,0.0,0.0,1,6,0.00013853651634171795,8.338462994631583e-05,13
cell_12.924_77.629,12.924311837542046,77.62881398467883,Night Spillovers,0.6838302372987354,19.87685516888434,13.050153531218015,29.101458546571134,0.0,0.0,9,6,0.0001276042535309933,0.0003828291199695545,4
cell_12.924_77.639,12.92423835,77.6388367,Freight Obstruction Corridors,0.9367267285093035,43.01337001023542,40.928863868986696,45.79772262026612,0.0,0.0,2,6,0.00011557960891611893,0.0014621131322440602,2
cell_12.924_77.64,12.923858466666667,77.63970258333333,Night Spillovers,0.3586474072546826,11.302136642784031,0.9083930399181166,23.020598771750254,0.0,0.0,6,5,0.0001005873151745162,5.9607237432166064e-05,4
cell_12.924_77.65,12.924374059375,77.64997589375,Night Spillovers,0.8390952827676464,50.672018935516896,33.546571136131014,56.752047082906856,0.0,0.0,32,6,0.00012129855875288583,0.003028014910324678,2
cell_12.924_77.651,12.924211066666667,77.651222,Commercial Arteries,1.1222754193272537,60.00479785056295,55.92374616171954,59.2618986693961,0.0,0.0,3,6,0.00011927237440619826,0.00025696614554548074,0
cell_12.924_77.652,12.923767875,77.6517171625,Night Spillovers,0.8713394789475634,37.411399692937565,35.324974411463664,41.333418628454446,0.25,0.0,8,6,0.00012150015384532026,0.0001379481780572986,2
cell_12.924_77.655,12.923674476329177,77.65495921277343,Night Spillovers,0.6906739084784302,28.177776356192425,12.99897645854657,38.31857727737973,0.0,0.0,9,8,0.0001389836440793784,0.0004544560585762288,2
cell_12.924_77.666,12.9236631,77.6659381,Freight Obstruction Corridors,1.1786549963416462,49.25281473899694,59.26305015353122,46.68986693961105,1.0,0.0,1,6,0.00013228821441705206,0.0015878451017507006,40
cell_12.924_77.669,12.9236017,77.6694229,Freight Obstruction Corridors,0.5596157879354227,12.153275332650972,7.075230296827022,22.18654042988741,0.0,0.0,1,6,0.00014177815390400609,0.001577462962044109,27
cell_12.924_77.67,12.923687433333333,77.66968233333334,Freight Obstruction Corridors,0.7432261073953192,18.53793500511771,16.47901740020471,26.81473899692937,0.3333333333333333,0.0,3,5,0.0001239863513189032,0.0,35
cell_12.924_77.672,12.923840666666667,77.67225090000001,Night Spillovers,0.6949348648971877,22.213088536335725,14.201637666325487,31.255245649948822,0.1111111111111111,0.0,9,10,0.00017701165016127516,2.0633274495749793e-06,35
cell_12.924_77.673,12.924129885707694,77.67301239958333,Night Spillovers,0.9717015810364807,51.092950358239506,43.615660184237456,57.8935516888434,0.14583333333333334,0.0,48,6,0.0001280113214889505,0.005394389485152313,2
cell_12.924_77.674,12.92410925,77.67387089500001,Night Spillovers,0.8558761372343604,33.757356704196525,33.95598771750256,32.59403787103378,0.0,0.0,20,8,0.00014861840287210925,0.0003652417098041297,2
cell_12.924_77.675,12.92441,77.6750367,Junction Choke Points,1.1786549963416462,56.84685261003071,58.764073694984646,54.40596212896622,1.0,0.0,2,5,0.00011179551781816096,0.0,40
cell_12.924_77.676,12.9237041,77.67579133333334,Mixed Risk Zone,0.7829115789650611,39.08233111566018,28.21136131013306,46.0245649948823,0.0,0.0,6,7,0.00013395692972529883,7.296973901036594e-05,2
cell_12.924_77.695,12.9244282,77.694856225,Commercial Arteries,1.112171041180856,55.492899181166834,56.64022517911975,54.74296315250767,0.0,0.0,4,5,0.00010666760345185791,0.0007542935633517674,0
cell_12.925_77.485,12.9248311625,77.485278175,Night Spillovers,0.5140776389815898,19.079132548618222,3.160184237461617,30.957267144319346,0.0,0.0,8,8,0.00016444887509463774,0.000800865811499317,2
cell_12.925_77.499,12.925075116666667,77.49884434166667,Night Spillovers,0.8442157497070997,41.738421187308084,33.34186284544524,47.22914534288638,0.08333333333333333,0.0,12,8,0.00015198376001036328,0.0003501761442992965,2
cell_12.925_77.517,12.9254966,77.516894,Night Spillovers,0.7537718023763802,21.68564483111566,20.240532241555783,28.71571136131013,0.0,0.0,1,5,0.0001151120939431948,0.0,8
cell_12.925_77.518,12.924969533333334,77.5177485,Night Spillovers,0.6648380946725411,21.139329580348008,12.794268167860798,30.392400204708288,0.0,0.0,3,5,0.00010519506613618771,0.001226631793157646,4
cell_12.925_77.531,12.92465915,77.53091710000001,Freight Obstruction Corridors,0.7537718023763802,23.5203428863869,24.80808597748209,29.75665301944729,0.0,0.0,2,5,0.00011299422116997286,0.00023089616697624768,23
cell_12.925_77.549,12.9252068,77.5494823,Junction Choke Points,1.4759065198095778,63.789662231320364,76.7272262026612,54.31934493346981,0.0,1.0,1,6,0.0001292411073139436,9.497856513916571e-07,17
cell_12.925_77.55,12.9250947,77.5502983,Junction Choke Points,1.1786549963416462,52.33719293756397,60.70880245649949,47.15276356192425,0.0,1.0,1,7,0.00013977443702242574,0.0013619271216369197,12
cell_12.925_77.562,12.9247883,77.5616517,Junction Choke Points,1.4759065198095778,63.239508700102355,75.42221084953941,53.973899692937565,0.0,1.0,1,6,0.00012560932066447004,1.3100491743333201e-07,18
cell_12.925_77.564,12.92512665,77.564360675,Mixed Risk Zone,0.9299014956844309,43.340583418628455,42.08034800409416,46.62064994882293,0.0,0.0,4,7,0.0001283306867170798,0.00020767554536118958,2
cell_12.925_77.565,12.9245326,77.5650456,Night Spillovers,0.5596157879354227,10.983879222108495,4.068577277379734,21.472620266120774,0.0,0.0,1,6,0.00013285616045561862,0.0004694888728517036,21
cell_12.925_77.567,12.9246365,77.5668147,Night Spillovers,0.44628710262841953,8.923042476970316,2.1110542476970315,20.096724667349026,0.0,0.0,1,6,0.00012636832659617894,3.8122430973099613e-05,19
cell_12.925_77.57,12.92475,77.57046,Junction Choke Points,1.4759065198095778,63.39303991811668,75.8636131013306,54.05104912998977,0.0,1.0,1,5,0.0001039047966634862,0.0,18
cell_12.925_77.574,12.924944183670412,77.57441210607873,Junction Choke Points,2.1510351948668447,83.52737973387921,94.77993858751279,70.69767144319346,0.0,1.0,2,5,0.00011550755929501513,0.0,3
cell_12.925_77.575,12.924767886659872,77.57523983525714,Junction Choke Points,1.1659854228157884,65.20598771750257,59.22466734902764,61.65698567041965,0.0,1.0,30,7,0.00013404205728187373,0.000795461858655192,1
cell_12.925_77.584,12.924668122222222,77.58375425555556,Junction Choke Points,1.5153709586362574,70.57574206755373,78.88945752302968,60.724539406345954,0.0,1.0,9,6,0.00012625937611520125,1.732540033055816e-05,1
cell_12.925_77.586,12.924913134782608,77.58592453913043,Junction Choke Points,2.274379892278955,87.80578300921188,95.70112589559876,82.75588536335722,0.0,1.0,23,5,0.0001032537203437616,0.0005548713277888777,11
cell_12.925_77.6,12.9245217,77.6002567,Freight Obstruction Corridors,1.7047480922384253,70.47466734902763,85.49129989764586,58.485926305015354,0.0,1.0,1,7,0.0001338466297563519,0.0,26
cell_12.925_77.609,12.925228233333334,77.60877803333334,Mixed Risk Zone,0.7170117316222816,17.46705475946776,14.726202661207779,25.93858751279427,0.0,0.0,3,10,0.00017520190133678092,5.56770899091661e-07,14
cell_12.925_77.615,12.9246958,77.6150652,Mixed Risk Zone,0.3184537311185346,7.770918628454453,0.3070624360286591,19.37026612077789,0.0,0.0,1,5,0.0001179801451781815,1.9486981468208137e-05,32
cell_12.925_77.618,12.924693861187937,77.6182255489874,Junction Choke Points,1.735758180633581,76.70547594677585,86.34851586489253,60.63075742067554,0.050505050505050504,0.9393939393939394,99,6,0.0001152390279000533,0.00033445555420729664,1
cell_12.925_77.619,12.924931225925926,77.61891092469135,Junction Choke Points,1.9902103036391767,86.47517911975434,92.04196519959058,81.87615148413512,0.2345679012345679,0.9876543209876543,162,5,0.00010385402457036415,0.0014112832242799275,1
cell_12.925_77.62,12.925328439473684,77.61981727631579,Junction Choke Points,1.841858088094677,79.1805271238485,89.41914022517912,62.37602354145343,0.2631578947368421,1.0,38,6,0.00012029062553997891,0.00022411666249907275,1
cell_12.925_77.627,12.9254417,77.62664,Night Spillovers,0.44628710262841953,15.117387410440125,1.9959058341862845,27.994754350051178,0.0,0.0,2,10,0.0001633324962100894,0.00022336338422383108,38
cell_12.925_77.628,12.924512,77.628497,Freight Obstruction Corridors,0.7537718023763802,20.5699846468782,17.349027635619244,27.97415557830092,0.0,0.0,1,8,0.0001716065840309751,2.423590972516642e-06,20
cell_12.925_77.632,12.924913566666666,77.6321957,Night Spillovers,1.1754535082053872,58.96206499488229,58.48259979529171,57.10721596724668,0.0,0.0,6,9,0.00016653056672699044,0.001857551475516573,0
cell_12.925_77.633,12.925060641935485,77.63331079999999,Night Spillovers,0.8270965233659451,35.13465967246674,31.819344933469807,44.578428863868986,0.03225806451612903,0.0,31,6,0.00012167517054845367,0.0019187962744166556,2
cell_12.925_77.634,12.925132650980391,77.63380184117646,Night Spillovers,0.8823889657024948,35.73471084953941,34.97952917093142,34.63689866939611,0.27450980392156865,0.0,51,6,0.00011939913770252267,0.0006136597844870854,2
cell_12.925_77.635,12.925171326923078,77.63470116538461,Night Spillovers,0.9765403147770841,44.01324206755373,44.511258955987714,40.56921699078813,0.19230769230769232,0.0,26,6,0.00012304655284345456,0.009697508008084969,2
cell_12.925_77.637,12.9253799,77.6367863,Freight Obstruction Corridors,1.0560526742493137,44.30751023541454,52.840327533265096,43.453684749232345,1.0,0.0,1,6,0.00011516701725101495,0.0,44
cell_12.925_77.639,12.924519,77.6385863,Mixed Risk Zone,1.3862943611198906,57.393807574206754,70.86745138178097,51.772517911975434,1.0,0.0,1,5,0.000109107601110495,0.0,40
cell_12.925_77.65,12.92472115,77.6502932,Commercial Arteries,1.3065272278026905,63.75383828045037,67.02917093142273,59.740532241555776,0.0,0.0,2,6,0.00011991940888467845,0.00016686751358070665,0
cell_12.925_77.67,12.925135566666667,77.66963443333333,Night Spillovers,1.0796249009400587,55.67425793244627,54.26049129989765,55.350051177072665,0.0,0.0,3,5,0.00010687568213354044,0.0,0
cell_12.925_77.674,12.924698993522437,77.67401631645792,Night Spillovers,0.7493953697894663,23.79509979529171,22.47952917093142,27.878198567041963,0.05555555555555555,0.0,18,6,0.00011805151713121995,0.005855002774847908,2
cell_12.925_77.675,12.92512778888889,77.67536405555556,Night Spillovers,0.7839285530609081,32.918692425793246,28.262538382804504,38.841095189355165,0.1111111111111111,0.0,9,6,0.00011915591829632583,2.5447705211424744e-05,2
cell_12.925_77.676,12.9252910078125,77.6759134875,Night Spillovers,0.9347959577485917,47.414598259979535,41.50460593654043,54.58277891504606,0.109375,0.0,64,5,0.00010804203917057998,0.007992970276130528,2
cell_12.925_77.695,12.92492445319149,77.69485488510638,Junction Choke Points,1.4986858347400633,79.44952661207779,77.92988741044013,69.04810644831116,0.19148936170212766,0.0,47,5,0.00010002020405559352,2.171406506457478e-05,0
cell_12.925_77.696,12.9246174,77.6960485,Night Spillovers,1.1786549963416462,49.32446264073695,59.48055271238485,46.7589559877175,0.0,0.0,1,6,0.00013255576293538557,0.0,41
cell_12.926_77.477,12.9258225,77.4767094,Night Spillovers,0.9886113934537812,38.98509467758445,43.76919140225179,39.53761514841351,0.0,0.0,1,5,0.00011388512310446024,0.0,30
cell_12.926_77.499,12.9255733,77.4986756,Mixed Risk Zone,1.1786549963416462,61.835977482088026,58.49539406345957,59.839815762538386,0.0,0.0,5,6,0.0001303508557623102,0.0,46
cell_12.926_77.515,12.9262672,77.5152276,Night Spillovers,0.5596157879354227,12.08162743091095,6.89611054247697,22.14738996929375,0.0,0.0,1,5,0.00012174234611853508,5.4236035817399455e-05,27
cell_12.926_77.516,12.926113283333335,77.51583813333333,Night Spillovers,0.7594986541925396,29.37979785056295,24.590583418628455,34.9886131013306,0.0,0.0,6,6,0.00012804237642790735,0.0036792731061151295,5
cell_12.926_77.548,12.92643,77.5482,Junction Choke Points,1.4759065198095778,63.743602865916074,76.62487205731831,54.27789150460593,0.0,1.0,1,7,0.00014951198316893587,0.001808588387625865,17
cell_12.926_77.549,12.925741033333333,77.54907164999999,Junction Choke Points,1.9523951227726426,83.96302456499488,91.31269191402251,72.32369498464688,0.0,1.0,6,5,0.00010393160051700391,0.005363243066032537,3
cell_12.926_77.55,12.925953126923076,77.55027425384615,Junction Choke Points,1.3998333525378683,66.12525588536336,71.87819856704196,53.68385363357216,0.0,1.0,26,6,0.00012848911850842591,0.0024466478379849086,1
cell_12.926_77.551,12.92637974,77.55061305714285,Junction Choke Points,1.6010242655072953,80.8194728761515,81.1668372569089,78.57868474923235,0.0,1.0,35,7,0.0001267334985603027,2.4825431853616415e-05,1
cell_12.926_77.555,12.9262217,77.5546533,Freight Obstruction Corridors,1.4759065198095778,63.88433981576254,76.93193449334697,54.376919140225176,0.0,1.0,1,6,0.00013036216790549002,4.1921573578666245e-06,17
cell_12.926_77.58,12.9263494,77.58047185,Junction Choke Points,1.4759065198095778,63.938075742067554,77.07267144319346,54.418372569089044,0.0,1.0,2,5,0.0001070884563353393,0.012598087884976373,17
cell_12.926_77.582,12.926243,77.58188365000001,Junction Choke Points,1.4903886263026238,64.83271494370521,77.66120777891504,54.82676560900717,0.0,1.0,2,7,0.00014506520726950686,0.01684818216757789,17
cell_12.926_77.583,12.9257767,77.582765,Junction Choke Points,1.1786549963416462,52.57516632548618,61.27175025588536,47.267911975435,0.0,1.0,1,8,0.00015359254868077432,0.0052066594384703475,29
cell_12.926_77.584,12.926169229230767,77.58398401692308,Junction Choke Points,1.5249418326941415,70.8636131013306,79.19651995905835,55.6907625383828,0.0,1.0,65,6,0.00011978916584363345,0.0008432131510596415,1
cell_12.926_77.585,12.926302816666668,77.58489152916667,Junction Choke Points,1.6176460940030433,80.49513817809621,82.61258955987716,77.61975435005117,0.0,1.0,48,8,0.00014110884474887836,5.174694238616615e-05,1
cell_12.926_77.586,12.926131826724138,77.58605093103448,Junction Choke Points,1.786694689954994,84.06665813715456,87.73029682702149,80.8271494370522,0.008620689655172414,1.0,116,6,0.00011504089926881429,1.156118396349155e-05,1
cell_12.926_77.59,12.9264179,77.5895697,Junction Choke Points,1.7047480922384253,70.34672466734902,85.23541453428864,58.379989764585474,0.0,1.0,1,8,0.00014987209685639896,0.0006807998046716681,26
cell_12.926_77.597,12.9263656,77.59717885,Junction Choke Points,1.0836331948977138,47.85344165813716,54.29887410440123,44.228249744114635,0.0,1.0,2,7,0.00014580445984752882,0.009479745084081413,12
cell_12.926_77.6,12.9257117,77.600325,Freight Obstruction Corridors,1.7047480922384253,70.42860798362334,85.42732855680654,58.43295803480042,0.0,1.0,1,7,0.00013642897773989172,1.080790568824989e-06,26
cell_12.926_77.609,12.925958821538462,77.60881447076923,Junction Choke Points,1.297487931984859,58.27949078812692,67.33623336745138,49.18999488229273,0.27692307692307694,0.0,65,6,0.00012300316908299912,0.017183849517271442,0
cell_12.926_77.615,12.9259131,77.6154722,Junction Choke Points,1.1786549963416462,52.25275076765609,60.51688843398158,47.111310133060385,0.0,1.0,1,8,0.0001568426385667201,0.003626281617013347,12
cell_12.926_77.616,12.926234899999999,77.6155553,Junction Choke Points,1.2777388374976233,56.754414022517906,66.76049129989765,49.93295803480041,0.0,1.0,3,8,0.00014151725221667576,1.3100491743333201e-07,9
cell_12.926_77.617,12.925964979999998,77.61721032,Junction Choke Points,1.6437514983773889,77.37781473899692,83.21392016376663,73.01637666325486,0.08,1.0,25,5,0.00010658196992924155,0.00019729340565459802,1
cell_12.926_77.618,12.925964007692308,77.61805836923077,Junction Choke Points,1.1022709378853899,52.2517911975435,56.09007164790174,44.44408904810645,0.07692307692307693,0.3076923076923077,26,5,6.53206125211834e-05,0.2942089112492449,7
cell_12.926_77.619,12.925813496031747,77.61902497460318,Night Spillovers,1.0073128553326474,57.817617707267146,49.296315250767655,63.394191402251785,0.06349206349206349,0.0,126,7,0.00013461484709033727,0.007497968195608683,0
cell_12.926_77.62,12.925691507894737,77.61979844210526,Junction Choke Points,1.2973777965719184,70.58533776867962,67.22108495394063,70.76752814738998,0.10526315789473684,0.2894736842105263,76,5,0.00010114607977955701,0.021073156257261562,0
cell_12.926_77.621,12.9264669,77.6205931,Night Spillovers,0.7537718023763802,23.998848515864893,25.95957011258956,30.21494370522006,0.0,0.0,1,8,0.00016090223076239892,0.003398693324202291,53
cell_12.926_77.625,12.9257965,77.6254916,Night Spillovers,0.9886113934537812,40.31058085977482,47.54350051177072,40.88024564994882,0.0,0.0,1,6,0.00013502815272828418,0.007685665491061289,37
cell_12.926_77.633,12.926107848275862,77.63342581724137,Night Spillovers,0.8392138239253871,42.180463152507684,32.4718526100307,52.68283009211873,0.06896551724137931,0.0,29,6,0.00011937570052819126,0.0022485356515963523,2
cell_12.926_77.634,12.925593733333333,77.63354755555555,Night Spillovers,0.8192164967967638,32.43251023541453,31.192425793244627,37.45176560900717,0.1111111111111111,0.0,9,7,0.00013500732479431837,0.000332719739051305,2
cell_12.926_77.638,12.925623900000001,77.63753185,Night Spillovers,1.0836331948977138,52.54989764585466,53.99181166837257,51.95585977482088,0.5,0.0,2,7,0.000133630106757865,2.9901872404158033e-05,7
cell_12.926_77.67,12.92597015,77.669742725,Night Spillovers,1.1458594632832098,61.06800153531219,57.369498464687815,59.98375127942682,0.0,0.0,8,7,0.00012851601818970583,0.00017397453035146492,0
