spatial_cell,organic_cluster_id,archetype_id,archetype_name,lifecycle_state
cell_12.891_77.594,-1,1,Night Spillovers,Stable
cell_12.891_77.595,-1,1,Night Spillovers,Stable
cell_12.891_77.596,-1,1,Night Spillovers,Stable
cell_12.891_77.598,285,1,Night Spillovers,Stable
cell_12.891_77.599,285,1,Night Spillovers,Stable
cell_12.891_77.607,-1,1,Night Spillovers,Stable
cell_12.891_77.638,766,4,Freight Obstruction Corridors,Stable
cell_12.891_77.639,-1,0,Junction Choke Points,Growing
cell_12.891_77.645,-1,1,Night Spillovers,Stable
cell_12.891_77.668,80,4,Freight Obstruction Corridors,Stable
cell_12.892_77.564,-1,1,Night Spillovers,Stable
cell_12.892_77.572,336,1,Night Spillovers,Stable
cell_12.892_77.573,336,1,Night Spillovers,Stable
cell_12.892_77.58,-1,1,Night Spillovers,Stable
cell_12.892_77.581,-1,4,Freight Obstruction Corridors,Stable
cell_12.892_77.582,-1,1,Night Spillovers,Stable
cell_12.892_77.598,285,4,Freight Obstruction Corridors,Stable
cell_12.892_77.599,285,1,Night Spillovers,Stable
cell_12.892_77.605,-1,5,Mixed Risk Zone,Stable
cell_12.892_77.631,345,0,Junction Choke Points,Stable
cell_12.892_77.632,345,4,Freight Obstruction Corridors,Stable
cell_12.892_77.637,-1,4,Freight Obstruction Corridors,Growing
cell_12.892_77.638,831,0,Junction Choke Points,Growing
cell_12.892_77.639,-1,1,Night Spillovers,Stable
cell_12.892_77.667,80,4,Freight Obstruction Corridors,Stable
cell_12.893_77.538,-1,5,Mixed Risk Zone,Stable
cell_12.893_77.569,-1,4,Freight Obstruction Corridors,Stable
cell_12.893_77.572,336,5,Mixed Risk Zone,Stable
cell_12.893_77.599,285,1,Night Spillovers,Stable
cell_12.893_77.62,-1,5,Mixed Risk Zone,Stable
cell_12.893_77.633,345,1,Night Spillovers,Stable
cell_12.893_77.637,808,0,Junction Choke Points,Emerging
cell_12.893_77.638,-1,4,Freight Obstruction Corridors,Stable
cell_12.893_77.639,-1,0,Junction Choke Points,Stable
cell_12.893_77.657,53,1,Night Spillovers,Stable
cell_12.894_77.563,-1,5,Mixed Risk Zone,Stable
cell_12.894_77.567,338,1,Night Spillovers,Stable
cell_12.894_77.568,338,1,Night Spillovers,Declining
cell_12.894_77.569,338,4,Freight Obstruction Corridors,Stable
cell_12.894_77.572,336,5,Mixed Risk Zone,Stable
cell_12.894_77.586,-1,1,Night Spillovers,Stable
cell_12.894_77.598,285,1,Night Spillovers,Stable
cell_12.894_77.599,285,1,Night Spillovers,Declining
cell_12.894_77.61,-1,4,Freight Obstruction Corridors,Stable
cell_12.894_77.619,-1,1,Night Spillovers,Stable
cell_12.894_77.62,-1,5,Mixed Risk Zone,Stable
cell_12.894_77.626,-1,1,Night Spillovers,Stable
cell_12.894_77.636,-1,4,Freight Obstruction Corridors,Stable
cell_12.894_77.637,808,4,Freight Obstruction Corridors,Declining
cell_12.894_77.657,53,1,Night Spillovers,Stable
cell_12.894_77.658,53,1,Night Spillovers,Stable
cell_12.895_77.555,-1,1,Night Spillovers,Stable
cell_12.895_77.556,-1,1,Night Spillovers,Stable
cell_12.895_77.569,338,1,Night Spillovers,Stable
cell_12.895_77.586,-1,1,Night Spillovers,Stable
cell_12.895_77.599,285,1,Night Spillovers,Stable
cell_12.895_77.62,-1,5,Mixed Risk Zone,Stable
cell_12.895_77.626,-1,4,Freight Obstruction Corridors,Stable
cell_12.895_77.636,702,1,Night Spillovers,Stable
cell_12.895_77.637,-1,5,Mixed Risk Zone,Stable
cell_12.895_77.638,-1,4,Freight Obstruction Corridors,Stable
cell_12.895_77.657,53,1,Night Spillovers,Declining
cell_12.895_77.658,53,1,Night Spillovers,Stable
cell_12.895_77.676,206,1,Night Spillovers,Growing
cell_12.896_77.455,-1,1,Night Spillovers,Stable
cell_12.896_77.57,339,4,Freight Obstruction Corridors,Stable
cell_12.896_77.582,-1,5,Mixed Risk Zone,Stable
cell_12.896_77.586,-1,1,Night Spillovers,Stable
cell_12.896_77.599,285,1,Night Spillovers,Stable
cell_12.896_77.6,285,1,Night Spillovers,Stable
cell_12.896_77.626,-1,1,Night Spillovers,Stable
cell_12.896_77.635,618,1,Night Spillovers,Stable
cell_12.896_77.636,-1,5,Mixed Risk Zone,Stable
cell_12.896_77.639,-1,1,Night Spillovers,Stable
cell_12.896_77.675,206,1,Night Spillovers,Stable
cell_12.896_77.72,35,1,Night Spillovers,Declining
cell_12.896_77.721,35,1,Night Spillovers,Stable
cell_12.897_77.453,-1,1,Night Spillovers,Stable
cell_12.897_77.571,339,1,Night Spillovers,Stable
cell_12.897_77.582,-1,5,Mixed Risk Zone,Stable
cell_12.897_77.586,-1,1,Night Spillovers,Stable
cell_12.897_77.599,285,1,Night Spillovers,Stable
cell_12.897_77.6,285,1,Night Spillovers,Stable
cell_12.897_77.634,618,1,Night Spillovers,Stable
cell_12.897_77.635,618,5,Mixed Risk Zone,Stable
cell_12.897_77.636,618,1,Night Spillovers,Stable
cell_12.897_77.639,-1,0,Junction Choke Points,Stable
cell_12.897_77.658,52,1,Night Spillovers,Stable
cell_12.897_77.675,206,4,Freight Obstruction Corridors,Stable
cell_12.897_77.719,35,4,Freight Obstruction Corridors,Stable
cell_12.897_77.72,35,0,Junction Choke Points,Stable
cell_12.897_77.721,35,4,Freight Obstruction Corridors,Stable
cell_12.898_77.572,339,5,Mixed Risk Zone,Stable
cell_12.898_77.586,-1,4,Freight Obstruction Corridors,Stable
cell_12.898_77.606,-1,4,Freight Obstruction Corridors,Stable
cell_12.898_77.607,-1,1,Night Spillovers,Stable
cell_12.898_77.621,-1,1,Night Spillovers,Stable
cell_12.898_77.626,-1,1,Night Spillovers,Stable
cell_12.898_77.634,618,0,Junction Choke Points,Stable
cell_12.898_77.635,618,0,Junction Choke Points,Stable
cell_12.898_77.651,190,1,Night Spillovers,Stable
cell_12.898_77.658,-1,1,Night Spillovers,Stable
cell_12.898_77.675,216,1,Night Spillovers,Declining
cell_12.899_77.465,-1,0,Junction Choke Points,Stable
cell_12.899_77.559,-1,4,Freight Obstruction Corridors,Stable
cell_12.899_77.572,339,4,Freight Obstruction Corridors,Stable
cell_12.899_77.618,-1,1,Night Spillovers,Stable
cell_12.899_77.622,-1,1,Night Spillovers,Stable
cell_12.899_77.627,-1,1,Night Spillovers,Stable
cell_12.899_77.633,618,5,Mixed Risk Zone,Stable
cell_12.899_77.634,618,1,Night Spillovers,Stable
cell_12.899_77.645,190,5,Mixed Risk Zone,Stable
cell_12.899_77.648,190,1,Night Spillovers,Stable
cell_12.899_77.65,190,1,Night Spillovers,Stable
cell_12.899_77.651,190,1,Night Spillovers,Stable
cell_12.899_77.652,190,1,Night Spillovers,Stable
cell_12.899_77.658,52,1,Night Spillovers,Stable
cell_12.899_77.675,216,0,Junction Choke Points,Stable
cell_12.899_77.676,216,1,Night Spillovers,Declining
cell_12.89_77.563,343,1,Night Spillovers,Stable
cell_12.89_77.564,-1,1,Night Spillovers,Stable
cell_12.89_77.592,-1,1,Night Spillovers,Stable
cell_12.89_77.598,285,1,Night Spillovers,Stable
cell_12.89_77.626,-1,1,Night Spillovers,Stable
cell_12.89_77.636,-1,1,Night Spillovers,Stable
cell_12.89_77.637,-1,1,Night Spillovers,Stable
cell_12.89_77.638,-1,4,Freight Obstruction Corridors,Stable
cell_12.89_77.639,-1,4,Freight Obstruction Corridors,Declining
cell_12.89_77.64,738,0,Junction Choke Points,Growing
cell_12.89_77.647,-1,1,Night Spillovers,Stable
cell_12.89_77.648,334,4,Freight Obstruction Corridors,Stable
cell_12.89_77.649,334,4,Freight Obstruction Corridors,Stable
cell_12.89_77.669,80,1,Night Spillovers,Stable
cell_12.901_77.467,-1,1,Night Spillovers,Stable
cell_12.901_77.468,-1,4,Freight Obstruction Corridors,Stable
cell_12.901_77.544,-1,1,Night Spillovers,Stable
cell_12.901_77.586,634,5,Mixed Risk Zone,Stable
cell_12.901_77.593,579,1,Night Spillovers,Stable
cell_12.901_77.594,579,1,Night Spillovers,Stable
cell_12.901_77.601,-1,1,Night Spillovers,Stable
cell_12.901_77.608,-1,1,Night Spillovers,Stable
cell_12.901_77.633,618,1,Night Spillovers,Stable
cell_12.901_77.639,369,0,Junction Choke Points,Stable
cell_12.901_77.66,52,1,Night Spillovers,Stable
cell_12.901_77.661,52,4,Freight Obstruction Corridors,Stable
cell_12.901_77.675,216,1,Night Spillovers,Stable
cell_12.901_77.676,216,1,Night Spillovers,Declining
cell_12.901_77.688,-1,1,Night Spillovers,Stable
cell_12.901_77.689,-1,0,Junction Choke Points,Stable
cell_12.901_77.709,42,1,Night Spillovers,Declining
cell_12.901_77.71,42,1,Night Spillovers,Stable
cell_12.902_77.544,-1,1,Night Spillovers,Stable
cell_12.902_77.567,-1,1,Night Spillovers,Stable
cell_12.902_77.582,-1,1,Night Spillovers,Stable
cell_12.902_77.586,-1,0,Junction Choke Points,Stable
cell_12.902_77.594,579,4,Freight Obstruction Corridors,Declining
cell_12.902_77.601,-1,0,Junction Choke Points,Stable
cell_12.902_77.628,520,1,Night Spillovers,Stable
cell_12.902_77.632,-1,1,Night Spillovers,Stable
cell_12.902_77.639,369,0,Junction Choke Points,Stable
cell_12.902_77.641,369,5,Mixed Risk Zone,Stable
cell_12.902_77.651,190,1,Night Spillovers,Stable
cell_12.902_77.66,52,1,Night Spillovers,Stable
cell_12.902_77.661,52,1,Night Spillovers,Stable
cell_12.902_77.676,216,1,Night Spillovers,Declining
cell_12.902_77.688,-1,1,Night Spillovers,Stable
cell_12.902_77.707,42,1,Night Spillovers,Stable
cell_12.902_77.708,42,1,Night Spillovers,Stable
cell_12.902_77.709,42,1,Night Spillovers,Stable
cell_12.903_77.519,-1,1,Night Spillovers,Stable
cell_12.903_77.545,-1,4,Freight Obstruction Corridors,Stable
cell_12.903_77.573,678,1,Night Spillovers,Stable
cell_12.903_77.578,-1,0,Junction Choke Points,Stable
cell_12.903_77.586,635,0,Junction Choke Points,Emerging
cell_12.903_77.595,579,0,Junction Choke Points,Stable
cell_12.903_77.624,520,1,Night Spillovers,Stable
cell_12.903_77.625,520,1,Night Spillovers,Stable
cell_12.903_77.626,520,1,Night Spillovers,Stable
cell_12.903_77.627,520,1,Night Spillovers,Declining
cell_12.903_77.628,520,1,Night Spillovers,Stable
cell_12.903_77.631,-1,1,Night Spillovers,Stable
cell_12.903_77.632,-1,1,Night Spillovers,Stable
cell_12.903_77.633,-1,1,Night Spillovers,Stable
cell_12.903_77.642,369,1,Night Spillovers,Growing
cell_12.903_77.651,190,1,Night Spillovers,Stable
cell_12.903_77.661,52,1,Night Spillovers,Stable
cell_12.903_77.662,52,1,Night Spillovers,Stable
cell_12.903_77.676,217,1,Night Spillovers,Stable
cell_12.903_77.704,45,5,Mixed Risk Zone,Declining
cell_12.903_77.705,45,5,Mixed Risk Zone,Stable
cell_12.903_77.709,42,4,Freight Obstruction Corridors,Stable
cell_12.904_77.45,-1,1,Night Spillovers,Stable
cell_12.904_77.511,-1,1,Night Spillovers,Stable
cell_12.904_77.512,-1,4,Freight Obstruction Corridors,Stable
cell_12.904_77.533,289,1,Night Spillovers,Stable
cell_12.904_77.565,-1,5,Mixed Risk Zone,Stable
cell_12.904_77.573,678,0,Junction Choke Points,Stable
cell_12.904_77.586,635,0,Junction Choke Points,Stable
cell_12.904_77.595,579,0,Junction Choke Points,Stable
cell_12.904_77.601,-1,0,Junction Choke Points,Stable
cell_12.904_77.626,520,1,Night Spillovers,Stable
cell_12.904_77.627,520,1,Night Spillovers,Stable
cell_12.904_77.631,-1,1,Night Spillovers,Stable
cell_12.904_77.642,369,1,Night Spillovers,Stable
cell_12.904_77.65,190,5,Mixed Risk Zone,Stable
cell_12.904_77.651,-1,4,Freight Obstruction Corridors,Stable
cell_12.904_77.676,217,1,Night Spillovers,Stable
cell_12.904_77.702,45,1,Night Spillovers,Declining
cell_12.904_77.703,45,1,Night Spillovers,Stable
cell_12.904_77.704,45,1,Night Spillovers,Growing
cell_12.905_77.53,-1,1,Night Spillovers,Stable
cell_12.905_77.543,307,1,Night Spillovers,Stable
cell_12.905_77.573,678,0,Junction Choke Points,Stable
cell_12.905_77.585,635,0,Junction Choke Points,Stable
cell_12.905_77.586,635,0,Junction Choke Points,Emerging
cell_12.905_77.611,-1,4,Freight Obstruction Corridors,Stable
cell_12.905_77.628,-1,4,Freight Obstruction Corridors,Stable
cell_12.905_77.63,755,1,Night Spillovers,Stable
cell_12.905_77.631,-1,1,Night Spillovers,Stable
cell_12.905_77.639,610,1,Night Spillovers,Stable
cell_12.905_77.676,217,5,Mixed Risk Zone,Stable
cell_12.905_77.701,-1,1,Night Spillovers,Stable
cell_12.905_77.702,45,0,Junction Choke Points,Stable
cell_12.905_77.703,45,1,Night Spillovers,Stable
cell_12.905_77.704,45,1,Night Spillovers,Stable
cell_12.905_77.705,45,1,Night Spillovers,Stable
cell_12.906_77.476,-1,0,Junction Choke Points,Stable
cell_12.906_77.533,289,1,Night Spillovers,Stable
cell_12.906_77.54,-1,5,Mixed Risk Zone,Stable
cell_12.906_77.542,307,1,Night Spillovers,Declining
cell_12.906_77.543,307,5,Mixed Risk Zone,Stable
cell_12.906_77.544,307,5,Mixed Risk Zone,Stable
cell_12.906_77.546,306,5,Mixed Risk Zone,Stable
cell_12.906_77.547,306,1,Night Spillovers,Stable
cell_12.906_77.558,-1,4,Freight Obstruction Corridors,Stable
cell_12.906_77.573,678,0,Junction Choke Points,Stable
cell_12.906_77.574,678,0,Junction Choke Points,Stable
cell_12.906_77.575,678,0,Junction Choke Points,Stable
cell_12.906_77.576,-1,0,Junction Choke Points,Stable
cell_12.906_77.578,651,0,Junction Choke Points,Stable
cell_12.906_77.579,651,0,Junction Choke Points,Stable
cell_12.906_77.58,651,0,Junction Choke Points,Stable
cell_12.906_77.581,651,0,Junction Choke Points,Stable
cell_12.906_77.582,651,0,Junction Choke Points,Stable
cell_12.906_77.583,651,0,Junction Choke Points,Stable
cell_12.906_77.585,635,0,Junction Choke Points,Stable
cell_12.906_77.586,635,0,Junction Choke Points,Growing
cell_12.906_77.587,-1,0,Junction Choke Points,Stable
cell_12.906_77.588,620,0,Junction Choke Points,Stable
cell_12.906_77.589,620,0,Junction Choke Points,Stable
cell_12.906_77.59,620,0,Junction Choke Points,Stable
cell_12.906_77.591,620,0,Junction Choke Points,Emerging
cell_12.906_77.592,620,0,Junction Choke Points,Stable
cell_12.906_77.593,620,0,Junction Choke Points,Growing
cell_12.906_77.595,-1,4,Freight Obstruction Corridors,Stable
cell_12.906_77.602,-1,0,Junction Choke Points,Growing
cell_12.906_77.604,-1,0,Junction Choke Points,Stable
cell_12.906_77.613,-1,4,Freight Obstruction Corridors,Stable
cell_12.906_77.628,-1,5,Mixed Risk Zone,Stable
cell_12.906_77.629,-1,1,Night Spillovers,Stable
cell_12.906_77.63,754,0,Junction Choke Points,Stable
cell_12.906_77.631,906,5,Mixed Risk Zone,Growing
cell_12.906_77.632,-1,1,Night Spillovers,Stable
cell_12.906_77.637,610,1,Night Spillovers,Stable
cell_12.906_77.638,610,1,Night Spillovers,Stable
cell_12.906_77.639,610,1,Night Spillovers,Stable
cell_12.906_77.644,-1,1,Night Spillovers,Stable
cell_12.906_77.676,-1,1,Night Spillovers,Stable
cell_12.906_77.696,46,1,Night Spillovers,Stable
cell_12.906_77.697,46,1,Night Spillovers,Stable
cell_12.906_77.698,46,1,Night Spillovers,Stable
cell_12.906_77.699,46,1,Night Spillovers,Stable
cell_12.906_77.7,46,0,Junction Choke Points,Stable
cell_12.907_77.532,289,1,Night Spillovers,Stable
cell_12.907_77.533,289,1,Night Spillovers,Declining
cell_12.907_77.534,289,1,Night Spillovers,Stable
cell_12.907_77.535,289,1,Night Spillovers,Stable
cell_12.907_77.54,-1,1,Night Spillovers,Stable
cell_12.907_77.541,-1,5,Mixed Risk Zone,Stable
cell_12.907_77.542,307,5,Mixed Risk Zone,Stable
cell_12.907_77.545,306,0,Junction Choke Points,Growing
cell_12.907_77.546,306,5,Mixed Risk Zone,Growing
cell_12.907_77.547,306,5,Mixed Risk Zone,Declining
cell_12.907_77.571,678,0,Junction Choke Points,Stable
cell_12.907_77.572,678,0,Junction Choke Points,Stable
cell_12.907_77.573,678,0,Junction Choke Points,Stable
cell_12.907_77.574,678,0,Junction Choke Points,Stable
cell_12.907_77.576,-1,0,Junction Choke Points,Stable
cell_12.907_77.577,651,0,Junction Choke Points,Stable
cell_12.907_77.578,651,0,Junction Choke Points,Stable
cell_12.907_77.579,651,0,Junction Choke Points,Stable
cell_12.907_77.58,651,0,Junction Choke Points,Stable
cell_12.907_77.581,651,0,Junction Choke Points,Stable
cell_12.907_77.585,635,0,Junction Choke Points,Stable
cell_12.907_77.586,635,0,Junction Choke Points,Stable
cell_12.907_77.588,-1,0,Junction Choke Points,Stable
cell_12.907_77.59,620,0,Junction Choke Points,Stable
cell_12.907_77.591,620,0,Junction Choke Points,Stable
cell_12.907_77.592,620,0,Junction Choke Points,Stable
cell_12.907_77.595,-1,0,Junction Choke Points,Stable
cell_12.907_77.599,-1,0,Junction Choke Points,Stable
cell_12.907_77.6,506,0,Junction Choke Points,Stable
cell_12.907_77.601,505,0,Junction Choke Points,Stable
cell_12.907_77.602,-1,0,Junction Choke Points,Stable
cell_12.907_77.603,-1,0,Junction Choke Points,Stable
cell_12.907_77.628,743,5,Mixed Risk Zone,Stable
cell_12.907_77.629,-1,0,Junction Choke Points,Growing
cell_12.907_77.63,-1,1,Night Spillovers,Growing
cell_12.907_77.631,885,5,Mixed Risk Zone,Stable
cell_12.907_77.632,886,5,Mixed Risk Zone,Stable
cell_12.907_77.633,-1,1,Night Spillovers,Declining
cell_12.907_77.634,-1,1,Night Spillovers,Stable
cell_12.907_77.635,615,1,Night Spillovers,Growing
cell_12.907_77.636,610,1,Night Spillovers,Stable
cell_12.907_77.637,610,1,Night Spillovers,Stable
cell_12.907_77.639,-1,4,Freight Obstruction Corridors,Stable
cell_12.907_77.645,-1,5,Mixed Risk Zone,Stable
cell_12.907_77.676,213,1,Night Spillovers,Stable
cell_12.907_77.694,46,0,Junction Choke Points,Stable
cell_12.907_77.695,46,1,Night Spillovers,Stable
cell_12.907_77.696,46,1,Night Spillovers,Declining
cell_12.907_77.697,46,1,Night Spillovers,Stable
cell_12.907_77.698,46,1,Night Spillovers,Stable
cell_12.908_77.533,289,1,Night Spillovers,Stable
cell_12.908_77.538,-1,5,Mixed Risk Zone,Stable
cell_12.908_77.539,-1,5,Mixed Risk Zone,Stable
cell_12.908_77.54,-1,1,Night Spillovers,Stable
cell_12.908_77.548,-1,5,Mixed Risk Zone,Stable
cell_12.908_77.57,678,0,Junction Choke Points,Stable
cell_12.908_77.571,678,0,Junction Choke Points,Stable
cell_12.908_77.573,-1,0,Junction Choke Points,Stable
cell_12.908_77.586,-1,5,Mixed Risk Zone,Stable
cell_12.908_77.599,-1,0,Junction Choke Points,Stable
cell_12.908_77.6,506,0,Junction Choke Points,Emerging
cell_12.908_77.601,527,0,Junction Choke Points,Stable
cell_12.908_77.602,492,0,Junction Choke Points,Emerging
cell_12.908_77.614,-1,1,Night Spillovers,Stable
cell_12.908_77.628,-1,1,Night Spillovers,Growing
cell_12.908_77.629,-1,4,Freight Obstruction Corridors,Stable
cell_12.908_77.633,-1,4,Freight Obstruction Corridors,Stable
cell_12.908_77.635,615,1,Night Spillovers,Stable
cell_12.908_77.644,453,5,Mixed Risk Zone,Stable
cell_12.908_77.645,453,1,Night Spillovers,Stable
cell_12.908_77.649,-1,1,Night Spillovers,Stable
cell_12.908_77.676,213,1,Night Spillovers,Stable
cell_12.908_77.692,-1,1,Night Spillovers,Stable
cell_12.908_77.693,-1,1,Night Spillovers,Stable
cell_12.908_77.694,46,1,Night Spillovers,Stable
cell_12.909_77.513,188,1,Night Spillovers,Stable
cell_12.909_77.533,289,1,Night Spillovers,Stable
cell_12.909_77.549,-1,1,Night Spillovers,Stable
cell_12.909_77.55,302,5,Mixed Risk Zone,Stable
cell_12.909_77.551,302,0,Junction Choke Points,Stable
cell_12.909_77.558,-1,4,Freight Obstruction Corridors,Stable
cell_12.909_77.565,-1,4,Freight Obstruction Corridors,Stable
cell_12.909_77.57,678,0,Junction Choke Points,Stable
cell_12.909_77.573,-1,0,Junction Choke Points,Stable
cell_12.909_77.577,-1,0,Junction Choke Points,Stable
cell_12.909_77.588,-1,0,Junction Choke Points,Stable
cell_12.909_77.595,-1,0,Junction Choke Points,Stable
cell_12.909_77.6,527,0,Junction Choke Points,Emerging
cell_12.909_77.601,527,0,Junction Choke Points,Emerging
cell_12.909_77.602,-1,0,Junction Choke Points,Stable
cell_12.909_77.628,-1,1,Night Spillovers,Stable
cell_12.909_77.632,-1,1,Night Spillovers,Stable
cell_12.909_77.633,-1,4,Freight Obstruction Corridors,Stable
cell_12.909_77.635,-1,1,Night Spillovers,Stable
cell_12.909_77.638,-1,1,Night Spillovers,Stable
cell_12.909_77.639,-1,1,Night Spillovers,Stable
cell_12.909_77.64,-1,5,Mixed Risk Zone,Stable
cell_12.909_77.641,-1,5,Mixed Risk Zone,Stable
cell_12.909_77.643,-1,1,Night Spillovers,Stable
cell_12.909_77.644,453,1,Night Spillovers,Stable
cell_12.909_77.645,453,1,Night Spillovers,Stable
cell_12.909_77.652,-1,5,Mixed Risk Zone,Stable
cell_12.909_77.676,213,1,Night Spillovers,Stable
cell_12.909_77.681,-1,5,Mixed Risk Zone,Stable
cell_12.909_77.687,233,1,Night Spillovers,Stable
cell_12.909_77.688,-1,0,Junction Choke Points,Stable
cell_12.909_77.689,-1,1,Night Spillovers,Stable
cell_12.909_77.69,-1,1,Night Spillovers,Stable
cell_12.909_77.691,-1,5,Mixed Risk Zone,Stable
cell_12.909_77.705,-1,5,Mixed Risk Zone,Stable
cell_12.911_77.48,89,1,Night Spillovers,Stable
cell_12.911_77.484,-1,1,Night Spillovers,Stable
cell_12.911_77.485,-1,1,Night Spillovers,Stable
cell_12.911_77.551,301,1,Night Spillovers,Stable
cell_12.911_77.552,301,5,Mixed Risk Zone,Stable
cell_12.911_77.558,-1,1,Night Spillovers,Stable
cell_12.911_77.559,-1,1,Night Spillovers,Stable
cell_12.911_77.573,730,0,Junction Choke Points,Stable
cell_12.911_77.574,731,0,Junction Choke Points,Stable
cell_12.911_77.575,-1,0,Junction Choke Points,Stable
cell_12.911_77.576,715,0,Junction Choke Points,Stable
cell_12.911_77.577,715,0,Junction Choke Points,Stable
cell_12.911_77.578,714,0,Junction Choke Points,Stable
cell_12.911_77.579,-1,0,Junction Choke Points,Stable
